DAY_HOUR,raw,diff,precip,label
19-17,0.09699999999999999,0.0,0.0,0
19-18,0.096,-0.000999999999999987,0.0,0
19-19,0.09699999999999999,0.000999999999999987,0.0,0
19-20,0.09699999999999999,0.0,0.0,0
19-21,0.096,-0.000999999999999987,0.0,0
19-22,0.096,0.0,0.0,0
19-23,0.096,0.0,0.2,0
20-00,0.096,0.0,0.0,0
20-01,0.096,0.0,0.0,0
20-02,0.096,0.0,0.0,0
20-03,0.096,0.0,0.0,0
20-04,0.096,0.0,0.0,0
20-05,0.096,0.0,0.0,0
20-06,0.096,0.0,0.2,0
20-07,0.096,0.0,0.0,0
20-08,0.096,0.0,0.0,0
20-09,0.096,0.0,0.0,0
20-10,0.096,0.0,0.0,0
20-11,0.096,0.0,0.0,0
20-12,0.096,0.0,0.2,0
20-13,0.096,0.0,0.0,0
20-14,0.096,0.0,0.0,0
20-15,0.096,0.0,0.0,0
20-16,0.096,0.0,0.0,0
20-17,0.096,0.0,0.0,0
20-18,0.096,0.0,0.0,0
20-19,0.095,-0.0010000000000000009,0.0,0
20-20,0.095,0.0,0.0,0
20-21,0.095,0.0,0.0,0
21-01,0.095,0.0,0.171,0
21-02,0.095,0.0,0.0,0
21-03,0.094,-0.0010000000000000009,0.0,0
21-04,0.095,0.0010000000000000009,0.0,0
21-05,0.095,0.0,0.0,0
21-06,0.095,0.0,0.0,0
21-07,0.094,-0.0010000000000000009,0.0,0
21-08,0.094,0.0,0.0,0
21-09,0.094,0.0,0.0,0
21-10,0.094,0.0,0.0,0
21-11,0.094,0.0,0.0,0
21-12,0.094,0.0,0.0,0
21-13,0.094,0.0,0.0,0
21-14,0.094,0.0,0.2,0
21-15,0.094,0.0,0.0,0
21-16,0.094,0.0,0.0,0
21-17,0.094,0.0,0.0,0
21-18,0.094,0.0,0.0,0
21-19,0.094,0.0,0.0,0
21-20,0.09300000000000001,-0.000999999999999987,0.0,0
21-21,0.094,0.000999999999999987,0.0,0
21-22,0.094,0.0,0.0,0
21-23,0.09300000000000001,-0.000999999999999987,0.0,0
22-00,0.09300000000000001,0.0,0.4,0
22-01,0.09300000000000001,0.0,0.0,0
22-02,0.09300000000000001,0.0,0.0,0
22-03,0.09300000000000001,0.0,0.0,0
22-04,0.09300000000000001,0.0,0.0,0
22-05,0.09300000000000001,0.0,0.0,0
22-06,0.09300000000000001,0.0,0.0,0
22-07,0.09300000000000001,0.0,0.0,0
22-08,0.09300000000000001,0.0,0.0,0
22-09,0.09300000000000001,0.0,0.0,0
22-10,0.09300000000000001,0.0,0.0,0
22-11,0.09300000000000001,0.0,0.0,0
22-12,0.09300000000000001,0.0,0.0,0
22-13,0.09300000000000001,0.0,0.2,0
22-14,0.09300000000000001,0.0,0.0,0
22-15,0.09300000000000001,0.0,0.0,0
22-16,0.09300000000000001,0.0,0.0,0
22-17,0.09300000000000001,0.0,0.0,0
22-18,0.09300000000000001,0.0,0.0,0
22-19,0.09300000000000001,0.0,0.0,0
22-20,0.09300000000000001,0.0,0.0,0
22-21,0.09300000000000001,0.0,0.0,0
22-22,0.09300000000000001,0.0,0.0,0
22-23,0.092,-0.0010000000000000148,0.0,0
23-00,0.092,0.0,0.0,0
23-01,0.092,0.0,0.0,0
23-02,0.092,0.0,0.0,0
23-03,0.092,0.0,0.0,0
23-04,0.092,0.0,0.0,0
23-05,0.092,0.0,0.0,0
23-06,0.092,0.0,0.0,0
23-07,0.092,0.0,0.0,0
23-08,0.092,0.0,0.0,0
23-09,0.092,0.0,0.0,0
23-10,0.092,0.0,0.0,0
23-11,0.092,0.0,0.0,0
23-12,0.092,0.0,0.0,0
23-13,0.092,0.0,0.0,0
23-14,0.092,0.0,0.0,0
23-15,0.092,0.0,0.0,0
23-16,0.092,0.0,0.0,0
23-17,0.092,0.0,0.0,0
23-18,0.092,0.0,0.0,0
23-19,0.092,0.0,0.0,0
23-20,0.091,-0.0010000000000000009,0.0,0
23-21,0.091,0.0,0.0,0
23-22,0.091,0.0,0.0,0
23-23,0.091,0.0,0.0,0
24-00,0.8420000000000001,0.7510000000000001,0.0,1
24-01,0.091,-0.7510000000000001,0.0,0
24-02,0.091,0.0,0.0,0
24-03,0.091,0.0,0.0,0
24-04,0.091,0.0,0.0,0
24-05,0.091,0.0,0.0,0
24-06,0.091,0.0,0.0,0
24-07,0.091,0.0,0.0,0
24-08,0.091,0.0,0.0,0
24-09,0.091,0.0,0.0,0
24-10,0.091,0.0,0.0,0
24-11,0.091,0.0,0.0,0
24-12,0.09,-0.0010000000000000009,0.0,0
24-13,0.091,0.0010000000000000009,0.0,0
24-14,0.09,-0.0010000000000000009,0.4,0
24-15,0.09,0.0,0.0,0
24-16,0.09,0.0,0.0,0
24-17,0.09,0.0,0.0,0
24-18,0.09,0.0,0.0,0
24-19,0.09,0.0,0.0,0
24-20,0.08900000000000001,-0.000999999999999987,0.0,0
24-21,0.08900000000000001,0.0,0.0,0
24-22,0.08900000000000001,0.0,0.0,0
24-23,0.08900000000000001,0.0,0.0,0
25-00,0.08900000000000001,0.0,0.0,0
25-01,0.08900000000000001,0.0,0.0,0
25-02,0.08900000000000001,0.0,0.0,0
25-03,0.09,0.000999999999999987,0.0,0
25-04,0.08900000000000001,-0.000999999999999987,0.0,0
25-05,0.08900000000000001,0.0,0.0,0
25-06,0.08900000000000001,0.0,0.0,0
25-07,0.08900000000000001,0.0,0.0,0
25-08,0.08900000000000001,0.0,0.0,0
25-09,0.08900000000000001,0.0,0.0,0
25-10,0.08900000000000001,0.0,0.0,0
25-11,0.08900000000000001,0.0,0.0,0
25-12,0.08900000000000001,0.0,0.0,0
25-13,0.08900000000000001,0.0,0.0,0
25-14,0.08900000000000001,0.0,0.5,0
25-15,0.08900000000000001,0.0,0.0,0
25-16,0.08900000000000001,0.0,0.0,0
25-17,0.08900000000000001,0.0,0.0,0
25-18,0.08900000000000001,0.0,0.0,0
25-19,0.08900000000000001,0.0,0.0,0
25-20,0.08900000000000001,0.0,0.0,0
25-21,0.08900000000000001,0.0,0.0,0
25-22,0.08800000000000001,-0.0010000000000000009,0.0,0
25-23,0.08900000000000001,0.0010000000000000009,0.0,0
26-00,0.08800000000000001,-0.0010000000000000009,0.0,0
26-01,0.08900000000000001,0.0010000000000000009,0.0,0
26-02,0.08800000000000001,-0.0010000000000000009,0.0,0
26-03,0.08800000000000001,0.0,0.0,0
26-04,0.08800000000000001,0.0,0.2,0
26-05,0.08800000000000001,0.0,0.0,0
26-06,0.08800000000000001,0.0,0.0,0
26-07,0.08800000000000001,0.0,0.0,0
26-08,0.08800000000000001,0.0,0.0,0
26-09,0.08800000000000001,0.0,0.0,0
26-10,0.08800000000000001,0.0,0.0,0
26-11,0.08800000000000001,0.0,0.0,0
26-12,0.08800000000000001,0.0,0.0,0
26-13,0.08800000000000001,0.0,0.0,0
26-14,0.08800000000000001,0.0,0.0,0
26-15,0.08800000000000001,0.0,0.0,0
26-16,0.08800000000000001,0.0,0.0,0
26-17,0.08800000000000001,0.0,0.0,0
