,DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
40,02-16,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.4,,0.356,0.338,,
41,02-17,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
42,02-18,,,,,,,,,,,0.357,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.357,0.338,,
43,02-19,,,,,,,,,,,0.357,,,,0.338,,,,,,,,,,,,,,,,3.5,,0.357,0.338,,
44,02-20,,,,,,,,,,,0.357,,,,0.338,,,,,,,,,,,,,,,,1.3,,0.357,0.338,,
45,02-21,,,,,,,,,,,0.356,,,,0.339,,,,,,,,,,,,,,,,17.4,,0.356,0.339,,
46,02-22,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
47,02-23,,,,,,,,,,,0.356,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.356,0.339,,
48,03-00,,,,,,,,,,,0.356,,,,0.339,,,,,,,,,,,,,,,,0.7,,0.356,0.339,,
49,03-01,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
50,03-02,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
51,03-03,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
52,03-04,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
53,03-05,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
54,03-06,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
55,03-07,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
56,03-08,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
57,03-09,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
58,03-10,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
59,03-11,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
60,03-12,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
61,03-13,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
62,03-14,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
63,03-15,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.5,,0.356,0.338,,
64,03-16,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.3,,0.356,0.338,,
65,03-17,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
66,03-18,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
67,03-19,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
68,03-20,,,,,,,,,,,0.356,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.356,0.338,,
69,03-21,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
70,03-22,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
71,03-23,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
72,04-00,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
73,04-01,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
74,04-02,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
75,04-03,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
76,04-04,,,,,,,,,,,0.356,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.356,0.337,,
77,04-05,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
78,04-06,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
79,04-07,,,,,,,,,,,0.355,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.355,0.336,,
80,04-08,,,,,,,,,,,0.355,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.355,0.336,,
81,04-09,,,,,,,,,,,0.355,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.355,0.336,,
82,04-10,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
83,04-11,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
84,04-12,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
85,04-13,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
86,04-14,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
87,04-15,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
88,04-16,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.4,,0.356,0.336,,
89,04-17,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.2,,0.356,0.336,,
90,04-18,,,,,,,,,,,0.356,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.356,0.336,,
91,04-19,,,,,,,,,,,0.357,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.357,0.336,,
92,04-20,,,,,,,,,,,0.355,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.355,0.336,,
93,04-21,,,,,,,,,,,0.355,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.355,0.336,,
94,04-22,,,,,,,,,,,0.355,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.355,0.336,,
95,04-23,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
96,05-00,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
97,05-01,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
98,05-02,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
99,05-03,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
100,05-04,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
101,05-05,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
102,05-06,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.355,0.335,,
103,05-07,,,,,,,,,,,0.356,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.356,0.335,,
104,05-08,,,,,,,,,,,0.356,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.356,0.335,,
105,05-09,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
106,05-10,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
107,05-11,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
108,05-12,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
109,05-13,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
110,05-14,,,,,,,,,,,0.357,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.357,0.336,,
111,05-15,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
112,05-16,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.4,,0.357,0.335,,
113,05-17,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.2,,0.357,0.335,,
114,05-18,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
115,05-19,,,,,,,,,,,0.355,,,,0.335,,,,,,,,,,,,,,,,0.2,,0.355,0.335,,
116,05-20,,,,,,,,,,,0.355,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.355,0.334,,
117,05-21,,,,,,,,,,,0.355,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.355,0.334,,
118,05-22,,,,,,,,,,,0.355,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.355,0.334,,
119,05-23,,,,,,,,,,,0.355,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.355,0.334,,
120,06-00,,,,,,,,,,,0.355,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.355,0.334,,
121,06-01,,,,,,,,,,,0.355,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.355,0.334,,
122,06-02,,,,,,,,,,,0.355,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.355,0.334,,
123,06-03,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
124,06-04,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
125,06-05,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
126,06-06,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
127,06-07,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
128,06-08,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
129,06-09,,,,,,,,,,,0.356,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.356,0.333,,
130,06-10,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
131,06-11,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
132,06-12,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
133,06-13,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
134,06-14,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
135,06-15,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.2,,0.355,0.333,,
136,06-16,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.3,,0.355,0.333,,
137,06-17,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
138,06-18,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
139,06-19,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
140,06-20,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
141,06-21,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
142,06-22,,,,,,,,,,,0.352,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.352,0.332,,
143,06-23,,,,,,,,,,,0.352,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.352,0.332,,
144,07-00,,,,,,,,,,,0.352,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.352,0.332,,
145,07-01,,,,,,,,,,,0.352,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.352,0.332,,
146,07-02,,,,,,,,,,,0.352,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.352,0.332,,
147,07-03,,,,,,,,,,,0.352,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.352,0.332,,
148,07-04,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
149,07-05,,,,,,,,,,,0.354,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.354,0.332,,
150,07-06,,,,,,,,,,,0.354,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.354,0.332,,
151,07-07,,,,,,,,,,,0.354,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.354,0.332,,
152,07-08,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
153,07-09,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
154,07-10,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
155,07-11,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
156,07-12,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
157,07-13,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
158,07-14,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.3,,0.353,0.332,,
159,07-15,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.2,,0.353,0.332,,
160,07-16,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.4,,0.353,0.332,,
161,07-17,,,,,,,,,,,0.353,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.353,0.332,,
162,07-18,,,,,,,,,,,0.354,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.354,0.332,,
163,07-19,,,,,,,,,,,0.354,,,,0.332,,,,,,,,,,,,,,,,0.4,,0.354,0.332,,
164,07-20,,,,,,,,,,,0.354,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.354,0.332,,
165,07-21,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
166,07-22,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
167,07-23,,,,,,,,,,,0.354,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.354,0.333,,
168,08-00,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.2,,0.355,0.333,,
169,08-01,,,,,,,,,,,0.354,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.354,0.332,,
170,08-02,,,,,,,,,,,0.355,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.355,0.333,,
171,08-03,,,,,,,,,,,0.356,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.356,0.333,,
172,08-04,,,,,,,,,,,0.357,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.357,0.333,,
173,08-05,,,,,,,,,,,0.357,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.357,0.334,,
174,08-06,,,,,,,,,,,0.358,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.358,0.335,,
175,08-07,,,,,,,,,,,0.357,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.357,0.335,,
176,08-08,,,,,,,,,,,0.358,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.358,0.334,,
177,08-09,,,,,,,,,,,0.359,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.359,0.335,,
178,08-10,,,,,,,,,,,0.359,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.359,0.335,,
179,08-11,,,,,,,,,,,0.36,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.36,0.336,,
180,08-12,,,,,,,,,,,0.359,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.359,0.337,,
181,08-13,,,,,,,,,,,0.36,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.36,0.336,,
182,08-14,,,,,,,,,,,0.36,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.36,0.337,,
183,08-15,,,,,,,,,,,0.36,,,,0.337,,,,,,,,,,,,,,,,0.3,,0.36,0.337,,
184,08-16,,,,,,,,,,,0.361,,,,0.338,,,,,,,,,,,,,,,,0.2,,0.361,0.338,,
185,08-17,,,,,,,,,,,0.362,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.362,0.338,,
186,08-18,,,,,,,,,,,0.362,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.362,0.338,,
187,08-19,,,,,,,,,,,0.362,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.362,0.338,,
188,08-20,,,,,,,,,,,0.362,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.362,0.338,,
189,08-21,,,,,,,,,,,0.362,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.362,0.338,,
190,08-22,,,,,,,,,,,0.362,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.362,0.339,,
191,08-23,,,,,,,,,,,0.362,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.362,0.339,,
192,09-00,,,,,,,,,,,0.362,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.362,0.339,,
193,09-01,,,,,,,,,,,0.362,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.362,0.339,,
194,09-02,,,,,,,,,,,0.363,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.363,0.339,,
195,09-03,,,,,,,,,,,0.363,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.363,0.34,,
196,09-04,,,,,,,,,,,0.363,,,,0.34,,,,,,,,,,,,,,,,0.3,,0.363,0.34,,
197,09-05,,,,,,,,,,,0.363,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.363,0.34,,
198,09-06,,,,,,,,,,,0.363,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.363,0.34,,
199,09-07,,,,,,,,,,,0.363,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.363,0.34,,
200,09-08,,,,,,,,,,,0.364,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.364,0.34,,
201,09-09,,,,,,,,,,,0.365,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.365,0.34,,
202,09-10,,,,,,,,,,,0.364,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.364,0.341,,
203,09-11,,,,,,,,,,,0.364,,,,0.341,,,,,,,,,,,,,,,,0.7,,0.364,0.341,,
204,09-12,,,,,,,,,,,0.364,,,,0.342,,,,,,,,,,,,,,,,0.4,,0.364,0.342,,
205,09-13,,,,,,,,,,,0.364,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.364,0.341,,
206,09-14,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.5,,0.365,0.341,,
207,09-15,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.5,,0.365,0.341,,
208,09-16,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.365,0.341,,
209,09-17,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.5,,0.365,0.341,,
210,09-18,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.3,,0.365,0.341,,
211,09-19,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.365,0.341,,
212,09-20,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.365,0.341,,
213,09-21,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.2,,0.365,0.341,,
214,09-22,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.365,0.341,,
215,09-23,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.365,0.341,,
216,10-00,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.365,0.341,,
217,10-01,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.0,,0.365,0.342,,
218,10-02,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.2,,0.365,0.342,,
219,10-03,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.2,,0.365,0.342,,
220,10-04,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.0,,0.365,0.342,,
221,10-05,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.2,,0.365,0.342,,
222,10-06,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.0,,0.365,0.342,,
223,10-07,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.2,,0.365,0.342,,
224,10-08,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.5,,0.365,0.342,,
225,10-09,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.5,,0.365,0.342,,
226,10-10,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.6,,0.365,0.342,,
227,10-11,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,1.0,,0.365,0.342,,
228,10-12,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.7,,0.365,0.342,,
229,10-13,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.0,,0.365,0.342,,
230,10-14,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.0,,0.365,0.342,,
231,10-15,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.5,,0.365,0.342,,
232,10-16,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.4,,0.365,0.342,,
233,10-17,,,,,,,,,,,0.365,,,,0.342,,,,,,,,,,,,,,,,0.3,,0.365,0.342,,
234,10-18,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.2,,0.365,0.341,,
235,10-19,,,,,,,,,,,0.365,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.365,0.341,,
236,10-20,,,,,,,,,,,0.364,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.364,0.341,,
