,DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
160,07-16,,,,0.039,,,,,,0.067,,,,0.097,0.081,,,0.106,,0.132,,,,,,0.34,,,,,0.0,0.039,0.067,0.09466666666666666,0.132,0.34
161,07-17,,,,0.038,,,,,,0.066,,,,0.096,0.084,,,0.105,,0.131,,,,,,0.34,,,,,0.0,0.038,0.066,0.09499999999999999,0.131,0.34
162,07-18,,,,0.038,,,,,,0.065,,,,0.094,0.083,,,0.104,,0.13,,,,,,0.339,,,,,0.0,0.038,0.065,0.09366666666666666,0.13,0.339
163,07-19,,,,0.037,,,,,,0.064,,,,0.094,0.082,,,0.103,,0.129,,,,,,0.339,,,,,0.0,0.037,0.064,0.09299999999999999,0.129,0.339
164,07-20,,,,0.342,,,,,,0.591,,,,0.851,0.079,,,0.103,,0.129,,,,,,0.339,,,,,0.0,0.342,0.591,0.3443333333333333,0.129,0.339
165,07-21,,,,0.036,,,,,,0.062,,,,0.843,0.08,,,0.102,,1.176,,,,,,0.339,,,,,0.0,0.036,0.062,0.3416666666666666,1.176,0.339
166,07-22,,,,0.333,,,,,,0.061,,,,0.091,0.08,,,0.101,,1.184,,,,,,3.136,,,,,0.0,0.333,0.061,0.09066666666666667,1.184,3.136
167,07-23,,,,0.036,,,,,,0.061,,,,0.09,0.079,,,0.101,,0.127,,,,,,0.339,,,,,0.0,0.036,0.061,0.09000000000000001,0.127,0.339
168,08-00,,,,0.036,,,,,,0.061,,,,0.09,0.079,,,0.101,,0.127,,,,,,0.339,,,,,0.0,0.036,0.061,0.09000000000000001,0.127,0.339
169,08-01,,,,0.036,,,,,,0.061,,,,0.824,0.08,,,0.102,,1.175,,,,,,3.127,,,,,0.0,0.036,0.061,0.3353333333333333,1.175,3.127
170,08-02,,,,0.036,,,,,,0.061,,,,0.09,0.079,,,0.102,,0.128,,,,,,0.339,,,,,0.0,0.036,0.061,0.09033333333333332,0.128,0.339
171,08-03,,,,0.036,,,,,,0.061,,,,0.833,0.08,,,0.102,,0.127,,,,,,0.339,,,,,0.0,0.036,0.061,0.3383333333333333,0.127,0.339
172,08-04,,,,0.036,,,,,,0.061,,,,0.09,0.082,,,0.102,,0.128,,,,,,0.339,,,,,0.0,0.036,0.061,0.09133333333333332,0.128,0.339
173,08-05,,,,0.036,,,,,,0.061,,,,0.85,0.082,,,0.102,,1.184,,,,,,0.339,,,,,0.0,0.036,0.061,0.3446666666666667,1.184,0.339
174,08-06,,,,0.333,,,,,,0.564,,,,0.091,0.083,,,0.103,,0.128,,,,,,3.136,,,,,0.0,0.333,0.564,0.09233333333333332,0.128,3.136
175,08-07,,,,0.036,,,,,,0.061,,,,0.091,0.082,,,0.103,,0.128,,,,,,0.339,,,,,0.0,0.036,0.061,0.09199999999999998,0.128,0.339
176,08-08,,,,0.036,,,,,,0.061,,,,0.091,0.083,,,0.103,,0.128,,,,,,0.339,,,,,0.0,0.036,0.061,0.09233333333333332,0.128,0.339
177,08-09,,,,0.036,,,,,,0.061,,,,1.61,0.083,,,0.103,,0.128,,,,,,0.339,,,,,0.0,0.036,0.061,0.5986666666666667,0.128,0.339
178,08-10,,,,0.036,,,,,,0.061,,,,0.092,0.082,,,0.103,,0.128,,,,,,0.339,,,,,0.2,0.036,0.061,0.09233333333333332,0.128,0.339
179,08-11,,,,0.333,,,,,,0.061,,,,0.86,0.081,,,0.103,,2.24,,,,,,3.145,,,,,0.0,0.333,0.061,0.348,2.24,3.145
180,08-12,,,,0.036,,,,,,0.062,,,,0.093,0.081,,,0.103,,0.128,,,,,,0.34,,,,,0.0,0.036,0.062,0.09233333333333332,0.128,0.34
181,08-13,,,,0.036,,,,,,0.061,,,,,0.081,,,0.103,,0.128,,,,,,0.339,,,,,0.0,0.036,0.061,0.092,0.128,0.339
182,08-14,,,,0.036,,,,,,0.061,,,,1.866,0.082,,,0.953,,1.175,,,,,,0.339,,,,,0.0,0.036,0.061,0.9670000000000001,1.175,0.339
183,08-15,,,,0.333,,,,,,0.061,,,,0.092,0.082,,,0.103,,1.183,,,,,,3.145,,,,,0.0,0.333,0.061,0.09233333333333332,1.183,3.145
184,08-16,,,,0.333,,,,,,0.06,,,,0.842,0.079,,,0.102,,1.182,,,,,,3.144,,,,,0.0,0.333,0.06,0.341,1.182,3.144
185,08-17,,,,0.314,,,,,,0.529,,,,0.09,0.079,,,0.101,,0.125,,,,,,3.051,,,,,0.0,0.314,0.529,0.09000000000000001,0.125,3.051
186,08-18,,,,0.035,,,,,,0.058,,,,1.54,0.08,,,0.1,,0.125,,,,,,0.339,,,,,0.0,0.035,0.058,0.5733333333333334,0.125,0.339
187,08-19,,,,0.034,,,,,,0.056,,,,0.813,0.079,,,0.099,,1.138,,,,,,0.34,,,,,0.0,0.034,0.056,0.3303333333333333,1.138,0.34
188,08-20,,,,0.034,,,,,,0.055,,,,1.456,0.078,,,0.098,,2.102,,,,,,0.339,,,,,0.0,0.034,0.055,0.544,2.102,0.339
189,08-21,,,,0.034,,,,,,0.054,,,,0.083,0.077,,,0.097,,0.122,,,,,,0.339,,,,,0.0,0.034,0.054,0.08566666666666667,0.122,0.339
190,08-22,,,,0.033,,,,,,0.053,,,,0.082,0.076,,,0.097,,0.121,,,,,,0.339,,,,,0.0,0.033,0.053,0.085,0.121,0.339
191,08-23,,,,0.032,,,,,,0.052,,,,0.081,0.076,,,0.097,,0.121,,,,,,0.339,,,,,0.0,0.032,0.052,0.08466666666666667,0.121,0.339
192,09-00,,,,0.033,,,,,,0.052,,,,0.08,0.075,,,0.096,,0.121,,,,,,0.339,,,,,0.0,0.033,0.052,0.08366666666666667,0.121,0.339
193,09-01,,,,0.032,,,,,,0.052,,,,0.08,0.078,,,0.096,,0.121,,,,,,0.339,,,,,0.0,0.032,0.052,0.08466666666666667,0.121,0.339
194,09-02,,,,0.033,,,,,,0.052,,,,,0.077,,,0.097,,0.122,,,,,,0.339,,,,,0.0,0.033,0.052,0.087,0.122,0.339
195,09-03,,,,0.305,,,,,,0.481,,,,2.94,0.077,,,,,0.122,,,,,,0.339,,,,,0.0,0.305,0.481,1.5085,0.122,0.339
196,09-04,,,,0.297,,,,,,0.489,,,,2.72,0.077,,,0.364,,3.116,,,,,,,,,,,0.0,0.297,0.489,1.053666666666667,3.116,
197,09-05,,,,0.305,,,,,,0.497,,,,1.4,0.078,,,0.898,,2.127,,,,,,3.127,,,,,0.0,0.305,0.497,0.7919999999999999,2.127,3.127
198,09-06,,,,0.032,0.018,,,,,0.052,,,,0.08,0.078,,,0.098,,0.122,,,,,,0.339,,,,,0.0,0.025,0.052,0.08533333333333333,0.122,0.339
199,09-07,,,,0.033,0.019,,,,,0.052,,,,0.08,0.078,,,0.098,,0.122,,,,,,0.339,,,,,0.0,0.026,0.052,0.08533333333333333,0.122,0.339
200,09-08,,,,0.033,0.018,,,,,0.052,,,,0.081,0.077,,,0.098,,0.122,,,,,,0.339,,,,,0.0,0.0255,0.052,0.08533333333333333,0.122,0.339
201,09-09,,,,0.033,0.018,,,,,0.052,,,,0.819,0.079,,,0.098,,1.128,,,,,,0.339,,,,,0.0,0.0255,0.052,0.332,1.128,0.339
202,09-10,,,,0.033,0.019,,,,,0.052,,,,0.081,0.081,,,0.099,,0.122,,,,,,0.339,,,,,0.0,0.026,0.052,0.08700000000000001,0.122,0.339
203,09-11,,,,0.033,0.018,,,,,0.052,,,,0.081,0.079,,,0.099,,0.122,,,,,,0.339,,,,,0.0,0.0255,0.052,0.08633333333333333,0.122,0.339
204,09-12,,,,0.033,0.018,,,,,0.052,,,,0.081,0.08,,,0.098,,0.122,,,,,,0.339,,,,,0.0,0.0255,0.052,0.08633333333333333,0.122,0.339
205,09-13,,,,0.033,0.018,,,,,0.052,,,,0.081,0.081,,,0.099,,0.122,,,,,,0.34,,,,,0.0,0.0255,0.052,0.08700000000000001,0.122,0.34
206,09-14,,,,0.033,0.018,,,,,0.052,,,,0.081,0.08,,,0.098,,0.122,,,,,,0.339,,,,,0.0,0.0255,0.052,0.08633333333333333,0.122,0.339
207,09-15,,,,0.033,0.018,,,,,0.051,,,,0.08,0.078,,,0.098,,0.121,,,,,,0.339,,,,,0.0,0.0255,0.051,0.08533333333333333,0.121,0.339
208,09-16,,,,0.032,0.018,,,,,0.05,,,,0.078,0.078,,,0.097,,0.12,,,,,,0.34,,,,,0.0,0.025,0.05,0.08433333333333333,0.12,0.34
209,09-17,,,,0.032,,,,,,0.453,,,,0.703,0.076,,,0.096,,1.093,,,,,,0.339,,,,,0.0,0.032,0.453,0.2916666666666666,1.093,0.339
210,09-18,,,,0.031,,,,,,0.048,,,,0.612,0.076,,,0.095,,1.1,,,,,,3.136,,,,,0.0,0.031,0.048,0.261,1.1,3.136
211,09-19,,,,0.287,,,,,,0.047,,,,0.064,0.074,,,0.094,,1.091,,,,,,3.127,,,,,0.0,0.287,0.047,0.07733333333333334,1.091,3.127
212,09-20,,,,0.03,,,,,,0.045,,,,0.064,0.075,,,0.093,,0.116,,,,,,0.339,,,,,0.0,0.03,0.045,0.07733333333333334,0.116,0.339
213,09-21,,,,0.03,,,,,,0.045,,,,0.063,0.074,,,0.092,,0.116,,,,,,0.339,,,,,0.0,0.03,0.045,0.07633333333333334,0.116,0.339
214,09-22,,,,0.03,,,,,,0.044,,,,0.062,0.074,,,0.091,,0.115,,,,,,0.339,,,,,0.0,0.03,0.044,0.07566666666666667,0.115,0.339
215,09-23,,,,0.03,,,,,,0.044,,,,0.061,0.073,,,0.091,,0.115,,,,,,0.338,,,,,0.0,0.03,0.044,0.075,0.115,0.338
216,10-00,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.115,,,,,,0.338,,,,,0.0,0.03,0.044,0.07566666666666667,0.115,0.338
217,10-01,,,,0.03,,,,,,0.043,,,,0.061,0.075,,,0.091,,0.115,,,,,,0.338,,,,,0.0,0.03,0.043,0.07566666666666667,0.115,0.338
218,10-02,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.115,,,,,,0.338,,,,,0.0,0.03,0.044,0.07566666666666667,0.115,0.338
219,10-03,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.116,,,,,,0.338,,,,,0.0,0.03,0.044,0.07566666666666667,0.116,0.338
220,10-04,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.116,,,,,,0.338,,,,,0.0,0.03,0.044,0.07566666666666667,0.116,0.338
221,10-05,,,,0.03,,,,,,0.044,,,,0.061,0.077,,,0.092,,0.116,,,,,,0.338,,,,,0.0,0.03,0.044,0.07666666666666667,0.116,0.338
222,10-06,,,,0.03,,,,,,0.044,,,,0.061,0.076,,,0.092,,0.116,,,,,,0.338,,,,,0.0,0.03,0.044,0.07633333333333334,0.116,0.338
223,10-07,,,,0.03,,,,,,0.044,,,,0.061,0.076,,,0.092,,0.116,,,,,,0.338,,,,,0.0,0.03,0.044,0.07633333333333334,0.116,0.338
224,10-08,,,,0.03,,,,,,0.044,,,,0.564,0.076,,,0.093,,0.117,,,,,,0.339,,,,,0.0,0.03,0.044,0.2443333333333333,0.117,0.339
225,10-09,,,,0.03,,,,,,0.044,,,,0.564,0.077,,,0.093,,0.117,,,,,,0.338,,,,,0.0,0.03,0.044,0.2446666666666666,0.117,0.338
226,10-10,,,,0.03,,,,,,0.044,,,,0.061,0.077,,,0.093,,0.117,,,,,,0.338,,,,,0.0,0.03,0.044,0.077,0.117,0.338
227,10-11,,,,0.03,,,,,,0.044,,,,0.061,0.077,,,0.093,,0.117,,,,,,0.339,,,,,0.2,0.03,0.044,0.077,0.117,0.339
228,10-12,,,,0.03,,,,,,0.044,,,,0.564,0.077,,,0.094,,0.117,,,,,,0.339,,,,,0.0,0.03,0.044,0.245,0.117,0.339
229,10-13,,,,0.03,,,,,,0.043,,,,0.061,0.077,,,0.093,,0.117,,,,,,0.338,,,,,0.0,0.03,0.043,0.077,0.117,0.338
230,10-14,,,,0.03,,,,,,0.043,,,,0.061,0.077,,,0.094,,0.117,,,,,,0.338,,,,,0.0,0.03,0.043,0.07733333333333334,0.117,0.338
231,10-15,,,,0.03,,,,,,0.043,,,,0.061,0.076,,,0.093,,0.116,,,,,,0.338,,,,,0.0,0.03,0.043,0.07666666666666667,0.116,0.338
232,10-16,,,,0.03,,,,,,0.043,,,,0.059,0.076,,,0.092,,0.115,,,,,,0.338,,,,,0.0,0.03,0.043,0.07566666666666667,0.115,0.338
233,10-17,,,,0.029,,,,,,0.041,,,,0.059,0.074,,,0.091,,0.114,,,,,,0.338,,,,,0.0,0.029,0.041,0.07466666666666667,0.114,0.338
234,10-18,,,,0.029,,,,,,0.041,,,,0.057,0.072,,,0.089,,0.113,,,,,,0.338,,,,,0.0,0.029,0.041,0.07266666666666667,0.113,0.338
235,10-19,,,,0.029,,,,,,0.039,,,,0.056,0.073,,,0.088,,0.112,,,,,,0.338,,,,,0.0,0.029,0.039,0.07233333333333333,0.112,0.338
236,10-20,,,,0.029,,,,,,0.038,,,,0.055,0.072,,,0.087,,0.111,,,,,,0.338,,,,,0.0,0.029,0.038,0.07133333333333333,0.111,0.338
237,10-21,,,,0.028,,,,,,0.038,,,,0.054,0.071,,,0.085,,0.111,,,,,,0.338,,,,,0.0,0.028,0.038,0.07,0.111,0.338
238,10-22,,,,0.028,,,,,,0.037,,,,0.053,0.069,,,0.084,,0.111,,,,,,0.338,,,,,0.0,0.028,0.037,0.06866666666666667,0.111,0.338
239,10-23,,,,0.028,,,,,,0.037,,,,0.053,0.071,,,0.083,,0.111,,,,,,0.338,,,,,0.0,0.028,0.037,0.069,0.111,0.338
240,11-00,,,,0.028,,,,,,0.037,,,,0.053,0.071,,,0.083,,0.111,,,,,,0.338,,,,,0.0,0.028,0.037,0.069,0.111,0.338
241,11-01,,,,0.029,,,,,,0.037,,,,0.052,0.071,,,0.084,,0.111,,,,,,0.337,,,,,0.0,0.029,0.037,0.069,0.111,0.337
242,11-02,,,,0.029,,,,,,0.036,,,,0.498,0.071,,,0.084,,0.111,,,,,,0.337,,,,,0.0,0.029,0.036,0.2176666666666666,0.111,0.337
243,11-03,,,,0.028,,,,,,0.037,,,,0.052,0.071,,,0.084,,0.111,,,,,,0.337,,,,,0.0,0.028,0.037,0.069,0.111,0.337
244,11-04,,,,0.028,,,,,,0.037,,,,0.927,0.072,,,0.084,,1.027,,,,,,0.338,,,,,0.0,0.028,0.037,0.361,1.027,0.338
245,11-05,,,,0.028,,,,,,0.037,,,,0.053,0.073,,,0.085,,0.111,,,,,,0.338,,,,,0.0,0.028,0.037,0.07033333333333334,0.111,0.338
246,11-06,,,,0.028,,,,,,0.037,,,,0.052,0.073,,,0.085,,0.111,,,,,,0.338,,,,,0.0,0.028,0.037,0.07,0.111,0.338
247,11-07,,,,0.028,,,,,,0.037,,,,0.053,0.074,,,0.085,,0.111,,,,,,0.337,,,,,0.0,0.028,0.037,0.07066666666666667,0.111,0.337
248,11-08,,,,0.028,,,,,,0.037,,,,0.053,0.075,,,0.085,,0.111,,,,,,0.338,,,,,0.0,0.028,0.037,0.07100000000000001,0.111,0.338
249,11-09,,,,0.028,,,,,,0.037,,,,0.053,0.074,,,0.086,,0.111,,,,,,0.337,,,,,0.0,0.028,0.037,0.071,0.111,0.337
250,11-10,,,,0.49,,,,,,0.342,,,,2.222,0.072,,,0.086,,2.875,,,,,,,,,,,0.0,0.49,0.342,0.7933333333333333,2.875,
251,11-11,,,,0.028,,,,,,0.037,,,,0.49,0.073,,,0.086,,0.112,,,,,,0.338,,,,,0.4,0.028,0.037,0.2163333333333333,0.112,0.338
252,11-12,,,,0.259,,,,,,0.326,,,,0.053,0.072,,,0.087,,0.111,,,,,,3.126,,,,,0.0,0.259,0.326,0.07066666666666667,0.111,3.126
253,11-13,,,,0.029,,,,,,0.037,,,,0.49,0.073,,,0.087,,1.036,,,,,,0.337,,,,,0.0,0.029,0.037,0.2166666666666666,1.036,0.337
254,11-14,,,,,,,,,,0.037,,,,0.481,0.073,,,0.813,,,,,,,,,,,,,0.0,,0.037,0.4556666666666667,,
255,11-15,,,,,,,,,,,,,,0.052,,,,0.086,,1.332,,,,,,4.061,,,,,0.0,,,0.06899999999999999,1.332,4.061
256,11-16,,,,0.105,,,,,,0.132,,,,0.884,0.072,,,0.769,,1.027,,,,,,0.337,,,,,0.0,0.105,0.132,0.5750000000000001,1.027,0.337
257,11-17,,,,0.027,,,,,,0.035,,,,,0.071,,,0.083,,,,,,,,3.118,,,,,0.0,0.027,0.035,0.077,,3.118
258,11-18,,,,0.241,,,,,,0.314,,,,0.995,0.069,,,0.749,,3.135,,,,,,,,,,,0.0,0.241,0.314,0.6043333333333334,3.135,
259,11-19,,,,0.026,,,,,,0.029,,,,1.227,0.068,,,0.08,,1.925,,,,,,3.126,,,,,0.0,0.026,0.029,0.4583333333333334,1.925,3.126
260,11-20,,,,0.026,,,,,,0.028,,,,,0.067,,,0.078,,0.109,,,,,,0.337,,,,,0.0,0.026,0.028,0.07250000000000001,0.109,0.337
261,11-21,,,,0.026,,,,,,0.027,,,,0.175,0.066,,,0.076,,0.108,,,,,,0.337,,,,,0.0,0.026,0.027,0.1056666666666667,0.108,0.337
262,11-22,,,,0.025,,,,,,0.026,,,,0.045,0.063,,,0.074,,0.108,,,,,,0.337,,,,,0.0,0.025,0.026,0.06066666666666667,0.108,0.337
263,11-23,,,,0.026,,,,,,0.026,,,,0.046,0.064,,,0.073,,0.108,,,,,,0.337,,,,,0.0,0.026,0.026,0.061,0.108,0.337
264,12-00,,,,0.241,,,,,,0.241,,,,0.045,0.065,,,0.073,,0.108,,,,,,3.108,,,,,0.0,0.241,0.241,0.061,0.108,3.108
265,12-01,,,,0.455,,,,,,0.241,,,,0.044,0.067,,,0.073,,0.999,,,,,,,,,,,0.0,0.455,0.241,0.06133333333333333,0.999,
266,12-02,,,,0.241,,,,,,0.241,,,,1.232,0.067,,,0.667,,0.999,,,,,,3.361,,,,,0.0,0.241,0.241,0.6553333333333333,0.999,3.361
267,12-03,,,,0.241,,,,,,0.241,,,,1.521,0.067,,,0.074,,2.782,,,,,,,,,,,0.0,0.241,0.241,0.5539999999999999,2.782,
268,12-04,,,,0.026,,,,,,0.026,,,,0.787,0.067,,,0.668,,1.008,,,,,,3.109,,,,,0.0,0.026,0.026,0.5073333333333334,1.008,3.109
269,12-05,,,,0.241,,,,,,0.241,,,,0.045,0.066,,,,,0.109,,,,,,3.108,,,,,0.0,0.241,0.241,0.0555,0.109,3.108
270,12-06,,,,0.026,,,,,,0.026,,,,0.044,0.069,,,0.281,,0.109,,,,,,0.337,,,,,0.0,0.026,0.026,0.1313333333333333,0.109,0.337
271,12-07,,,,0.026,,,,,,0.026,,,,1.504,0.07,,,0.075,,1.908,,,,,,3.117,,,,,0.0,0.026,0.026,0.5496666666666666,1.908,3.117
272,12-08,,,,0.241,,,,,,0.241,,,,0.767,0.07,,,0.076,,1.017,,,,,,3.117,,,,,0.0,0.241,0.241,0.3043333333333333,1.017,3.117
273,12-09,,,,0.026,,,,,,0.026,,,,0.779,0.069,,,0.076,,1.017,,,,,,0.336,,,,,0.3,0.026,0.026,0.308,1.017,0.336
274,12-10,,,,0.026,,,,,,0.027,,,,0.783,0.069,,,0.076,,0.109,,,,,,0.336,,,,,0.0,0.026,0.027,0.3093333333333333,0.109,0.336
275,12-11,,,,0.026,,,,,,0.026,,,,0.408,0.07,,,0.076,,1.009,,,,,,0.336,,,,,0.0,0.026,0.026,0.1846666666666666,1.009,0.336
276,12-12,,,,0.026,,,,,,0.026,,,,0.045,0.07,,,0.077,,0.11,,,,,,0.336,,,,,0.0,0.026,0.026,0.064,0.11,0.336
277,12-13,,,,0.026,,,,,,0.026,,,,0.044,0.069,,,0.077,,0.11,,,,,,0.336,,,,,0.0,0.026,0.026,0.06333333333333334,0.11,0.336
278,12-14,,,,0.241,,,,,,0.241,,,,0.045,0.07,,,0.076,,0.11,,,,,,3.109,,,,,0.0,0.241,0.241,0.06366666666666666,0.11,3.109
279,12-15,,,,0.026,,,,,,0.026,,,,1.142,0.07,,,0.076,,1.008,,,,,,0.336,,,,,0.0,0.026,0.026,0.4293333333333333,1.008,0.336
280,12-16,,,,0.025,,,,,,0.026,,,,0.449,0.069,,,0.073,,1.008,,,,,,0.336,,,,,0.0,0.025,0.026,0.197,1.008,0.336
281,12-17,,,,0.026,,,,,,0.026,,,,0.042,0.066,,,0.072,,0.108,,,,,,0.336,,,,,0.0,0.026,0.026,0.06,0.108,0.336
282,12-18,,,,0.236,,,,,,0.241,,,,0.397,0.065,,,0.648,,0.108,,,,,,3.108,,,,,0.0,0.236,0.241,0.3700000000000001,0.108,3.108
283,12-19,,,,0.23,,,,,,0.026,,,,0.042,0.065,,,0.07,,0.969,,,,,,3.007,,,,,0.0,0.23,0.026,0.059,0.969,3.007
284,12-20,,,,0.02,,,,,,0.026,,,,0.717,0.063,,,0.069,,1.872,,,,,,0.335,,,,,0.0,0.02,0.026,0.283,1.872,0.335
285,12-21,,,,0.019,,,,,,0.26,,,,0.769,0.062,,,0.067,,0.107,,,,,,0.335,,,,,0.0,0.019,0.26,0.2993333333333333,0.107,0.335
286,12-22,,,,0.018,,,,,,0.025,,,,0.039,0.062,,,0.067,,0.106,,,,,,0.335,,,,,0.0,0.018,0.025,0.056,0.106,0.335
287,12-23,,,,0.018,,,,,,0.025,,,,0.039,0.064,,,0.066,,0.106,,,,,,0.335,,,,,0.0,0.018,0.025,0.05633333333333334,0.106,0.335
288,13-00,,,,0.018,,,,,,0.026,,,,0.69,0.061,,,0.066,,0.106,,,,,,0.335,,,,,0.0,0.018,0.026,0.2723333333333333,0.106,0.335
289,13-01,,,,0.019,,,,,,0.025,,,,0.039,0.06,,,0.066,,0.107,,,,,,0.335,,,,,0.0,0.019,0.025,0.055,0.107,0.335
290,13-02,,,,0.018,,,,,,0.025,,,,0.352,0.06,,,0.066,,0.106,,,,,,0.334,,,,,0.0,0.018,0.025,0.1593333333333333,0.106,0.334
291,13-03,,,,0.019,,,,,,0.025,,,,0.039,0.062,,,0.066,,0.107,,,,,,0.334,,,,,0.0,0.019,0.025,0.05566666666666667,0.107,0.334
292,13-04,,,,0.018,,,,,,0.025,,,,0.666,0.065,,,0.067,,1.872,,,,,,3.09,,,,,0.0,0.018,0.025,0.266,1.872,3.09
293,13-05,,,,0.02,,,,,,0.025,,,,0.352,0.063,,,0.067,,0.107,,,,,,0.335,,,,,0.0,0.02,0.025,0.1606666666666667,0.107,0.335
294,13-06,,,,0.172,,,,,,0.484,,,,0.039,0.064,,,0.661,,0.107,,,,,,3.098,,,,,0.0,0.172,0.484,0.2546666666666667,0.107,3.098
295,13-07,,,,0.366,,,,,,0.232,,,,0.699,0.065,,,0.067,,0.998,,,,,,,,,,,0.0,0.366,0.232,0.277,0.998,
296,13-08,,,,0.02,,,,,,0.025,,,,0.979,0.064,,,0.067,,0.99,,,,,,0.334,,,,,0.0,0.02,0.025,0.3699999999999999,0.99,0.334
297,13-09,,,,0.02,,,,,,0.025,,,,0.657,0.066,,,0.628,,1.881,,,,,,3.098,,,,,0.0,0.02,0.025,0.4503333333333333,1.881,3.098
298,13-10,,,,0.161,,,,,,0.24,,,,0.69,0.066,,,0.068,,0.107,,,,,,3.098,,,,,0.0,0.161,0.24,0.2746666666666667,0.107,3.098
299,13-11,,,,0.226,,,,,,0.24,,,,0.657,0.068,,,0.068,,0.107,,,,,,3.089,,,,,0.0,0.226,0.24,0.2643333333333334,0.107,3.089
300,13-12,,,,0.022,,,,,,0.025,,,,,0.068,,,0.068,,1.89,,,,,,,,,,,0.0,0.022,0.025,0.068,1.89,
301,13-13,,,,0.229,,,,,,0.24,,,,1.117,0.066,,,0.068,,2.764,,,,,,,,,,,0.0,0.229,0.24,0.417,2.764,
302,13-14,,,,0.021,,,,,,0.025,,,,0.352,0.067,,,0.629,,1.07,,,,,,3.081,,,,,0.0,0.021,0.025,0.3493333333333333,1.07,3.081
303,13-15,,,,0.018,,,,,,0.025,,,,0.335,0.065,,,0.068,,0.99,,,,,,0.333,,,,,0.0,0.018,0.025,0.156,0.99,0.333
304,13-16,,,,0.017,,,,,,0.025,,,,0.342,0.063,,,0.066,,0.107,,,,,,0.333,,,,,0.0,0.017,0.025,0.157,0.107,0.333
305,13-17,,,,0.017,,,,,,0.024,,,,0.342,,,,0.065,,0.981,,,,,,3.08,,,,,0.0,0.017,0.024,0.2035,0.981,3.08
306,13-18,,,,0.016,,,,,,0.024,,,,0.333,0.061,,,0.063,,0.106,,,,,,0.333,,,,,0.0,0.016,0.024,0.1523333333333333,0.106,0.333
307,13-19,,,,0.016,,,,,,0.024,,,,0.893,0.059,,,0.062,,0.98,,,,,,0.333,,,,,0.0,0.016,0.024,0.338,0.98,0.333
308,13-20,,,,0.016,,,,,,,,,,0.035,0.058,,,1.058,,0.105,,,,,,0.332,,,,,0.0,0.016,,0.3836666666666667,0.105,0.332
309,13-21,,,,0.169,,,,,,0.279,,,,0.035,0.058,,,0.546,,0.105,,,,,,0.332,,,,,0.0,0.169,0.279,0.213,0.105,0.332
310,13-22,,,,0.148,,,,,,0.023,,,,0.034,0.057,,,0.059,,0.971,,,,,,3.071,,,,,0.0,0.148,0.023,0.05,0.971,3.071
311,13-23,,,,0.016,,,,,,0.023,,,,0.033,0.058,,,0.059,,0.105,,,,,,0.332,,,,,0.0,0.016,0.023,0.05,0.105,0.332
312,14-00,,,,0.016,,,,,,0.023,,,,0.033,0.057,,,0.058,,0.105,,,,,,0.331,,,,,0.0,0.016,0.023,0.04933333333333333,0.105,0.331
313,14-01,,,,0.016,,,,,,0.023,,,,,0.058,,,0.059,,0.105,,,,,,0.332,,,,,0.0,0.016,0.023,0.0585,0.105,0.332
314,14-02,,,,0.016,,,,,,0.023,,,,0.128,0.059,,,0.059,,0.105,,,,,,0.331,,,,,0.0,0.016,0.023,0.082,0.105,0.331
315,14-03,,,,0.016,,,,,,0.023,,,,,0.058,,,0.059,,0.971,,,,,,3.062,,,,,0.0,0.016,0.023,0.0585,0.971,3.062
316,14-04,,,,0.016,,,,,,0.023,,,,0.251,0.058,,,0.059,,0.98,,,,,,3.07,,,,,0.0,0.016,0.023,0.1226666666666667,0.98,3.07
317,14-05,,,,0.16,,,,,,0.023,,,,0.297,0.057,,,0.059,,1.995,,,,,,,,,,,0.0,0.16,0.023,0.1376666666666667,1.995,
318,14-06,,,,0.148,,,,,,0.213,,,,0.866,0.058,,,0.546,,2.721,,,,,,0.33,,,,,0.0,0.148,0.213,0.49,2.721,0.33
319,14-07,,,,,,,,,,,,,,0.857,0.06,,,0.059,,0.106,,,,,,,,,,,0.0,,,0.3253333333333333,0.106,
320,14-08,,,,0.06,,,,,,0.086,,,,0.032,0.059,,,0.059,,0.106,,,,,,1.234,,,,,0.0,0.06,0.086,0.05,0.106,1.234
321,14-09,,,,0.016,,,,,,0.023,,,,0.034,0.057,,,0.06,,0.106,,,,,,0.33,,,,,0.0,0.016,0.023,0.05033333333333333,0.106,0.33
322,14-10,,,,0.144,,,,,,0.023,,,,,0.062,,,0.06,,1.826,,,,,,2.954,,,,,0.0,0.144,0.023,0.061,1.826,2.954
323,14-11,,,,0.016,,,,,,0.023,,,,0.928,0.06,,,0.06,,0.981,,,,,,3.044,,,,,0.0,0.016,0.023,0.3493333333333333,0.981,3.044
