,DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
26,02-02,,,,0.041,,,,,,0.017,,,,,0.068,,,0.139,,0.574,,,,,,0.192,,,,,0.0,0.041,0.017,0.1035,0.574,0.192
27,02-03,,,,0.041,,,,,,0.017,,,,0.195,0.069,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.041,0.017,0.09333333333333334,0.063,0.191
28,02-04,,,,0.041,,,,,,0.017,,,,0.052,0.069,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.041,0.017,0.04566666666666667,0.063,0.191
29,02-05,,,,0.447,,,,,,0.17,,,,0.051,0.068,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.447,0.17,0.04500000000000001,0.063,0.191
30,02-06,,,,0.041,,,,,,0.017,,,,0.051,0.067,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.041,0.017,0.04466666666666667,0.063,0.191
31,02-07,,,,0.041,,,,,,0.017,,,,0.051,0.066,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.041,0.017,0.04433333333333334,0.063,0.191
32,02-08,,,,0.041,,,,,,0.017,,,,0.051,0.066,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.041,0.017,0.04433333333333334,0.063,0.191
33,02-09,,,,0.041,,,,,,0.017,,,,0.051,0.067,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.041,0.017,0.04466666666666667,0.063,0.191
34,02-10,,,,0.041,,,,,,0.017,,,,0.051,0.067,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.041,0.017,0.04466666666666667,0.063,0.191
35,02-11,,,,0.041,,,,,,0.017,,,,0.051,0.068,,,0.016,,0.063,,,,,,0.191,,,,,0.3,0.041,0.017,0.04500000000000001,0.063,0.191
36,02-12,,,,0.04,,,,,,0.017,,,,0.051,0.067,,,0.016,,0.063,,,,,,0.191,,,,,0.0,0.04,0.017,0.04466666666666667,0.063,0.191
37,02-13,,,,0.041,,,,,,0.017,,,,0.05,0.065,,,0.016,,0.064,,,,,,0.19,,,,,0.0,0.041,0.017,0.04366666666666667,0.064,0.19
38,02-14,,,,0.04,,,,,,0.017,,,,0.05,0.066,,,0.016,,0.063,,,,,,0.19,,,,,0.0,0.04,0.017,0.044,0.063,0.19
39,02-15,,,,0.04,,,,,,0.017,,,,0.05,0.065,,,0.016,,0.063,,,,,,0.19,,,,,0.0,0.04,0.017,0.04366666666666667,0.063,0.19
40,02-16,,,,0.039,,,,,,0.017,,,,0.049,0.065,,,0.016,,0.063,,,,,,0.189,,,,,0.0,0.039,0.017,0.04333333333333333,0.063,0.189
41,02-17,,,,0.039,,,,,,0.017,,,,0.048,0.063,,,0.015,,0.062,,,,,,0.188,,,,,0.0,0.039,0.017,0.042,0.062,0.188
42,02-18,,,,0.038,,,,,,0.017,,,,0.047,0.062,,,0.015,,0.061,,,,,,0.188,,,,,0.0,0.038,0.017,0.04133333333333333,0.061,0.188
43,02-19,,,,0.038,,,,,,0.017,,,,0.046,0.058,,,0.015,,0.06,,,,,,0.187,,,,,0.0,0.038,0.017,0.03966666666666667,0.06,0.187
44,02-20,,,,0.037,,,,,,0.017,,,,0.045,0.057,,,0.015,,0.06,,,,,,0.186,,,,,0.4,0.037,0.017,0.039,0.06,0.186
45,02-21,,,,0.036,,,,,,0.017,,,,0.044,0.057,,,0.015,,0.059,,,,,,0.186,,,,,0.0,0.036,0.017,0.03866666666666667,0.059,0.186
46,02-22,,,,0.036,,,,,,0.017,,,,0.044,0.057,,,0.015,,0.059,,,,,,0.185,,,,,0.0,0.036,0.017,0.03866666666666667,0.059,0.185
47,02-23,,,,0.036,,,,,,0.017,,,,0.043,0.055,,,0.015,,0.059,,,,,,0.185,,,,,0.0,0.036,0.017,0.03766666666666667,0.059,0.185
48,03-00,,,,0.035,,,,,,0.017,,,,0.043,0.056,,,0.015,,0.059,,,,,,0.185,,,,,0.0,0.035,0.017,0.038,0.059,0.185
49,03-01,,,,0.035,,,,,,0.017,,,,0.043,0.056,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.038,0.059,0.184
50,03-02,,,,0.035,,,,,,0.017,,,,0.043,0.056,,,0.015,,0.059,,,,,,0.185,,,,,0.0,0.035,0.017,0.038,0.059,0.185
51,03-03,,,,0.035,,,,,,0.017,,,,0.043,0.057,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.03833333333333334,0.059,0.184
52,03-04,,,,0.035,,,,,,0.017,,,,0.043,0.057,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.03833333333333334,0.059,0.184
53,03-05,,,,0.035,,,,,,0.017,,,,0.042,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.03733333333333334,0.059,0.184
54,03-06,,,,0.035,,,,,,0.017,,,,0.043,0.054,,,0.015,,0.059,,,,,,0.185,,,,,0.0,0.035,0.017,0.03733333333333334,0.059,0.185
55,03-07,,,,0.035,,,,,,0.017,,,,0.043,0.054,,,0.016,,0.059,,,,,,0.185,,,,,0.0,0.035,0.017,0.03766666666666667,0.059,0.185
56,03-08,,,,0.035,,,,,,0.017,,,,0.043,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.03766666666666667,0.059,0.184
57,03-09,,,,0.035,,,,,,0.017,,,,0.042,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.03733333333333334,0.059,0.184
58,03-10,,,,0.035,,,,,,0.017,,,,0.042,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.03733333333333334,0.059,0.184
59,03-11,,,,0.035,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0.3,0.035,0.017,0.037,0.059,0.184
60,03-12,,,,0.035,,,,,,0.017,,,,0.042,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0.3,0.035,0.017,0.03733333333333334,0.059,0.184
61,03-13,,,,0.035,,,,,,0.017,,,,0.042,0.054,,,0.016,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.03733333333333334,0.059,0.184
62,03-14,,,,0.035,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.035,0.017,0.037,0.059,0.184
63,03-15,,,,0.034,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.034,0.017,0.037,0.059,0.184
64,03-16,,,,0.034,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0.0,0.034,0.017,0.037,0.059,0.184
65,03-17,,,,0.033,,,,,,0.017,,,,0.04,0.052,,,0.015,,0.058,,,,,,0.183,,,,,0.0,0.033,0.017,0.03566666666666667,0.058,0.183
66,03-18,,,,0.032,,,,,,0.017,,,,0.04,0.051,,,0.015,,0.057,,,,,,0.182,,,,,0.0,0.032,0.017,0.03533333333333333,0.057,0.182
67,03-19,,,,0.032,,,,,,0.017,,,,0.039,0.05,,,0.015,,0.056,,,,,,0.181,,,,,0.0,0.032,0.017,0.03466666666666667,0.056,0.181
68,03-20,,,,0.031,,,,,,0.017,,,,0.038,0.048,,,0.015,,0.056,,,,,,0.181,,,,,0.0,0.031,0.017,0.03366666666666666,0.056,0.181
69,03-21,,,,0.03,,,,,,0.017,,,,0.038,0.046,,,0.015,,0.055,,,,,,0.18,,,,,0.0,0.03,0.017,0.03299999999999999,0.055,0.18
70,03-22,,,,0.029,,,,,,0.017,,,,0.037,0.043,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03166666666666666,0.054,0.179
71,03-23,,,,0.029,,,,,,0.017,,,,0.037,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03299999999999999,0.054,0.179
72,04-00,,,,0.029,,,,,,0.017,,,,0.036,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03266666666666666,0.054,0.179
73,04-01,,,,0.029,,,,,,0.017,,,,0.037,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0.3,0.029,0.017,0.03266666666666666,0.054,0.179
74,04-02,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03233333333333333,0.054,0.179
75,04-03,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03233333333333333,0.054,0.179
76,04-04,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03233333333333333,0.054,0.179
77,04-05,,,,0.029,,,,,,0.017,,,,0.036,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03266666666666666,0.054,0.179
78,04-06,,,,0.028,,,,,,0.017,,,,0.035,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.028,0.017,0.03233333333333333,0.054,0.179
79,04-07,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.029,0.017,0.03233333333333333,0.054,0.179
80,04-08,,,,0.028,,,,,,0.017,,,,0.036,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0.0,0.028,0.017,0.03199999999999999,0.054,0.178
81,04-09,,,,0.028,,,,,,0.017,,,,0.036,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0.0,0.028,0.017,0.03199999999999999,0.054,0.178
82,04-10,,,,0.028,,,,,,0.017,,,,0.036,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.028,0.017,0.03266666666666666,0.054,0.179
83,04-11,,,,0.028,,,,,,0.017,,,,0.035,0.046,,,0.015,,0.054,,,,,,0.178,,,,,0.0,0.028,0.017,0.032,0.054,0.178
84,04-12,,,,0.028,,,,,,0.017,,,,0.036,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0.0,0.028,0.017,0.03199999999999999,0.054,0.178
85,04-13,,,,0.028,,,,,,0.017,,,,0.035,0.044,,,0.015,,0.054,,,,,,0.179,,,,,0.3,0.028,0.017,0.03133333333333333,0.054,0.179
86,04-14,,,,0.028,,,,,,0.017,,,,0.035,0.044,,,0.015,,0.054,,,,,,0.179,,,,,0.0,0.028,0.017,0.03133333333333333,0.054,0.179
87,04-15,,,,0.028,,,,,,0.017,,,,0.035,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0.0,0.028,0.017,0.03166666666666667,0.054,0.178
88,04-16,,,,0.027,,,,,,0.017,,,,0.035,0.044,,,0.015,,0.054,,,,,,0.178,,,,,0.0,0.027,0.017,0.03133333333333333,0.054,0.178
89,04-17,,,,0.026,,,,,,0.017,,,,0.034,0.043,,,0.015,,0.053,,,,,,0.177,,,,,0.0,0.026,0.017,0.03066666666666666,0.053,0.177
90,04-18,,,,0.026,,,,,,0.017,,,,0.03,0.041,,,0.015,,0.052,,,,,,0.176,,,,,0.0,0.026,0.017,0.02866666666666667,0.052,0.176
91,04-19,,,,0.026,,,,,,0.017,,,,0.024,0.039,,,0.015,,0.051,,,,,,0.175,,,,,0.0,0.026,0.017,0.026,0.051,0.175
92,04-20,,,,0.023,,,,,,0.017,,,,0.02,0.04,,,0.015,,0.05,,,,,,0.175,,,,,0.0,0.023,0.017,0.025,0.05,0.175
93,04-21,,,,0.018,,,,,,0.017,,,,0.02,0.04,,,0.014,,0.049,,,,,,0.175,,,,,0.0,0.018,0.017,0.02466666666666667,0.049,0.175
94,04-22,,,,0.018,,,,,,0.017,,,,0.02,0.038,,,0.015,,0.049,,,,,,0.174,,,,,0.0,0.018,0.017,0.02433333333333333,0.049,0.174
95,04-23,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.014,,0.049,,,,,,0.173,,,,,0.0,0.016,0.017,0.02333333333333333,0.049,0.173
96,05-00,,,,0.016,,,,,,0.017,,,,0.02,0.039,,,0.015,,0.048,,,,,,0.173,,,,,0.0,0.016,0.017,0.02466666666666667,0.048,0.173
97,05-01,,,,0.016,,,,,,0.017,,,,0.02,0.038,,,0.015,,0.048,,,,,,0.173,,,,,0.0,0.016,0.017,0.02433333333333333,0.048,0.173
98,05-02,,,,0.017,,,,,,0.017,,,,0.02,0.035,,,0.015,,0.048,,,,,,0.173,,,,,0.0,0.017,0.017,0.02333333333333333,0.048,0.173
99,05-03,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.014,,0.048,,,,,,0.173,,,,,0.0,0.016,0.017,0.02333333333333333,0.048,0.173
100,05-04,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.015,,0.048,,,,,,0.173,,,,,0.0,0.016,0.017,0.02366666666666667,0.048,0.173
101,05-05,,,,0.016,,,,,,0.017,,,,0.02,0.038,,,0.015,,0.048,,,,,,0.173,,,,,0.0,0.016,0.017,0.02433333333333333,0.048,0.173
102,05-06,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.015,,0.049,,,,,,0.173,,,,,0.0,0.016,0.017,0.024,0.049,0.173
103,05-07,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.014,,0.048,,,,,,0.173,,,,,0.0,0.016,0.017,0.02366666666666667,0.048,0.173
104,05-08,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.015,,0.049,,,,,,0.173,,,,,0.0,0.016,0.017,0.024,0.049,0.173
105,05-09,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.014,,0.048,,,,,,0.173,,,,,0.0,0.016,0.017,0.02333333333333333,0.048,0.173
106,05-10,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.014,,0.049,,,,,,0.173,,,,,10.9,0.016,0.017,0.02366666666666667,0.049,0.173
107,05-11,,,,0.033,,,,,,0.017,,,,0.102,0.112,,,0.015,,0.048,,,,,,0.173,,,,,8.3,0.033,0.017,0.07633333333333332,0.048,0.173
108,05-12,,,,0.07,,,,,,0.06,,,,0.177,0.147,,,0.015,,0.049,,,,,,0.173,,,,,0.3,0.07,0.06,0.113,0.049,0.173
109,05-13,,,,0.074,,,,,,0.071,,,,0.18,0.141,,,0.015,,0.049,,,,,,0.173,,,,,4.0,0.074,0.071,0.112,0.049,0.173
110,05-14,,,,0.077,,,,,,0.082,,,,0.183,0.144,,,0.015,,0.049,,,,,,0.173,,,,,0.7,0.077,0.082,0.114,0.049,0.173
111,05-15,,,,0.089,,,,,,0.098,,,,,0.203,,,0.023,,,,,,,,0.173,,,,,21.2,0.089,0.098,0.113,,0.173
112,05-16,,,,0.139,,,,,,0.167,,,,0.872,0.208,,,0.074,,0.292,,,,,,0.173,,,,,1.3,0.139,0.167,0.3846666666666667,0.292,0.173
113,05-17,,,,0.135,,,,,,0.162,,,,0.207,0.172,,,0.089,,0.112,,,,,,0.173,,,,,0.0,0.135,0.162,0.156,0.112,0.173
114,05-18,,,,0.133,,,,,,0.153,,,,0.195,0.152,,,0.088,,0.126,,,,,,0.173,,,,,0.0,0.133,0.153,0.145,0.126,0.173
115,05-19,,,,0.131,,,,,,0.148,,,,1.713,0.139,,,0.091,,0.135,,,,,,0.173,,,,,0.0,0.131,0.148,0.6476666666666667,0.135,0.173
116,05-20,,,,0.129,,,,,,0.146,,,,0.182,0.129,,,0.093,,0.139,,,,,,0.174,,,,,0.0,0.129,0.146,0.1346666666666667,0.139,0.174
117,05-21,,,,0.127,,,,,,0.145,,,,0.179,0.121,,,0.097,,0.139,,,,,,0.174,,,,,0.0,0.127,0.145,0.1323333333333333,0.139,0.174
118,05-22,,,,0.125,,,,,,0.143,,,,0.174,0.117,,,0.099,,0.138,,,,,,0.174,,,,,0.0,0.125,0.143,0.13,0.138,0.174
119,05-23,,,,0.124,,,,,,0.142,,,,0.17,0.113,,,0.101,,0.138,,,,,,0.175,,,,,0.0,0.124,0.142,0.128,0.138,0.175
120,06-00,,,,0.122,,,,,,0.14,,,,1.544,0.111,,,0.103,,0.137,,,,,,0.175,,,,,0.3,0.122,0.14,0.586,0.137,0.175
121,06-01,,,,0.121,,,,,,0.139,,,,0.162,0.109,,,0.104,,0.136,,,,,,0.175,,,,,0.0,0.121,0.139,0.125,0.136,0.175
122,06-02,,,,0.12,,,,,,0.138,,,,0.159,0.107,,,0.105,,0.135,,,,,,0.176,,,,,0.0,0.12,0.138,0.1236666666666667,0.135,0.176
123,06-03,,,,0.119,,,,,,0.137,,,,0.156,0.105,,,0.106,,0.134,,,,,,0.177,,,,,0.0,0.119,0.137,0.1223333333333333,0.134,0.177
124,06-04,,,,0.118,,,,,,0.136,,,,0.153,0.104,,,0.107,,0.133,,,,,,0.177,,,,,0.0,0.118,0.136,0.1213333333333333,0.133,0.177
125,06-05,,,,0.117,,,,,,0.134,,,,0.148,0.102,,,0.107,,0.132,,,,,,0.177,,,,,0.0,0.117,0.134,0.119,0.132,0.177
126,06-06,,,,0.115,,,,,,0.133,,,,0.145,0.101,,,0.108,,0.131,,,,,,0.178,,,,,0.0,0.115,0.133,0.118,0.131,0.178
127,06-07,,,,0.115,,,,,,0.132,,,,0.142,0.1,,,0.108,,0.131,,,,,,0.179,,,,,0.0,0.115,0.132,0.1166666666666667,0.131,0.179
128,06-08,,,,0.114,,,,,,0.131,,,,0.141,0.099,,,0.109,,0.129,,,,,,0.178,,,,,0.0,0.114,0.131,0.1163333333333333,0.129,0.178
129,06-09,,,,0.113,,,,,,0.13,,,,0.14,0.098,,,0.109,,0.128,,,,,,0.178,,,,,0.0,0.113,0.13,0.1156666666666667,0.128,0.178
130,06-10,,,,0.112,,,,,,0.129,,,,0.139,0.097,,,0.109,,0.128,,,,,,0.179,,,,,0.0,0.112,0.129,0.115,0.128,0.179
131,06-11,,,,0.111,,,,,,0.128,,,,0.138,0.095,,,0.109,,0.126,,,,,,0.179,,,,,0.0,0.111,0.128,0.114,0.126,0.179
132,06-12,,,,0.11,,,,,,0.127,,,,0.138,0.096,,,0.109,,0.126,,,,,,0.179,,,,,0.0,0.11,0.127,0.1143333333333333,0.126,0.179
133,06-13,,,,0.109,,,,,,0.127,,,,0.137,0.096,,,0.109,,0.125,,,,,,0.18,,,,,0.0,0.109,0.127,0.114,0.125,0.18
134,06-14,,,,0.109,,,,,,0.126,,,,0.136,0.095,,,0.109,,0.124,,,,,,0.18,,,,,0.0,0.109,0.126,0.1133333333333333,0.124,0.18
135,06-15,,,,0.107,,,,,,0.125,,,,0.135,0.092,,,0.108,,0.123,,,,,,0.18,,,,,0.0,0.107,0.125,0.1116666666666667,0.123,0.18
136,06-16,,,,0.106,,,,,,0.123,,,,0.133,0.093,,,0.108,,0.122,,,,,,0.18,,,,,0.0,0.106,0.123,0.1113333333333333,0.122,0.18
137,06-17,,,,0.105,,,,,,0.122,,,,0.132,0.092,,,0.108,,0.12,,,,,,0.18,,,,,0.0,0.105,0.122,0.1106666666666667,0.12,0.18
138,06-18,,,,0.104,,,,,,0.12,,,,0.13,0.089,,,0.108,,0.119,,,,,,0.18,,,,,0.0,0.104,0.12,0.109,0.119,0.18
139,06-19,,,,0.103,,,,,,0.119,,,,0.129,0.09,,,0.107,,0.118,,,,,,0.18,,,,,0.0,0.103,0.119,0.1086666666666667,0.118,0.18
140,06-20,,,,0.103,,,,,,0.118,,,,0.127,0.088,,,0.107,,0.116,,,,,,0.18,,,,,0.0,0.103,0.118,0.1073333333333333,0.116,0.18
141,06-21,,,,0.103,,,,,,0.115,,,,0.126,0.087,,,0.106,,0.114,,,,,,0.181,,,,,0.0,0.103,0.115,0.1063333333333333,0.114,0.181
142,06-22,,,,0.102,,,,,,0.112,,,,0.124,0.087,,,0.106,,0.113,,,,,,0.181,,,,,0.0,0.102,0.112,0.1056666666666667,0.113,0.181
143,06-23,,,,0.102,,,,,,0.112,,,,0.123,0.088,,,0.106,,0.112,,,,,,0.181,,,,,0.0,0.102,0.112,0.1056666666666667,0.112,0.181
144,07-00,,,,0.102,,,,,,0.111,,,,0.123,0.086,,,0.106,,0.111,,,,,,0.181,,,,,0.2,0.102,0.111,0.105,0.111,0.181
145,07-01,,,,0.102,,,,,,0.111,,,,0.122,0.086,,,0.106,,0.111,,,,,,0.182,,,,,0.0,0.102,0.111,0.1046666666666667,0.111,0.182
146,07-02,,,,0.102,,,,,,0.111,,,,0.12,0.086,,,0.106,,0.111,,,,,,0.182,,,,,0.0,0.102,0.111,0.104,0.111,0.182
147,07-03,,,,0.101,,,,,,0.111,,,,0.119,0.084,,,0.106,,0.111,,,,,,0.182,,,,,0.0,0.101,0.111,0.103,0.111,0.182
148,07-04,,,,0.101,,,,,,0.111,,,,0.12,0.084,,,0.105,,0.11,,,,,,0.182,,,,,0.0,0.101,0.111,0.103,0.11,0.182
149,07-05,,,,0.101,,,,,,0.11,,,,0.118,0.082,,,0.105,,0.11,,,,,,0.182,,,,,0.0,0.101,0.11,0.1016666666666667,0.11,0.182
150,07-06,,,,0.101,,,,,,0.11,,,,0.118,0.084,,,0.105,,0.11,,,,,,0.182,,,,,0.0,0.101,0.11,0.1023333333333333,0.11,0.182
151,07-07,,,,0.101,,,,,,0.11,,,,0.118,0.084,,,0.105,,0.11,,,,,,0.183,,,,,0.0,0.101,0.11,0.1023333333333333,0.11,0.183
152,07-08,,,,0.1,,,,,,0.11,,,,0.117,0.085,,,0.105,,0.109,,,,,,0.183,,,,,0.0,0.1,0.11,0.1023333333333333,0.109,0.183
153,07-09,,,,0.101,,,,,,0.11,,,,0.117,0.082,,,0.105,,0.109,,,,,,0.184,,,,,0.0,0.101,0.11,0.1013333333333333,0.109,0.184
154,07-10,,,,0.1,,,,,,0.109,,,,0.115,0.083,,,0.104,,0.109,,,,,,0.184,,,,,0.0,0.1,0.109,0.1006666666666667,0.109,0.184
155,07-11,,,,0.1,,,,,,0.109,,,,0.115,0.084,,,0.105,,0.108,,,,,,0.184,,,,,0.0,0.1,0.109,0.1013333333333333,0.108,0.184
156,07-12,,,,0.1,,,,,,0.109,,,,0.115,0.082,,,0.105,,0.108,,,,,,0.184,,,,,0.0,0.1,0.109,0.1006666666666667,0.108,0.184
157,07-13,,,,0.099,,,,,,0.108,,,,0.114,0.083,,,0.104,,0.108,,,,,,0.184,,,,,0.0,0.099,0.108,0.1003333333333333,0.108,0.184
158,07-14,,,,0.1,,,,,,0.108,,,,0.113,0.082,,,0.104,,0.108,,,,,,0.184,,,,,0.0,0.1,0.108,0.09966666666666667,0.108,0.184
