,DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
84,04-12,,,,,,,,,,,0.378,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.378,0.336,,
85,04-13,,,,,,,,,,,0.377,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.377,0.336,,
86,04-14,,,,,,,,,,,0.378,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.378,0.336,,
87,04-15,,,,,,,,,,,0.379,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.379,0.336,,
88,04-16,,,,,,,,,,,0.379,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.379,0.336,,
89,04-17,,,,,,,,,,,0.379,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.379,0.336,,
90,04-18,,,,,,,,,,,0.38,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.38,0.337,,
91,04-19,,,,,,,,,,,0.38,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.38,0.337,,
92,04-20,,,,,,,,,,,0.38,,,,0.338,,,,,,,,,,,,,,,,0.5,,0.38,0.338,,
93,04-21,,,,,,,,,,,0.38,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.38,0.338,,
94,04-22,,,,,,,,,,,0.38,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.38,0.338,,
95,04-23,,,,,,,,,,,0.38,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.38,0.338,,
96,05-00,,,,,,,,,,,0.38,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.38,0.338,,
97,05-01,,,,,,,,,,,0.38,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.38,0.338,,
98,05-02,,,,,,,,,,,0.381,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.381,0.338,,
99,05-03,,,,,,,,,,,0.381,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.381,0.339,,
100,05-04,,,,,,,,,,,0.381,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.381,0.338,,
101,05-05,,,,,,,,,,,0.381,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.381,0.339,,
102,05-06,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
103,05-07,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
104,05-08,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
105,05-09,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
106,05-10,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
107,05-11,,,,,,,,,,,0.383,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.383,0.34,,
108,05-12,,,,,,,,,,,0.383,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.383,0.34,,
109,05-13,,,,,,,,,,,0.383,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.383,0.34,,
110,05-14,,,,,,,,,,,0.384,,,,0.34,,,,,,,,,,,,,,,,0.2,,0.384,0.34,,
111,05-15,,,,,,,,,,,0.384,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.384,0.341,,
112,05-16,,,,,,,,,,,0.384,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.384,0.341,,
113,05-17,,,,,,,,,,,0.384,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.384,0.341,,
114,05-18,,,,,,,,,,,0.384,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.384,0.341,,
115,05-19,,,,,,,,,,,0.383,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.383,0.341,,
116,05-20,,,,,,,,,,,0.383,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.383,0.341,,
117,05-21,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
118,05-22,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
119,05-23,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
120,06-00,,,,,,,,,,,0.382,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.382,0.339,,
121,06-01,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
122,06-02,,,,,,,,,,,0.382,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.382,0.339,,
123,06-03,,,,,,,,,,,0.382,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.382,0.339,,
124,06-04,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
125,06-05,,,,,,,,,,,0.383,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.383,0.34,,
126,06-06,,,,,,,,,,,0.383,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.383,0.34,,
127,06-07,,,,,,,,,,,0.383,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.383,0.34,,
128,06-08,,,,,,,,,,,0.384,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.384,0.34,,
129,06-09,,,,,,,,,,,0.384,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.384,0.341,,
130,06-10,,,,,,,,,,,0.384,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.384,0.341,,
131,06-11,,,,,,,,,,,0.385,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.385,0.341,,
132,06-12,,,,,,,,,,,0.385,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.385,0.341,,
133,06-13,,,,,,,,,,,0.385,,,,0.34,,,,,,,,,,,,,,,,0.3,,0.385,0.34,,
134,06-14,,,,,,,,,,,0.385,,,,0.34,,,,,,,,,,,,,,,,0.5,,0.385,0.34,,
135,06-15,,,,,,,,,,,0.385,,,,0.34,,,,,,,,,,,,,,,,0.2,,0.385,0.34,,
136,06-16,,,,,,,,,,,0.385,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.385,0.34,,
137,06-17,,,,,,,,,,,0.385,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.385,0.34,,
138,06-18,,,,,,,,,,,0.385,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.385,0.341,,
139,06-19,,,,,,,,,,,0.384,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.384,0.341,,
140,06-20,,,,,,,,,,,0.383,,,,0.341,,,,,,,,,,,,,,,,0.0,,0.383,0.341,,
141,06-21,,,,,,,,,,,0.383,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.383,0.34,,
142,06-22,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
143,06-23,,,,,,,,,,,0.382,,,,0.34,,,,,,,,,,,,,,,,0.0,,0.382,0.34,,
144,07-00,,,,,,,,,,,0.382,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.382,0.339,,
145,07-01,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
146,07-02,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
147,07-03,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
148,07-04,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
149,07-05,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
150,07-06,,,,,,,,,,,0.383,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.383,0.338,,
151,07-07,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
152,07-08,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
153,07-09,,,,,,,,,,,0.383,,,,0.339,,,,,,,,,,,,,,,,0.0,,0.383,0.339,,
154,07-10,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
155,07-11,,,,,,,,,,,0.383,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.383,0.338,,
156,07-12,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
157,07-13,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
158,07-14,,,,,,,,,,,0.383,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.383,0.338,,
159,07-15,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
160,07-16,,,,,,,,,,,0.383,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.383,0.338,,
161,07-17,,,,,,,,,,,0.383,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.383,0.338,,
162,07-18,,,,,,,,,,,0.382,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.382,0.338,,
163,07-19,,,,,,,,,,,0.381,,,,0.338,,,,,,,,,,,,,,,,0.0,,0.381,0.338,,
164,07-20,,,,,,,,,,,0.381,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.381,0.337,,
165,07-21,,,,,,,,,,,0.38,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.38,0.337,,
166,07-22,,,,,,,,,,,0.38,,,,0.337,,,,,,,,,,,,,,,,0.0,,0.38,0.337,,
167,07-23,,,,,,,,,,,0.379,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.379,0.336,,
168,08-00,,,,,,,,,,,0.379,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.379,0.336,,
169,08-01,,,,,,,,,,,0.38,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.38,0.336,,
170,08-02,,,,,,,,,,,0.38,,,,0.336,,,,,,,,,,,,,,,,0.0,,0.38,0.336,,
171,08-03,,,,,,,,,,,0.38,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.38,0.335,,
172,08-04,,,,,,,,,,,0.38,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.38,0.335,,
173,08-05,,,,,,,,,,,0.38,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.38,0.334,,
174,08-06,,,,,,,,,,,0.38,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.38,0.334,,
175,08-07,,,,,,,,,,,0.38,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.38,0.334,,
176,08-08,,,,,,,,,,,0.38,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.38,0.335,,
177,08-09,,,,,,,,,,,0.38,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.38,0.335,,
178,08-10,,,,,,,,,,,0.38,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.38,0.335,,
179,08-11,,,,,,,,,,,0.38,,,,0.335,,,,,,,,,,,,,,,,0.2,,0.38,0.335,,
180,08-12,,,,,,,,,,,0.38,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.38,0.334,,
181,08-13,,,,,,,,,,,0.379,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.379,0.335,,
182,08-14,,,,,,,,,,,0.38,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.38,0.335,,
183,08-15,,,,,,,,,,,0.379,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.379,0.334,,
184,08-16,,,,,,,,,,,0.379,,,,0.335,,,,,,,,,,,,,,,,0.0,,0.379,0.335,,
185,08-17,,,,,,,,,,,0.378,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.378,0.334,,
186,08-18,,,,,,,,,,,0.378,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.378,0.333,,
187,08-19,,,,,,,,,,,0.378,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.378,0.333,,
188,08-20,,,,,,,,,,,0.377,,,,0.334,,,,,,,,,,,,,,,,0.0,,0.377,0.334,,
189,08-21,,,,,,,,,,,0.377,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.377,0.333,,
190,08-22,,,,,,,,,,,0.376,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.376,0.333,,
191,08-23,,,,,,,,,,,0.376,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.376,0.333,,
192,09-00,,,,,,,,,,,0.376,,,,0.333,,,,,,,,,,,,,,,,0.0,,0.376,0.333,,
193,09-01,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
194,09-02,,,,,,,,,,,0.376,,,,0.331,,,,,,,,,,,,,,,,0.0,,0.376,0.331,,
195,09-03,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
196,09-04,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
197,09-05,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
198,09-06,,,,,,,,,,,0.376,,,,0.331,,,,,,,,,,,,,,,,0.0,,0.376,0.331,,
199,09-07,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
200,09-08,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
201,09-09,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
202,09-10,,,,,,,,,,,0.376,,,,0.331,,,,,,,,,,,,,,,,0.0,,0.376,0.331,,
203,09-11,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
204,09-12,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
205,09-13,,,,,,,,,,,0.376,,,,0.331,,,,,,,,,,,,,,,,0.0,,0.376,0.331,,
206,09-14,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
207,09-15,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
208,09-16,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
209,09-17,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
210,09-18,,,,,,,,,,,0.376,,,,0.332,,,,,,,,,,,,,,,,0.0,,0.376,0.332,,
211,09-19,,,,,,,,,,,0.376,,,,0.331,,,,,,,,,,,,,,,,0.0,,0.376,0.331,,
212,09-20,,,,,,,,,,,0.375,,,,0.331,,,,,,,,,,,,,,,,0.0,,0.375,0.331,,
213,09-21,,,,,,,,,,,0.375,,,,0.331,,,,,,,,,,,,,,,,0.0,,0.375,0.331,,
214,09-22,,,,,,,,,,,0.374,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.374,0.33,,
215,09-23,,,,,,,,,,,0.374,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.374,0.329,,
216,10-00,,,,,,,,,,,0.374,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.374,0.329,,
217,10-01,,,,,,,,,,,0.374,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.374,0.33,,
218,10-02,,,,,,,,,,,0.374,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.374,0.329,,
219,10-03,,,,,,,,,,,0.374,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.374,0.329,,
220,10-04,,,,,,,,,,,0.374,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.374,0.33,,
221,10-05,,,,,,,,,,,0.374,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.374,0.33,,
222,10-06,,,,,,,,,,,0.374,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.374,0.329,,
223,10-07,,,,,,,,,,,0.374,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.374,0.33,,
224,10-08,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
225,10-09,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
226,10-10,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
227,10-11,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
228,10-12,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
229,10-13,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
230,10-14,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
231,10-15,,,,,,,,,,,0.375,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.375,0.33,,
232,10-16,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
233,10-17,,,,,,,,,,,0.375,,,,0.329,,,,,,,,,,,,,,,,0.0,,0.375,0.329,,
234,10-18,,,,,,,,,,,0.375,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.375,0.33,,
235,10-19,,,,,,,,,,,0.374,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.374,0.33,,
236,10-20,,,,,,,,,,,0.374,,,,0.33,,,,,,,,,,,,,,,,0.0,,0.374,0.33,,
