,DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
30,02-06,,,,0.432,0.44,,,,,0.475,0.394,,,0.442,0.337,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.436,0.4345,0.4113333333333333,0.398,0.377
31,02-07,,,,0.433,0.441,,,,,0.476,0.393,,,0.442,0.337,,,0.456,,0.398,,,,,,0.377,,,,,0.0,0.437,0.4345,0.4116666666666667,0.398,0.377
32,02-08,,,,0.433,0.441,,,,,0.476,0.393,,,0.443,0.337,,,0.456,,0.398,,,,,,0.378,,,,,0.0,0.437,0.4345,0.412,0.398,0.378
33,02-09,,,,0.433,0.441,,,,,0.476,0.393,,,0.441,0.337,,,0.457,,0.397,,,,,,0.377,,,,,0.0,0.437,0.4345,0.4116666666666667,0.397,0.377
34,02-10,,,,0.433,0.441,,,,,0.476,0.393,,,0.442,0.337,,,0.457,,0.398,,,,,,0.377,,,,,0.0,0.437,0.4345,0.412,0.398,0.377
35,02-11,,,,0.433,0.441,,,,,0.476,0.393,,,0.443,0.337,,,0.457,,0.398,,,,,,0.377,,,,,0.0,0.437,0.4345,0.4123333333333334,0.398,0.377
36,02-12,,,,0.434,0.441,,,,,0.477,0.395,,,0.442,0.338,,,0.456,,0.398,,,,,,0.378,,,,,0.0,0.4375,0.436,0.412,0.398,0.378
37,02-13,,,,0.434,0.441,,,,,0.476,0.395,,,0.443,0.338,,,0.457,,0.398,,,,,,0.377,,,,,0.0,0.4375,0.4355,0.4126666666666667,0.398,0.377
38,02-14,,,,0.433,0.441,,,,,0.477,0.395,,,0.443,0.338,,,0.457,,0.398,,,,,,0.377,,,,,0.0,0.437,0.436,0.4126666666666667,0.398,0.377
39,02-15,,,,0.433,0.441,,,,,0.477,0.395,,,0.444,0.338,,,0.457,,0.398,,,,,,0.378,,,,,0.0,0.437,0.436,0.413,0.398,0.378
40,02-16,,,,0.431,0.441,,,,,0.477,0.395,,,0.444,0.338,,,0.457,,0.398,,,,,,0.378,,,,,0.0,0.436,0.436,0.413,0.398,0.378
41,02-17,,,,0.429,0.44,,,,,0.476,0.394,,,0.443,0.338,,,0.457,,0.398,,,,,,0.377,,,,,0.0,0.4345,0.435,0.4126666666666667,0.398,0.377
42,02-18,,,,0.427,0.439,,,,,0.476,0.393,,,0.443,0.338,,,0.457,,0.398,,,,,,0.377,,,,,0.0,0.433,0.4345,0.4126666666666667,0.398,0.377
43,02-19,,,,0.426,0.439,,,,,0.475,0.394,,,0.443,0.337,,,0.458,,0.399,,,,,,0.377,,,,,0.0,0.4325,0.4345,0.4126666666666667,0.399,0.377
44,02-20,,,,0.425,0.438,,,,,0.473,0.393,,,0.443,0.337,,,0.458,,0.398,,,,,,0.377,,,,,0.0,0.4315,0.433,0.4126666666666667,0.398,0.377
45,02-21,,,,0.423,0.438,,,,,0.473,0.393,,,0.442,0.336,,,0.456,,0.399,,,,,,0.377,,,,,0.0,0.4305,0.433,0.4113333333333333,0.399,0.377
46,02-22,,,,0.422,0.437,,,,,0.473,0.392,,,0.441,0.336,,,0.456,,0.398,,,,,,0.377,,,,,0.0,0.4295,0.4325,0.411,0.398,0.377
47,02-23,,,,0.423,0.438,,,,,0.471,0.392,,,0.441,0.336,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.4305,0.4315,0.4106666666666667,0.398,0.377
48,03-00,,,,0.423,0.437,,,,,0.47,0.392,,,0.442,0.335,,,0.455,,0.399,,,,,,0.377,,,,,0.0,0.43,0.431,0.4106666666666667,0.399,0.377
49,03-01,,,,0.423,0.438,,,,,0.469,0.392,,,0.441,0.335,,,0.455,,0.399,,,,,,0.377,,,,,0.0,0.4305,0.4305,0.4103333333333334,0.399,0.377
50,03-02,,,,0.424,0.438,,,,,0.469,0.392,,,0.441,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.431,0.4305,0.4103333333333334,0.398,0.377
51,03-03,,,,0.424,0.438,,,,,0.469,0.392,,,0.441,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.431,0.4305,0.4103333333333334,0.398,0.377
52,03-04,,,,0.425,0.439,,,,,0.469,0.393,,,0.441,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.432,0.431,0.4103333333333334,0.398,0.377
53,03-05,,,,0.425,0.439,,,,,0.469,0.393,,,0.441,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.432,0.431,0.4103333333333334,0.398,0.377
54,03-06,,,,0.427,0.439,,,,,0.47,0.393,,,0.441,0.335,,,0.456,,0.399,,,,,,0.377,,,,,0.0,0.433,0.4315,0.4106666666666667,0.399,0.377
55,03-07,,,,0.425,0.438,,,,,0.47,0.393,,,0.44,0.335,,,0.454,,0.398,,,,,,0.377,,,,,0.0,0.4315,0.4315,0.4096666666666667,0.398,0.377
56,03-08,,,,0.427,0.438,,,,,0.469,0.393,,,0.44,0.335,,,0.454,,0.398,,,,,,0.377,,,,,0.0,0.4325,0.431,0.4096666666666667,0.398,0.377
57,03-09,,,,0.425,0.438,,,,,0.469,0.392,,,0.44,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.4315,0.4305,0.41,0.398,0.377
58,03-10,,,,0.426,0.439,,,,,0.47,0.392,,,0.441,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.4325,0.431,0.4103333333333334,0.398,0.377
59,03-11,,,,0.425,0.439,,,,,0.469,0.392,,,0.44,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.432,0.4305,0.41,0.398,0.377
60,03-12,,,,0.426,0.438,,,,,0.47,0.392,,,0.441,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.432,0.431,0.4103333333333334,0.398,0.377
61,03-13,,,,0.425,0.439,,,,,0.47,0.393,,,0.44,0.335,,,0.454,,0.398,,,,,,0.377,,,,,0.0,0.432,0.4315,0.4096666666666667,0.398,0.377
62,03-14,,,,0.425,0.439,,,,,0.47,0.393,,,0.44,0.335,,,0.456,,0.398,,,,,,0.377,,,,,0.0,0.432,0.4315,0.4103333333333334,0.398,0.377
63,03-15,,,,0.425,0.439,,,,,0.469,0.394,,,0.44,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.432,0.4315,0.41,0.398,0.377
64,03-16,,,,0.426,0.439,,,,,0.47,0.393,,,0.441,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.4325,0.4315,0.4103333333333334,0.398,0.377
65,03-17,,,,0.424,0.439,,,,,0.468,0.392,,,0.44,0.335,,,0.456,,0.398,,,,,,0.377,,,,,0.0,0.4315,0.43,0.4103333333333334,0.398,0.377
66,03-18,,,,0.423,0.439,,,,,0.469,0.392,,,0.44,0.335,,,0.454,,0.398,,,,,,0.377,,,,,0.0,0.431,0.4305,0.4096666666666667,0.398,0.377
67,03-19,,,,0.423,0.439,,,,,0.469,0.392,,,0.44,0.335,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.431,0.4305,0.41,0.398,0.377
68,03-20,,,,0.423,0.438,,,,,0.468,0.392,,,0.439,0.334,,,0.455,,0.398,,,,,,0.377,,,,,0.0,0.4305,0.43,0.4093333333333333,0.398,0.377
69,03-21,,,,0.422,0.438,,,,,0.468,0.392,,,0.439,0.334,,,0.454,,0.398,,,,,,0.377,,,,,0.0,0.43,0.43,0.409,0.398,0.377
70,03-22,,,,0.422,0.438,,,,,0.469,0.392,,,0.44,0.334,,,0.453,,0.398,,,,,,0.376,,,,,0.0,0.43,0.4305,0.409,0.398,0.376
71,03-23,,,,0.423,0.438,,,,,0.469,0.392,,,0.44,0.334,,,0.453,,0.398,,,,,,0.377,,,,,1.2,0.4305,0.4305,0.409,0.398,0.377
72,04-00,,,,0.424,0.438,,,,,0.469,0.392,,,0.44,0.334,,,0.453,,0.398,,,,,,0.377,,,,,0.0,0.431,0.4305,0.409,0.398,0.377
73,04-01,,,,0.423,0.438,,,,,0.468,0.392,,,0.438,0.334,,,0.453,,0.397,,,,,,0.377,,,,,0.0,0.4305,0.43,0.4083333333333334,0.397,0.377
74,04-02,,,,0.423,0.438,,,,,0.468,0.392,,,0.439,0.334,,,0.453,,0.397,,,,,,0.376,,,,,0.0,0.4305,0.43,0.4086666666666667,0.397,0.376
75,04-03,,,,0.423,0.438,,,,,0.469,0.392,,,0.439,0.334,,,0.453,,0.397,,,,,,0.376,,,,,0.0,0.4305,0.4305,0.4086666666666667,0.397,0.376
76,04-04,,,,0.423,0.438,,,,,0.467,0.392,,,0.439,0.334,,,0.453,,0.398,,,,,,0.377,,,,,0.0,0.4305,0.4295,0.4086666666666667,0.398,0.377
77,04-05,,,,0.423,0.438,,,,,0.469,0.392,,,0.438,0.334,,,0.453,,0.398,,,,,,0.376,,,,,0.0,0.4305,0.4305,0.4083333333333334,0.398,0.376
78,04-06,,,,0.424,0.438,,,,,0.469,0.392,,,0.439,0.334,,,0.452,,0.397,,,,,,0.376,,,,,0.0,0.431,0.4305,0.4083333333333334,0.397,0.376
79,04-07,,,,0.423,0.438,,,,,0.467,0.392,,,0.438,0.334,,,0.453,,0.397,,,,,,0.376,,,,,0.0,0.4305,0.4295,0.4083333333333334,0.397,0.376
80,04-08,,,,0.423,0.438,,,,,0.468,0.392,,,0.438,0.334,,,0.452,,0.398,,,,,,0.376,,,,,0.0,0.4305,0.43,0.408,0.398,0.376
81,04-09,,,,0.423,0.438,,,,,0.468,0.393,,,0.438,0.334,,,0.452,,0.398,,,,,,0.376,,,,,0.0,0.4305,0.4305,0.408,0.398,0.376
82,04-10,,,,0.424,0.438,,,,,0.469,0.393,,,0.439,0.334,,,0.452,,0.397,,,,,,0.376,,,,,0.0,0.431,0.431,0.4083333333333334,0.397,0.376
83,04-11,,,,0.422,0.437,,,,,0.469,0.393,,,0.438,0.334,,,0.451,,0.397,,,,,,0.376,,,,,0.0,0.4295,0.431,0.4076666666666667,0.397,0.376
84,04-12,,,,0.423,0.437,,,,,0.467,0.393,,,0.438,0.334,,,0.451,,0.397,,,,,,0.376,,,,,0.0,0.43,0.43,0.4076666666666667,0.397,0.376
85,04-13,,,,0.421,0.437,,,,,0.467,0.393,,,0.437,0.334,,,0.451,,0.397,,,,,,0.376,,,,,0.0,0.429,0.43,0.4073333333333333,0.397,0.376
86,04-14,,,,0.422,0.438,,,,,0.467,0.393,,,0.437,0.333,,,0.453,,0.397,,,,,,0.376,,,,,0.0,0.43,0.43,0.4076666666666667,0.397,0.376
87,04-15,,,,0.422,0.438,,,,,0.467,0.394,,,0.437,0.333,,,0.452,,0.397,,,,,,0.376,,,,,0.6,0.43,0.4305,0.4073333333333333,0.397,0.376
88,04-16,,,,0.423,0.438,,,,,0.466,0.394,,,0.437,0.333,,,0.452,,0.397,,,,,,0.376,,,,,0.2,0.4305,0.43,0.4073333333333333,0.397,0.376
89,04-17,,,,0.422,0.438,,,,,0.467,0.394,,,0.437,0.333,,,0.452,,0.397,,,,,,0.376,,,,,0.0,0.43,0.4305,0.4073333333333333,0.397,0.376
90,04-18,,,,0.421,0.438,,,,,0.466,0.393,,,0.437,0.333,,,0.451,,0.397,,,,,,0.376,,,,,0.0,0.4295,0.4295,0.407,0.397,0.376
91,04-19,,,,0.42,0.437,,,,,0.466,0.393,,,0.436,0.333,,,0.451,,0.397,,,,,,0.376,,,,,0.0,0.4285,0.4295,0.4066666666666667,0.397,0.376
92,04-20,,,,0.419,0.437,,,,,0.465,0.393,,,0.437,0.333,,,0.451,,0.397,,,,,,0.376,,,,,0.0,0.428,0.429,0.407,0.397,0.376
93,04-21,,,,0.417,0.438,,,,,0.464,0.393,,,0.436,0.332,,,0.451,,0.397,,,,,,0.376,,,,,0.0,0.4275,0.4285,0.4063333333333334,0.397,0.376
94,04-22,,,,0.417,0.437,,,,,0.464,0.391,,,0.438,0.332,,,0.451,,0.396,,,,,,0.376,,,,,0.0,0.427,0.4275,0.407,0.396,0.376
95,04-23,,,,0.417,0.437,,,,,0.464,0.391,,,0.436,0.332,,,0.45,,0.397,,,,,,0.376,,,,,0.0,0.427,0.4275,0.406,0.397,0.376
96,05-00,,,,0.416,0.437,,,,,0.463,0.391,,,0.435,0.332,,,0.45,,0.397,,,,,,0.376,,,,,0.0,0.4265,0.427,0.4056666666666667,0.397,0.376
97,05-01,,,,0.417,0.437,,,,,0.463,0.392,,,0.435,0.331,,,0.449,,0.396,,,,,,0.376,,,,,0.0,0.427,0.4275,0.405,0.396,0.376
98,05-02,,,,0.418,0.438,,,,,0.462,0.392,,,0.435,0.331,,,0.449,,0.397,,,,,,0.376,,,,,0.0,0.428,0.427,0.405,0.397,0.376
99,05-03,,,,0.419,0.437,,,,,0.463,0.391,,,0.434,0.331,,,0.447,,0.396,,,,,,0.376,,,,,0.0,0.428,0.427,0.404,0.396,0.376
100,05-04,,,,0.42,0.437,,,,,0.463,0.391,,,0.434,0.331,,,0.447,,0.396,,,,,,0.376,,,,,0.0,0.4285,0.427,0.404,0.396,0.376
101,05-05,,,,0.419,0.437,,,,,0.463,0.392,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0.0,0.428,0.4275,0.4043333333333334,0.396,0.376
102,05-06,,,,0.418,0.437,,,,,0.464,0.392,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0.0,0.4275,0.428,0.4043333333333334,0.396,0.376
103,05-07,,,,0.419,0.437,,,,,0.463,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0.0,0.428,0.428,0.4043333333333334,0.396,0.376
104,05-08,,,,0.419,0.437,,,,,0.463,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0.0,0.428,0.428,0.4043333333333334,0.396,0.376
105,05-09,,,,0.42,0.437,,,,,0.464,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0.0,0.4285,0.4285,0.4043333333333334,0.396,0.376
106,05-10,,,,0.42,0.437,,,,,0.464,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0.0,0.4285,0.4285,0.4043333333333334,0.396,0.376
107,05-11,,,,0.419,0.437,,,,,0.464,0.393,,,0.435,0.331,,,0.447,,0.396,,,,,,0.375,,,,,0.0,0.428,0.4285,0.4043333333333334,0.396,0.375
108,05-12,,,,0.419,0.437,,,,,0.464,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0.0,0.428,0.4285,0.4043333333333334,0.396,0.375
109,05-13,,,,0.42,0.437,,,,,0.464,0.393,,,0.435,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0.0,0.4285,0.4285,0.4046666666666667,0.396,0.376
110,05-14,,,,0.416,0.437,,,,,0.463,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0.0,0.4265,0.428,0.4043333333333334,0.396,0.375
111,05-15,,,,0.414,0.437,,,,,0.463,0.393,,,0.435,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0.0,0.4255,0.428,0.4046666666666667,0.396,0.375
112,05-16,,,,0.414,0.437,,,,,0.464,0.393,,,0.435,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0.0,0.4255,0.4285,0.4046666666666667,0.396,0.375
113,05-17,,,,0.412,0.436,,,,,0.463,0.393,,,0.434,0.331,,,0.449,,0.395,,,,,,0.375,,,,,0.0,0.424,0.428,0.4046666666666667,0.395,0.375
114,05-18,,,,0.411,0.436,,,,,0.462,0.393,,,0.434,0.331,,,0.447,,0.396,,,,,,0.375,,,,,0.0,0.4235,0.4275,0.404,0.396,0.375
115,05-19,,,,0.409,0.436,,,,,0.461,0.392,,,0.434,0.33,,,0.447,,0.396,,,,,,0.375,,,,,0.0,0.4225,0.4265,0.4036666666666667,0.396,0.375
116,05-20,,,,0.408,0.435,,,,,0.461,0.392,,,0.433,0.33,,,0.447,,0.396,,,,,,0.375,,,,,0.0,0.4215,0.4265,0.4033333333333333,0.396,0.375
117,05-21,,,,0.407,0.435,,,,,0.46,0.392,,,0.433,0.329,,,0.446,,0.395,,,,,,0.375,,,,,0.0,0.421,0.426,0.4026666666666667,0.395,0.375
118,05-22,,,,0.407,0.435,,,,,0.46,0.392,,,0.431,0.329,,,0.445,,0.395,,,,,,0.375,,,,,0.0,0.421,0.426,0.4016666666666667,0.395,0.375
119,05-23,,,,0.409,0.435,,,,,0.46,0.392,,,0.431,0.329,,,0.444,,0.396,,,,,,0.375,,,,,0.0,0.422,0.426,0.4013333333333333,0.396,0.375
120,06-00,,,,0.409,0.435,,,,,0.459,0.392,,,0.432,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.422,0.4255,0.4013333333333333,0.395,0.375
121,06-01,,,,0.408,0.434,,,,,0.459,0.392,,,0.431,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.421,0.4255,0.401,0.395,0.375
122,06-02,,,,0.407,0.435,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.421,0.4255,0.4006666666666667,0.395,0.375
123,06-03,,,,0.41,0.435,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.4225,0.4255,0.4006666666666667,0.395,0.375
124,06-04,,,,0.409,0.436,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.4225,0.4255,0.4006666666666667,0.395,0.375
125,06-05,,,,0.409,0.436,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.4225,0.4255,0.4006666666666667,0.395,0.375
126,06-06,,,,0.41,0.436,,,,,0.459,0.392,,,0.431,0.328,,,0.444,,0.396,,,,,,0.375,,,,,0.0,0.423,0.4255,0.401,0.396,0.375
127,06-07,,,,0.41,0.436,,,,,0.46,0.392,,,0.432,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.423,0.426,0.4013333333333333,0.395,0.375
128,06-08,,,,0.41,0.436,,,,,0.46,0.392,,,0.432,0.328,,,0.444,,0.394,,,,,,0.375,,,,,0.0,0.423,0.426,0.4013333333333333,0.394,0.375
129,06-09,,,,0.411,0.436,,,,,0.46,0.392,,,0.431,0.328,,,0.443,,0.395,,,,,,0.375,,,,,0.0,0.4235,0.426,0.4006666666666667,0.395,0.375
130,06-10,,,,0.411,0.436,,,,,0.46,0.392,,,0.432,0.328,,,0.444,,0.395,,,,,,0.374,,,,,0.0,0.4235,0.426,0.4013333333333333,0.395,0.374
131,06-11,,,,0.411,0.436,,,,,0.46,0.393,,,0.432,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0.0,0.4235,0.4265,0.4013333333333333,0.395,0.375
132,06-12,,,,0.412,0.436,,,,,0.461,0.393,,,0.432,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0.0,0.424,0.427,0.4013333333333333,0.395,0.375
133,06-13,,,,0.411,0.436,,,,,0.46,0.393,,,0.432,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0.0,0.4235,0.4265,0.4013333333333333,0.395,0.375
134,06-14,,,,0.41,0.436,,,,,0.46,0.393,,,0.433,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0.0,0.423,0.4265,0.4016666666666667,0.395,0.375
135,06-15,,,,0.411,0.436,,,,,0.46,0.393,,,0.433,0.329,,,0.444,,0.395,,,,,,0.375,,,,,0.0,0.4235,0.4265,0.402,0.395,0.375
136,06-16,,,,0.41,0.436,,,,,0.461,0.393,,,0.433,0.329,,,0.443,,0.394,,,,,,0.375,,,,,0.0,0.423,0.427,0.4016666666666667,0.394,0.375
137,06-17,,,,0.408,0.436,,,,,0.46,0.393,,,0.432,0.328,,,0.444,,0.394,,,,,,0.375,,,,,0.0,0.422,0.4265,0.4013333333333333,0.394,0.375
138,06-18,,,,0.407,0.435,,,,,0.459,0.393,,,0.432,0.328,,,0.443,,0.395,,,,,,0.374,,,,,0.0,0.421,0.426,0.401,0.395,0.374
139,06-19,,,,0.407,0.435,,,,,0.458,0.392,,,0.431,0.328,,,0.443,,0.395,,,,,,0.374,,,,,0.0,0.421,0.425,0.4006666666666667,0.395,0.374
140,06-20,,,,0.404,0.435,,,,,0.458,0.392,,,0.432,0.327,,,0.442,,0.395,,,,,,0.374,,,,,0.0,0.4195,0.425,0.4003333333333334,0.395,0.374
141,06-21,,,,0.404,0.434,,,,,0.457,0.392,,,0.431,0.327,,,0.442,,0.395,,,,,,0.374,,,,,0.0,0.419,0.4245,0.4,0.395,0.374
142,06-22,,,,0.404,0.434,,,,,0.454,0.392,,,0.431,0.327,,,0.442,,0.394,,,,,,0.374,,,,,0.0,0.419,0.423,0.4,0.394,0.374
143,06-23,,,,0.404,0.434,,,,,0.451,0.392,,,0.431,0.326,,,0.442,,0.394,,,,,,0.374,,,,,0.0,0.419,0.4215,0.3996666666666667,0.394,0.374
144,07-00,,,,0.404,0.434,,,,,0.451,0.392,,,0.432,0.326,,,0.441,,0.394,,,,,,0.374,,,,,0.0,0.419,0.4215,0.3996666666666667,0.394,0.374
145,07-01,,,,0.405,0.434,,,,,0.451,0.392,,,0.43,0.326,,,0.44,,0.395,,,,,,0.375,,,,,0.0,0.4195,0.4215,0.3986666666666667,0.395,0.375
146,07-02,,,,0.404,0.435,,,,,0.452,0.392,,,0.431,0.326,,,0.44,,0.394,,,,,,0.374,,,,,0.0,0.4195,0.422,0.399,0.394,0.374
