DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
08-05,,,,0.036,,,,,,0.061,,,,0.85,0.082,,,0.102,,1.184,,,,,,0.339,,,,,0,0.036,0.061,0.344666667,1.184,0.339
08-06,,,,0.333,,,,,,0.564,,,,0.091,0.083,,,0.103,,0.128,,,,,,3.136,,,,,0,0.333,0.564,0.092333333,0.128,3.136
08-07,,,,0.036,,,,,,0.061,,,,0.091,0.082,,,0.103,,0.128,,,,,,0.339,,,,,0,0.036,0.061,0.092,0.128,0.339
08-08,,,,0.036,,,,,,0.061,,,,0.091,0.083,,,0.103,,0.128,,,,,,0.339,,,,,0,0.036,0.061,0.092333333,0.128,0.339
08-09,,,,0.036,,,,,,0.061,,,,1.61,0.083,,,0.103,,0.128,,,,,,0.339,,,,,0,0.036,0.061,0.598666667,0.128,0.339
08-10,,,,0.036,,,,,,0.061,,,,0.092,0.082,,,0.103,,0.128,,,,,,0.339,,,,,0.2,0.036,0.061,0.092333333,0.128,0.339
08-11,,,,0.333,,,,,,0.061,,,,0.86,0.081,,,0.103,,2.24,,,,,,3.145,,,,,0,0.333,0.061,0.348,2.24,3.145
08-12,,,,0.036,,,,,,0.062,,,,0.093,0.081,,,0.103,,0.128,,,,,,0.34,,,,,0,0.036,0.062,0.092333333,0.128,0.34
08-13,,,,0.036,,,,,,0.061,,,,,0.081,,,0.103,,0.128,,,,,,0.339,,,,,0,0.036,0.061,0.092,0.128,0.339
08-14,,,,0.036,,,,,,0.061,,,,1.866,0.082,,,0.953,,1.175,,,,,,0.339,,,,,0,0.036,0.061,0.967,1.175,0.339
08-15,,,,0.333,,,,,,0.061,,,,0.092,0.082,,,0.103,,1.183,,,,,,3.145,,,,,0,0.333,0.061,0.092333333,1.183,3.145
08-16,,,,0.333,,,,,,0.06,,,,0.842,0.079,,,0.102,,1.182,,,,,,3.144,,,,,0,0.333,0.06,0.341,1.182,3.144
08-17,,,,0.314,,,,,,0.529,,,,0.09,0.079,,,0.101,,0.125,,,,,,3.051,,,,,0,0.314,0.529,0.09,0.125,3.051
08-18,,,,0.035,,,,,,0.058,,,,1.54,0.08,,,0.1,,0.125,,,,,,0.339,,,,,0,0.035,0.058,0.573333333,0.125,0.339
08-19,,,,0.034,,,,,,0.056,,,,0.813,0.079,,,0.099,,1.138,,,,,,0.34,,,,,0,0.034,0.056,0.330333333,1.138,0.34
08-20,,,,0.034,,,,,,0.055,,,,1.456,0.078,,,0.098,,2.102,,,,,,0.339,,,,,0,0.034,0.055,0.544,2.102,0.339
08-21,,,,0.034,,,,,,0.054,,,,0.083,0.077,,,0.097,,0.122,,,,,,0.339,,,,,0,0.034,0.054,0.085666667,0.122,0.339
08-22,,,,0.033,,,,,,0.053,,,,0.082,0.076,,,0.097,,0.121,,,,,,0.339,,,,,0,0.033,0.053,0.085,0.121,0.339
08-23,,,,0.032,,,,,,0.052,,,,0.081,0.076,,,0.097,,0.121,,,,,,0.339,,,,,0,0.032,0.052,0.084666667,0.121,0.339
09-00,,,,0.033,,,,,,0.052,,,,0.08,0.075,,,0.096,,0.121,,,,,,0.339,,,,,0,0.033,0.052,0.083666667,0.121,0.339
09-01,,,,0.032,,,,,,0.052,,,,0.08,0.078,,,0.096,,0.121,,,,,,0.339,,,,,0,0.032,0.052,0.084666667,0.121,0.339
09-02,,,,0.033,,,,,,0.052,,,,,0.077,,,0.097,,0.122,,,,,,0.339,,,,,0,0.033,0.052,0.087,0.122,0.339
09-03,,,,0.305,,,,,,0.481,,,,2.94,0.077,,,,,0.122,,,,,,0.339,,,,,0,0.305,0.481,1.5085,0.122,0.339
09-04,,,,0.297,,,,,,0.489,,,,2.72,0.077,,,0.364,,3.116,,,,,,,,,,,0,0.297,0.489,1.053666667,3.116,
09-05,,,,0.305,,,,,,0.497,,,,1.4,0.078,,,0.898,,2.127,,,,,,3.127,,,,,0,0.305,0.497,0.792,2.127,3.127
09-06,,,,0.032,0.018,,,,,0.052,,,,0.08,0.078,,,0.098,,0.122,,,,,,0.339,,,,,0,0.025,0.052,0.085333333,0.122,0.339
09-07,,,,0.033,0.019,,,,,0.052,,,,0.08,0.078,,,0.098,,0.122,,,,,,0.339,,,,,0,0.026,0.052,0.085333333,0.122,0.339
09-08,,,,0.033,0.018,,,,,0.052,,,,0.081,0.077,,,0.098,,0.122,,,,,,0.339,,,,,0,0.0255,0.052,0.085333333,0.122,0.339
09-09,,,,0.033,0.018,,,,,0.052,,,,0.819,0.079,,,0.098,,1.128,,,,,,0.339,,,,,0,0.0255,0.052,0.332,1.128,0.339
09-10,,,,0.033,0.019,,,,,0.052,,,,0.081,0.081,,,0.099,,0.122,,,,,,0.339,,,,,0,0.026,0.052,0.087,0.122,0.339
09-11,,,,0.033,0.018,,,,,0.052,,,,0.081,0.079,,,0.099,,0.122,,,,,,0.339,,,,,0,0.0255,0.052,0.086333333,0.122,0.339
09-12,,,,0.033,0.018,,,,,0.052,,,,0.081,0.08,,,0.098,,0.122,,,,,,0.339,,,,,0,0.0255,0.052,0.086333333,0.122,0.339
09-13,,,,0.033,0.018,,,,,0.052,,,,0.081,0.081,,,0.099,,0.122,,,,,,0.34,,,,,0,0.0255,0.052,0.087,0.122,0.34
09-14,,,,0.033,0.018,,,,,0.052,,,,0.081,0.08,,,0.098,,0.122,,,,,,0.339,,,,,0,0.0255,0.052,0.086333333,0.122,0.339
09-15,,,,0.033,0.018,,,,,0.051,,,,0.08,0.078,,,0.098,,0.121,,,,,,0.339,,,,,0,0.0255,0.051,0.085333333,0.121,0.339
09-16,,,,0.032,0.018,,,,,0.05,,,,0.078,0.078,,,0.097,,0.12,,,,,,0.34,,,,,0,0.025,0.05,0.084333333,0.12,0.34
09-17,,,,0.032,,,,,,0.453,,,,0.703,0.076,,,0.096,,1.093,,,,,,0.339,,,,,0,0.032,0.453,0.291666667,1.093,0.339
09-18,,,,0.031,,,,,,0.048,,,,0.612,0.076,,,0.095,,1.1,,,,,,3.136,,,,,0,0.031,0.048,0.261,1.1,3.136
09-19,,,,0.287,,,,,,0.047,,,,0.064,0.074,,,0.094,,1.091,,,,,,3.127,,,,,0,0.287,0.047,0.077333333,1.091,3.127
09-20,,,,0.03,,,,,,0.045,,,,0.064,0.075,,,0.093,,0.116,,,,,,0.339,,,,,0,0.03,0.045,0.077333333,0.116,0.339
09-21,,,,0.03,,,,,,0.045,,,,0.063,0.074,,,0.092,,0.116,,,,,,0.339,,,,,0,0.03,0.045,0.076333333,0.116,0.339
09-22,,,,0.03,,,,,,0.044,,,,0.062,0.074,,,0.091,,0.115,,,,,,0.339,,,,,0,0.03,0.044,0.075666667,0.115,0.339
09-23,,,,0.03,,,,,,0.044,,,,0.061,0.073,,,0.091,,0.115,,,,,,0.338,,,,,0,0.03,0.044,0.075,0.115,0.338
10-00,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.115,,,,,,0.338,,,,,0,0.03,0.044,0.075666667,0.115,0.338
10-01,,,,0.03,,,,,,0.043,,,,0.061,0.075,,,0.091,,0.115,,,,,,0.338,,,,,0,0.03,0.043,0.075666667,0.115,0.338
10-02,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.115,,,,,,0.338,,,,,0,0.03,0.044,0.075666667,0.115,0.338
10-03,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.116,,,,,,0.338,,,,,0,0.03,0.044,0.075666667,0.116,0.338
10-04,,,,0.03,,,,,,0.044,,,,0.061,0.075,,,0.091,,0.116,,,,,,0.338,,,,,0,0.03,0.044,0.075666667,0.116,0.338
10-05,,,,0.03,,,,,,0.044,,,,0.061,0.077,,,0.092,,0.116,,,,,,0.338,,,,,0,0.03,0.044,0.076666667,0.116,0.338
10-06,,,,0.03,,,,,,0.044,,,,0.061,0.076,,,0.092,,0.116,,,,,,0.338,,,,,0,0.03,0.044,0.076333333,0.116,0.338
10-07,,,,0.03,,,,,,0.044,,,,0.061,0.076,,,0.092,,0.116,,,,,,0.338,,,,,0,0.03,0.044,0.076333333,0.116,0.338
10-08,,,,0.03,,,,,,0.044,,,,0.564,0.076,,,0.093,,0.117,,,,,,0.339,,,,,0,0.03,0.044,0.244333333,0.117,0.339
10-09,,,,0.03,,,,,,0.044,,,,0.564,0.077,,,0.093,,0.117,,,,,,0.338,,,,,0,0.03,0.044,0.244666667,0.117,0.338
10-10,,,,0.03,,,,,,0.044,,,,0.061,0.077,,,0.093,,0.117,,,,,,0.338,,,,,0,0.03,0.044,0.077,0.117,0.338
10-11,,,,0.03,,,,,,0.044,,,,0.061,0.077,,,0.093,,0.117,,,,,,0.339,,,,,0.2,0.03,0.044,0.077,0.117,0.339
10-12,,,,0.03,,,,,,0.044,,,,0.564,0.077,,,0.094,,0.117,,,,,,0.339,,,,,0,0.03,0.044,0.245,0.117,0.339
10-13,,,,0.03,,,,,,0.043,,,,0.061,0.077,,,0.093,,0.117,,,,,,0.338,,,,,0,0.03,0.043,0.077,0.117,0.338
10-14,,,,0.03,,,,,,0.043,,,,0.061,0.077,,,0.094,,0.117,,,,,,0.338,,,,,0,0.03,0.043,0.077333333,0.117,0.338
10-15,,,,0.03,,,,,,0.043,,,,0.061,0.076,,,0.093,,0.116,,,,,,0.338,,,,,0,0.03,0.043,0.076666667,0.116,0.338
10-16,,,,0.03,,,,,,0.043,,,,0.059,0.076,,,0.092,,0.115,,,,,,0.338,,,,,0,0.03,0.043,0.075666667,0.115,0.338
10-17,,,,0.029,,,,,,0.041,,,,0.059,0.074,,,0.091,,0.114,,,,,,0.338,,,,,0,0.029,0.041,0.074666667,0.114,0.338
10-18,,,,0.029,,,,,,0.041,,,,0.057,0.072,,,0.089,,0.113,,,,,,0.338,,,,,0,0.029,0.041,0.072666667,0.113,0.338
10-19,,,,0.029,,,,,,0.039,,,,0.056,0.073,,,0.088,,0.112,,,,,,0.338,,,,,0,0.029,0.039,0.072333333,0.112,0.338
10-20,,,,0.029,,,,,,0.038,,,,0.055,0.072,,,0.087,,0.111,,,,,,0.338,,,,,0,0.029,0.038,0.071333333,0.111,0.338
10-21,,,,0.028,,,,,,0.038,,,,0.054,0.071,,,0.085,,0.111,,,,,,0.338,,,,,0,0.028,0.038,0.07,0.111,0.338
10-22,,,,0.028,,,,,,0.037,,,,0.053,0.069,,,0.084,,0.111,,,,,,0.338,,,,,0,0.028,0.037,0.068666667,0.111,0.338
10-23,,,,0.028,,,,,,0.037,,,,0.053,0.071,,,0.083,,0.111,,,,,,0.338,,,,,0,0.028,0.037,0.069,0.111,0.338
11-00,,,,0.028,,,,,,0.037,,,,0.053,0.071,,,0.083,,0.111,,,,,,0.338,,,,,0,0.028,0.037,0.069,0.111,0.338
11-01,,,,0.029,,,,,,0.037,,,,0.052,0.071,,,0.084,,0.111,,,,,,0.337,,,,,0,0.029,0.037,0.069,0.111,0.337
11-02,,,,0.029,,,,,,0.036,,,,0.498,0.071,,,0.084,,0.111,,,,,,0.337,,,,,0,0.029,0.036,0.217666667,0.111,0.337
11-03,,,,0.028,,,,,,0.037,,,,0.052,0.071,,,0.084,,0.111,,,,,,0.337,,,,,0,0.028,0.037,0.069,0.111,0.337
11-04,,,,0.028,,,,,,0.037,,,,0.927,0.072,,,0.084,,1.027,,,,,,0.338,,,,,0,0.028,0.037,0.361,1.027,0.338
11-05,,,,0.028,,,,,,0.037,,,,0.053,0.073,,,0.085,,0.111,,,,,,0.338,,,,,0,0.028,0.037,0.070333333,0.111,0.338
11-06,,,,0.028,,,,,,0.037,,,,0.052,0.073,,,0.085,,0.111,,,,,,0.338,,,,,0,0.028,0.037,0.07,0.111,0.338
11-07,,,,0.028,,,,,,0.037,,,,0.053,0.074,,,0.085,,0.111,,,,,,0.337,,,,,0,0.028,0.037,0.070666667,0.111,0.337
11-08,,,,0.028,,,,,,0.037,,,,0.053,0.075,,,0.085,,0.111,,,,,,0.338,,,,,0,0.028,0.037,0.071,0.111,0.338
11-09,,,,0.028,,,,,,0.037,,,,0.053,0.074,,,0.086,,0.111,,,,,,0.337,,,,,0,0.028,0.037,0.071,0.111,0.337
11-10,,,,0.49,,,,,,0.342,,,,2.222,0.072,,,0.086,,2.875,,,,,,,,,,,0,0.49,0.342,0.793333333,2.875,
11-11,,,,0.028,,,,,,0.037,,,,0.49,0.073,,,0.086,,0.112,,,,,,0.338,,,,,0.4,0.028,0.037,0.216333333,0.112,0.338
11-12,,,,0.259,,,,,,0.326,,,,0.053,0.072,,,0.087,,0.111,,,,,,3.126,,,,,0,0.259,0.326,0.070666667,0.111,3.126
11-13,,,,0.029,,,,,,0.037,,,,0.49,0.073,,,0.087,,1.036,,,,,,0.337,,,,,0,0.029,0.037,0.216666667,1.036,0.337
11-14,,,,,,,,,,0.037,,,,0.481,0.073,,,0.813,,,,,,,,,,,,,0,,0.037,0.455666667,,
11-15,,,,,,,,,,,,,,0.052,,,,0.086,,1.332,,,,,,4.061,,,,,0,,,0.069,1.332,4.061
11-16,,,,0.105,,,,,,0.132,,,,0.884,0.072,,,0.769,,1.027,,,,,,0.337,,,,,0,0.105,0.132,0.575,1.027,0.337
11-17,,,,0.027,,,,,,0.035,,,,,0.071,,,0.083,,,,,,,,3.118,,,,,0,0.027,0.035,0.077,,3.118
11-18,,,,0.241,,,,,,0.314,,,,0.995,0.069,,,0.749,,3.135,,,,,,,,,,,0,0.241,0.314,0.604333333,3.135,
11-19,,,,0.026,,,,,,0.029,,,,1.227,0.068,,,0.08,,1.925,,,,,,3.126,,,,,0,0.026,0.029,0.458333333,1.925,3.126
11-20,,,,0.026,,,,,,0.028,,,,,0.067,,,0.078,,0.109,,,,,,0.337,,,,,0,0.026,0.028,0.0725,0.109,0.337
11-21,,,,0.026,,,,,,0.027,,,,0.175,0.066,,,0.076,,0.108,,,,,,0.337,,,,,0,0.026,0.027,0.105666667,0.108,0.337
11-22,,,,0.025,,,,,,0.026,,,,0.045,0.063,,,0.074,,0.108,,,,,,0.337,,,,,0,0.025,0.026,0.060666667,0.108,0.337
11-23,,,,0.026,,,,,,0.026,,,,0.046,0.064,,,0.073,,0.108,,,,,,0.337,,,,,0,0.026,0.026,0.061,0.108,0.337
12-00,,,,0.241,,,,,,0.241,,,,0.045,0.065,,,0.073,,0.108,,,,,,3.108,,,,,0,0.241,0.241,0.061,0.108,3.108
12-01,,,,0.455,,,,,,0.241,,,,0.044,0.067,,,0.073,,0.999,,,,,,,,,,,0,0.455,0.241,0.061333333,0.999,
12-02,,,,0.241,,,,,,0.241,,,,1.232,0.067,,,0.667,,0.999,,,,,,3.361,,,,,0,0.241,0.241,0.655333333,0.999,3.361
12-03,,,,0.241,,,,,,0.241,,,,1.521,0.067,,,0.074,,2.782,,,,,,,,,,,0,0.241,0.241,0.554,2.782,
12-04,,,,0.026,,,,,,0.026,,,,0.787,0.067,,,0.668,,1.008,,,,,,3.109,,,,,0,0.026,0.026,0.507333333,1.008,3.109
12-05,,,,0.241,,,,,,0.241,,,,0.045,0.066,,,,,0.109,,,,,,3.108,,,,,0,0.241,0.241,0.0555,0.109,3.108
12-06,,,,0.026,,,,,,0.026,,,,0.044,0.069,,,0.281,,0.109,,,,,,0.337,,,,,0,0.026,0.026,0.131333333,0.109,0.337
12-07,,,,0.026,,,,,,0.026,,,,1.504,0.07,,,0.075,,1.908,,,,,,3.117,,,,,0,0.026,0.026,0.549666667,1.908,3.117
12-08,,,,0.241,,,,,,0.241,,,,0.767,0.07,,,0.076,,1.017,,,,,,3.117,,,,,0,0.241,0.241,0.304333333,1.017,3.117
12-09,,,,0.026,,,,,,0.026,,,,0.779,0.069,,,0.076,,1.017,,,,,,0.336,,,,,0.3,0.026,0.026,0.308,1.017,0.336
12-10,,,,0.026,,,,,,0.027,,,,0.783,0.069,,,0.076,,0.109,,,,,,0.336,,,,,0,0.026,0.027,0.309333333,0.109,0.336
12-11,,,,0.026,,,,,,0.026,,,,0.408,0.07,,,0.076,,1.009,,,,,,0.336,,,,,0,0.026,0.026,0.184666667,1.009,0.336
12-12,,,,0.026,,,,,,0.026,,,,0.045,0.07,,,0.077,,0.11,,,,,,0.336,,,,,0,0.026,0.026,0.064,0.11,0.336
12-13,,,,0.026,,,,,,0.026,,,,0.044,0.069,,,0.077,,0.11,,,,,,0.336,,,,,0,0.026,0.026,0.063333333,0.11,0.336
12-14,,,,0.241,,,,,,0.241,,,,0.045,0.07,,,0.076,,0.11,,,,,,3.109,,,,,0,0.241,0.241,0.063666667,0.11,3.109
12-15,,,,0.026,,,,,,0.026,,,,1.142,0.07,,,0.076,,1.008,,,,,,0.336,,,,,0,0.026,0.026,0.429333333,1.008,0.336
12-16,,,,0.025,,,,,,0.026,,,,0.449,0.069,,,0.073,,1.008,,,,,,0.336,,,,,0,0.025,0.026,0.197,1.008,0.336
12-17,,,,0.026,,,,,,0.026,,,,0.042,0.066,,,0.072,,0.108,,,,,,0.336,,,,,0,0.026,0.026,0.06,0.108,0.336
12-18,,,,0.236,,,,,,0.241,,,,0.397,0.065,,,0.648,,0.108,,,,,,3.108,,,,,0,0.236,0.241,0.37,0.108,3.108
12-19,,,,0.23,,,,,,0.026,,,,0.042,0.065,,,0.07,,0.969,,,,,,3.007,,,,,0,0.23,0.026,0.059,0.969,3.007
12-20,,,,0.02,,,,,,0.026,,,,0.717,0.063,,,0.069,,1.872,,,,,,0.335,,,,,0,0.02,0.026,0.283,1.872,0.335
12-21,,,,0.019,,,,,,0.26,,,,0.769,0.062,,,0.067,,0.107,,,,,,0.335,,,,,0,0.019,0.26,0.299333333,0.107,0.335
12-22,,,,0.018,,,,,,0.025,,,,0.039,0.062,,,0.067,,0.106,,,,,,0.335,,,,,0,0.018,0.025,0.056,0.106,0.335
12-23,,,,0.018,,,,,,0.025,,,,0.039,0.064,,,0.066,,0.106,,,,,,0.335,,,,,0,0.018,0.025,0.056333333,0.106,0.335
13-00,,,,0.018,,,,,,0.026,,,,0.69,0.061,,,0.066,,0.106,,,,,,0.335,,,,,0,0.018,0.026,0.272333333,0.106,0.335
13-01,,,,0.019,,,,,,0.025,,,,0.039,0.06,,,0.066,,0.107,,,,,,0.335,,,,,0,0.019,0.025,0.055,0.107,0.335
13-02,,,,0.018,,,,,,0.025,,,,0.352,0.06,,,0.066,,0.106,,,,,,0.334,,,,,0,0.018,0.025,0.159333333,0.106,0.334
13-03,,,,0.019,,,,,,0.025,,,,0.039,0.062,,,0.066,,0.107,,,,,,0.334,,,,,0,0.019,0.025,0.055666667,0.107,0.334
13-04,,,,0.018,,,,,,0.025,,,,0.666,0.065,,,0.067,,1.872,,,,,,3.09,,,,,0,0.018,0.025,0.266,1.872,3.09
13-05,,,,0.02,,,,,,0.025,,,,0.352,0.063,,,0.067,,0.107,,,,,,0.335,,,,,0,0.02,0.025,0.160666667,0.107,0.335
13-06,,,,0.172,,,,,,0.484,,,,0.039,0.064,,,0.661,,0.107,,,,,,3.098,,,,,0,0.172,0.484,0.254666667,0.107,3.098
13-07,,,,0.366,,,,,,0.232,,,,0.699,0.065,,,0.067,,0.998,,,,,,,,,,,0,0.366,0.232,0.277,0.998,
13-08,,,,0.02,,,,,,0.025,,,,0.979,0.064,,,0.067,,0.99,,,,,,0.334,,,,,0,0.02,0.025,0.37,0.99,0.334
13-09,,,,0.02,,,,,,0.025,,,,0.657,0.066,,,0.628,,1.881,,,,,,3.098,,,,,0,0.02,0.025,0.450333333,1.881,3.098
13-10,,,,0.161,,,,,,0.24,,,,0.69,0.066,,,0.068,,0.107,,,,,,3.098,,,,,0,0.161,0.24,0.274666667,0.107,3.098
13-11,,,,0.226,,,,,,0.24,,,,0.657,0.068,,,0.068,,0.107,,,,,,3.089,,,,,0,0.226,0.24,0.264333333,0.107,3.089
13-12,,,,0.022,,,,,,0.025,,,,,0.068,,,0.068,,1.89,,,,,,,,,,,0,0.022,0.025,0.068,1.89,
13-13,,,,0.229,,,,,,0.24,,,,1.117,0.066,,,0.068,,2.764,,,,,,,,,,,0,0.229,0.24,0.417,2.764,
13-14,,,,0.021,,,,,,0.025,,,,0.352,0.067,,,0.629,,1.07,,,,,,3.081,,,,,0,0.021,0.025,0.349333333,1.07,3.081
13-15,,,,0.018,,,,,,0.025,,,,0.335,0.065,,,0.068,,0.99,,,,,,0.333,,,,,0,0.018,0.025,0.156,0.99,0.333
13-16,,,,0.017,,,,,,0.025,,,,0.342,0.063,,,0.066,,0.107,,,,,,0.333,,,,,0,0.017,0.025,0.157,0.107,0.333
13-17,,,,0.017,,,,,,0.024,,,,0.342,,,,0.065,,0.981,,,,,,3.08,,,,,0,0.017,0.024,0.2035,0.981,3.08
13-18,,,,0.016,,,,,,0.024,,,,0.333,0.061,,,0.063,,0.106,,,,,,0.333,,,,,0,0.016,0.024,0.152333333,0.106,0.333
13-19,,,,0.016,,,,,,0.024,,,,0.893,0.059,,,0.062,,0.98,,,,,,0.333,,,,,0,0.016,0.024,0.338,0.98,0.333
13-20,,,,0.016,,,,,,,,,,0.035,0.058,,,1.058,,0.105,,,,,,0.332,,,,,0,0.016,,0.383666667,0.105,0.332
13-21,,,,0.169,,,,,,0.279,,,,0.035,0.058,,,0.546,,0.105,,,,,,0.332,,,,,0,0.169,0.279,0.213,0.105,0.332
13-22,,,,0.148,,,,,,0.023,,,,0.034,0.057,,,0.059,,0.971,,,,,,3.071,,,,,0,0.148,0.023,0.05,0.971,3.071
13-23,,,,0.016,,,,,,0.023,,,,0.033,0.058,,,0.059,,0.105,,,,,,0.332,,,,,0,0.016,0.023,0.05,0.105,0.332
14-00,,,,0.016,,,,,,0.023,,,,0.033,0.057,,,0.058,,0.105,,,,,,0.331,,,,,0,0.016,0.023,0.049333333,0.105,0.331
14-01,,,,0.016,,,,,,0.023,,,,,0.058,,,0.059,,0.105,,,,,,0.332,,,,,0,0.016,0.023,0.0585,0.105,0.332
14-02,,,,0.016,,,,,,0.023,,,,0.128,0.059,,,0.059,,0.105,,,,,,0.331,,,,,0,0.016,0.023,0.082,0.105,0.331
14-03,,,,0.016,,,,,,0.023,,,,,0.058,,,0.059,,0.971,,,,,,3.062,,,,,0,0.016,0.023,0.0585,0.971,3.062
14-04,,,,0.016,,,,,,0.023,,,,0.251,0.058,,,0.059,,0.98,,,,,,3.07,,,,,0,0.016,0.023,0.122666667,0.98,3.07
14-05,,,,0.16,,,,,,0.023,,,,0.297,0.057,,,0.059,,1.995,,,,,,,,,,,0,0.16,0.023,0.137666667,1.995,
14-06,,,,0.148,,,,,,0.213,,,,0.866,0.058,,,0.546,,2.721,,,,,,0.33,,,,,0,0.148,0.213,0.49,2.721,0.33
14-07,,,,,,,,,,,,,,0.857,0.06,,,0.059,,0.106,,,,,,,,,,,0,,,0.325333333,0.106,
14-08,,,,0.06,,,,,,0.086,,,,0.032,0.059,,,0.059,,0.106,,,,,,1.234,,,,,0,0.06,0.086,0.05,0.106,1.234
14-09,,,,0.016,,,,,,0.023,,,,0.034,0.057,,,0.06,,0.106,,,,,,0.33,,,,,0,0.016,0.023,0.050333333,0.106,0.33
14-10,,,,0.144,,,,,,0.023,,,,,0.062,,,0.06,,1.826,,,,,,2.954,,,,,0,0.144,0.023,0.061,1.826,2.954
14-11,,,,0.016,,,,,,0.023,,,,0.928,0.06,,,0.06,,0.981,,,,,,3.044,,,,,0,0.016,0.023,0.349333333,0.981,3.044
14-12,,,,0.156,,,,,,0.425,,,,0.287,0.061,,,0.06,,1.001,,,,,,,,,,,0,0.156,0.425,0.136,1.001,
14-13,,,,0.016,,,,,,0.023,,,,0.567,0.061,,,0.06,,1.005,,,,,,0.33,,,,,0,0.016,0.023,0.229333333,1.005,0.33
14-14,,,,0.148,0.018,,,,,0.213,,,,0.858,0.06,,,0.06,,1.855,,,,,,3.052,,,,,0,0.083,0.213,0.326,1.855,3.052
14-15,,,,0.016,0.017,,,,,0.023,,,,1.24,0.059,,,0.059,,2.75,,,,,,0.329,,,,,0,0.0165,0.023,0.452666667,2.75,0.329
14-16,,,,0.016,0.017,,,,,0.023,,,,,0.059,,,0.519,,2.704,,,,,,,,,,,0,0.0165,0.023,0.289,2.704,
14-17,,,,0.016,0.016,,,,,0.023,,,,0.24,0.059,,,0.055,,0.105,,,,,,0.328,,,,,0,0.016,0.023,0.118,0.105,0.328
14-18,,,,0.148,0.016,,,,,0.213,,,,,0.056,,,0.053,,,,,,,,0.328,,,,,0,0.082,0.213,0.0545,,0.328
14-19,,,,0.016,,,,,,0.023,,,,0.24,0.055,,,0.051,,0.387,,,,,,0.328,,,,,0,0.016,0.023,0.115333333,0.387,0.328
14-20,,,,0.016,0.019,,,,,0.023,,,,0.02,0.053,,,0.049,,0.103,,,,,,0.327,,,,,0,0.0175,0.023,0.040666667,0.103,0.327
14-21,,,,0.016,,,,,,0.022,,,,0.02,,,,0.048,,0.102,,,,,,0.327,,,,,0,0.016,0.022,0.034,0.102,0.327
14-22,,,,0.016,,,,,,0.022,,,,0.019,0.051,,,0.047,,0.102,,,,,,0.326,,,,,0,0.016,0.022,0.039,0.102,0.326
14-23,,,,0.28,,,,,,0.022,,,,0.333,0.049,,,0.046,,2.618,,,,,,,,,,,0,0.28,0.022,0.142666667,2.618,
15-00,,,,0.016,,,,,,0.022,,,,0.019,0.05,,,0.046,,0.102,,,,,,0.326,,,,,0,0.016,0.022,0.038333333,0.102,0.326
15-01,,,,0.148,,,,,,0.022,,,,0.019,0.05,,,0.046,,0.943,,,,,,3.006,,,,,0,0.148,0.022,0.038333333,0.943,3.006
15-02,,,,0.28,0.018,,,,,0.204,,,,0.333,0.05,,,0.046,,2.627,,,,,,,,,,,0,0.149,0.204,0.143,2.627,
15-03,,,,0.016,,,,,,0.022,,,,,0.05,,,0.047,,,,,,,,0.325,,,,,0,0.016,0.022,0.0485,,0.325
15-04,,,,0.016,,,,,,0.022,,,,0.55,0.049,,,0.443,,2.077,,,,,,2.998,,,,,0,0.016,0.022,0.347333333,2.077,2.998
15-05,,,,0.148,,,,,,0.204,,,,0.489,0.05,,,0.047,,0.952,,,,,,,,,,,0,0.148,0.204,0.195333333,0.952,
15-06,,,,0.148,,,,,,0.022,,,,0.341,0.049,,,0.047,,1.802,,,,,,,,,,,0,0.148,0.022,0.145666667,1.802,
15-07,,,,0.148,,,,,,0.204,,,,0.333,0.052,,,0.047,,0.103,,,,,,2.989,,,,,0,0.148,0.204,0.144,0.103,2.989
15-08,,,,0.016,,,,,,0.022,,,,0.019,0.052,,,0.048,,0.103,,,,,,0.324,,,,,0,0.016,0.022,0.039666667,0.103,0.324
15-09,,,,0.016,,,,,,0.022,,,,0.019,0.052,,,,,0.103,,,,,,0.324,,,,,0,0.016,0.022,0.0355,0.103,0.324
15-10,,,,0.016,0.018,,,,,0.022,,,,0.176,0.053,,,,,0.953,,,,,,2.997,,,,,0,0.017,0.022,0.1145,0.953,2.997
15-11,,,,0.148,,,,,,0.022,,,,0.341,0.054,,,0.183,,2.661,,,,,,,,,,,0,0.148,0.022,0.192666667,2.661,
15-12,,,,0.412,,,,,,0.567,,,,0.96,0.055,,,0.453,,2.653,,,,,,,,,,,0,0.412,0.567,0.489333333,2.653,
15-13,,,,0.016,,,,,,0.022,,,,0.019,0.052,,,0.444,,0.103,,,,,,0.325,,,,,0,0.016,0.022,0.171666667,0.103,0.325
