DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
01-10,,,,0.231,0.204,,,,,0.233,0.218,,,0.371,0.296,,,0.379,,0.393,,,,,,0.337,,,,,0,0.2175,0.2255,0.348666667,0.393,0.337
01-11,,,,0.231,0.204,,,,,0.233,0.219,,,0.371,0.296,,,0.379,,0.393,,,,,,0.338,,,,,0.2,0.2175,0.226,0.348666667,0.393,0.338
01-12,,,,0.231,0.204,,,,,0.233,0.218,,,0.371,0.297,,,0.379,,0.394,,,,,,0.337,,,,,0,0.2175,0.2255,0.349,0.394,0.337
01-13,,,,0.23,0.203,,,,,0.233,0.218,,,0.371,0.297,,,0.379,,0.393,,,,,,0.337,,,,,0,0.2165,0.2255,0.349,0.393,0.337
01-14,,,,0.23,0.202,,,,,0.233,0.217,,,0.371,0.296,,,0.378,,0.393,,,,,,0.338,,,,,0,0.216,0.225,0.348333333,0.393,0.338
01-15,,,,0.229,0.2,,,,,0.232,0.215,,,0.371,0.296,,,0.378,,0.393,,,,,,0.338,,,,,0,0.2145,0.2235,0.348333333,0.393,0.338
01-16,,,,0.227,0.199,,,,,0.231,0.213,,,0.371,0.296,,,0.378,,0.394,,,,,,0.338,,,,,0,0.213,0.222,0.348333333,0.394,0.338
01-17,,,,0.226,0.198,,,,,0.229,0.211,,,0.37,0.295,,,0.377,,0.393,,,,,,0.338,,,,,0,0.212,0.22,0.347333333,0.393,0.338
01-18,,,,0.224,0.196,,,,,0.228,0.209,,,0.369,0.294,,,0.378,,0.393,,,,,,0.337,,,,,0,0.21,0.2185,0.347,0.393,0.337
01-19,,,,0.223,0.194,,,,,0.226,0.207,,,0.37,0.293,,,0.377,,0.393,,,,,,0.338,,,,,0,0.2085,0.2165,0.346666667,0.393,0.338
01-20,,,,0.221,0.193,,,,,0.225,0.205,,,0.369,0.293,,,0.376,,0.393,,,,,,0.337,,,,,0,0.207,0.215,0.346,0.393,0.337
01-21,,,,0.221,0.191,,,,,0.223,0.204,,,0.369,0.293,,,0.376,,0.393,,,,,,0.337,,,,,0,0.206,0.2135,0.346,0.393,0.337
01-22,,,,0.22,0.19,,,,,0.223,0.203,,,0.369,0.292,,,0.375,,0.393,,,,,,0.337,,,,,0,0.205,0.213,0.345333333,0.393,0.337
01-23,,,,0.22,0.19,,,,,0.222,0.203,,,0.368,0.292,,,0.375,,0.393,,,,,,0.337,,,,,0,0.205,0.2125,0.345,0.393,0.337
02-00,,,,0.22,0.191,,,,,0.222,0.202,,,0.367,0.291,,,0.375,,0.393,,,,,,0.337,,,,,0,0.2055,0.212,0.344333333,0.393,0.337
02-01,,,,0.22,0.191,,,,,0.222,0.202,,,0.367,0.29,,,0.374,,0.393,,,,,,0.337,,,,,0,0.2055,0.212,0.343666667,0.393,0.337
02-02,,,,0.22,0.191,,,,,0.222,0.202,,,0.367,0.291,,,0.374,,0.393,,,,,,0.337,,,,,0,0.2055,0.212,0.344,0.393,0.337
02-03,,,,0.22,0.191,,,,,0.222,0.202,,,0.367,0.291,,,0.374,,0.393,,,,,,0.337,,,,,0,0.2055,0.212,0.344,0.393,0.337
02-04,,,,0.219,0.192,,,,,0.222,0.202,,,0.366,0.291,,,0.374,,0.393,,,,,,0.337,,,,,0,0.2055,0.212,0.343666667,0.393,0.337
02-05,,,,0.22,0.19,,,,,0.222,0.202,,,0.366,0.291,,,0.373,,0.393,,,,,,0.337,,,,,0,0.205,0.212,0.343333333,0.393,0.337
02-06,,,,0.22,0.191,,,,,0.224,0.202,,,0.366,0.291,,,0.373,,0.393,,,,,,0.337,,,,,0,0.2055,0.213,0.343333333,0.393,0.337
02-07,,,,0.22,0.192,,,,,0.223,0.203,,,0.366,0.292,,,0.373,,0.393,,,,,,0.337,,,,,0,0.206,0.213,0.343666667,0.393,0.337
02-08,,,,0.22,0.192,,,,,0.223,0.203,,,0.366,0.292,,,0.373,,0.393,,,,,,0.337,,,,,0,0.206,0.213,0.343666667,0.393,0.337
02-09,,,,0.22,0.192,,,,,0.223,0.203,,,0.366,0.292,,,0.373,,0.393,,,,,,0.337,,,,,0,0.206,0.213,0.343666667,0.393,0.337
02-10,,,,0.22,0.192,,,,,0.224,0.203,,,0.366,0.292,,,0.373,,0.393,,,,,,0.337,,,,,0,0.206,0.2135,0.343666667,0.393,0.337
02-11,,,,0.221,0.192,,,,,0.224,0.204,,,0.366,0.292,,,0.373,,0.393,,,,,,0.337,,,,,0,0.2065,0.214,0.343666667,0.393,0.337
02-12,,,,0.221,0.192,,,,,0.223,0.203,,,0.365,0.292,,,0.373,,0.393,,,,,,0.337,,,,,0,0.2065,0.213,0.343333333,0.393,0.337
02-13,,,,0.22,0.192,,,,,0.223,0.202,,,0.365,0.291,,,0.373,,0.393,,,,,,0.337,,,,,0,0.206,0.2125,0.343,0.393,0.337
02-14,,,,0.22,0.191,,,,,0.223,0.203,,,0.366,0.291,,,0.373,,0.393,,,,,,0.337,,,,,0,0.2055,0.213,0.343333333,0.393,0.337
02-15,,,,0.218,0.19,,,,,0.222,0.202,,,0.366,0.291,,,0.372,,0.393,,,,,,0.337,,,,,0,0.204,0.212,0.343,0.393,0.337
02-16,,,,0.217,0.189,,,,,0.221,0.2,,,0.365,0.292,,,0.371,,0.393,,,,,,0.337,,,,,0,0.203,0.2105,0.342666667,0.393,0.337
02-17,,,,0.216,0.189,,,,,0.221,,,,0.365,0.291,,,0.371,,0.393,,,,,,0.337,,,,,0.3,0.2025,0.221,0.342333333,0.393,0.337
02-18,,,,0.215,0.189,,,,,0.22,,,,0.364,0.29,,,0.371,,0.393,,,,,,0.337,,,,,0,0.202,0.22,0.341666667,0.393,0.337
02-19,,,,0.214,0.187,,,,,0.218,,,,0.363,0.29,,,0.37,,0.393,,,,,,0.337,,,,,0,0.2005,0.218,0.341,0.393,0.337
02-20,,,,0.212,0.185,,,,,0.216,,,,0.362,0.289,,,0.369,,0.393,,,,,,0.337,,,,,0,0.1985,0.216,0.34,0.393,0.337
02-21,,,,0.211,0.185,,,,,0.214,,,,0.361,0.289,,,0.368,,0.393,,,,,,0.337,,,,,0.5,0.198,0.214,0.339333333,0.393,0.337
02-22,,,,0.211,0.185,,,,,0.215,,,,0.361,0.288,,,0.368,,0.393,,,,,,0.337,,,,,0,0.198,0.215,0.339,0.393,0.337
02-23,,,,0.211,0.185,,,,,0.215,,,,0.36,0.288,,,0.368,,0.393,,,,,,0.337,,,,,0,0.198,0.215,0.338666667,0.393,0.337
03-00,,,,0.211,0.185,,,,,0.214,,,,0.358,0.288,,,0.367,,0.393,,,,,,0.337,,,,,0,0.198,0.214,0.337666667,0.393,0.337
03-01,,,,0.211,0.185,,,,,0.214,,,,0.359,0.287,,,0.367,,0.393,,,,,,0.337,,,,,0,0.198,0.214,0.337666667,0.393,0.337
03-02,,,,3.676,0.185,,,,,0.213,,,,0.358,0.288,,,0.365,,,,,,,,,,,,,0,1.9305,0.213,0.337,,
03-03,,,,0.211,0.184,,,,,0.214,,,,0.358,0.287,,,0.367,,0.393,,,,,,0.337,,,,,0,0.1975,0.214,0.337333333,0.393,0.337
03-04,,,,0.211,0.185,,,,,0.214,,,,,0.287,,,0.365,,0.393,,,,,,0.337,,,,,0,0.198,0.214,0.326,0.393,0.337
03-05,,,,0.211,0.184,,,,,0.214,0.194,,,1.341,0.288,,,0.366,,0.393,,,,,,0.337,,,,,0,0.1975,0.204,0.665,0.393,0.337
03-06,,,,0.211,0.185,,,,,0.214,0.194,,,0.356,0.288,,,0.365,,0.393,,,,,,0.337,,,,,0,0.198,0.204,0.336333333,0.393,0.337
03-07,,,,0.211,0.185,,,,,0.215,0.193,,,0.356,0.288,,,0.365,,0.393,,,,,,0.337,,,,,0,0.198,0.204,0.336333333,0.393,0.337
03-08,,,,0.212,0.184,,,,,0.215,0.193,,,0.356,0.289,,,0.364,,0.393,,,,,,0.337,,,,,0,0.198,0.204,0.336333333,0.393,0.337
03-09,,,,0.212,0.185,,,,,0.215,0.193,,,0.356,0.289,,,0.364,,0.393,,,,,,0.337,,,,,0,0.1985,0.204,0.336333333,0.393,0.337
03-10,,,,0.212,0.184,,,,,0.215,0.193,,,0.356,0.288,,,0.364,,0.393,,,,,,0.337,,,,,0,0.198,0.204,0.336,0.393,0.337
03-11,,,,0.212,0.185,,,,,0.215,0.193,,,0.355,0.289,,,0.365,,0.393,,,,,,0.337,,,,,0.2,0.1985,0.204,0.336333333,0.393,0.337
03-12,,,,0.212,0.184,,,,,0.215,0.194,,,0.355,0.288,,,0.364,,0.393,,,,,,0.337,,,,,0,0.198,0.2045,0.335666667,0.393,0.337
03-13,,,,0.211,0.184,,,,,0.214,0.193,,,0.355,0.288,,,0.363,,0.393,,,,,,0.337,,,,,0,0.1975,0.2035,0.335333333,0.393,0.337
03-14,,,,0.21,0.183,,,,,0.213,0.193,,,0.355,0.289,,,0.363,,0.393,,,,,,0.337,,,,,0,0.1965,0.203,0.335666667,0.393,0.337
03-15,,,,0.209,0.183,,,,,0.212,0.191,,,0.353,0.288,,,0.363,,0.393,,,,,,0.337,,,,,0.3,0.196,0.2015,0.334666667,0.393,0.337
03-16,,,,0.207,0.181,,,,,0.211,0.19,,,0.353,0.288,,,0.361,,0.393,,,,,,0.337,,,,,0,0.194,0.2005,0.334,0.393,0.337
03-17,,,,0.205,0.179,,,,,0.209,0.188,,,0.351,0.287,,,0.359,,0.393,,,,,,0.337,,,,,0,0.192,0.1985,0.332333333,0.393,0.337
03-18,,,,0.203,0.178,,,,,0.207,,,,3.245,0.286,,,0.356,,0.393,,,,,,0.337,,,,,0,0.1905,0.207,1.295666667,0.393,0.337
03-19,,,,0.202,0.177,,,,,0.206,,,,0.349,0.285,,,0.354,,0.393,,,,,,0.337,,,,,0,0.1895,0.206,0.329333333,0.393,0.337
03-20,,,,0.201,0.175,,,,,0.204,,,,0.347,0.284,,,0.353,,0.392,,,,,,0.337,,,,,0,0.188,0.204,0.328,0.392,0.337
03-21,,,,0.2,0.176,,,,,0.202,,,,0.345,0.284,,,0.349,,0.393,,,,,,0.337,,,,,0,0.188,0.202,0.326,0.393,0.337
03-22,,,,0.2,0.175,,,,,0.202,,,,0.343,0.282,,,0.347,,0.393,,,,,,0.337,,,,,0,0.1875,0.202,0.324,0.393,0.337
03-23,,,,0.2,0.175,,,,,0.201,,,,0.34,0.282,,,0.345,,0.393,,,,,,0.338,,,,,0,0.1875,0.201,0.322333333,0.393,0.338
04-00,,,,1.849,0.175,,,,,0.201,,,,0.338,0.282,,,0.343,,3.627,,,,,,3.126,,,,,0,1.012,0.201,0.321,3.627,3.126
04-01,,,,0.2,0.175,,,,,0.201,0.184,,,0.337,0.282,,,0.34,,0.393,,,,,,0.338,,,,,0,0.1875,0.1925,0.319666667,0.393,0.338
04-02,,,,,0.175,,,,,,,,,0.335,,,,0.339,,0.393,,,,,,0.338,,,,,0,0.175,,0.337,0.393,0.338
04-03,,,,0.746,0.175,,,,,0.755,0.183,,,3.097,0.28,,,0.336,,3.635,,,,,,0.337,,,,,3.4,0.4605,0.469,1.237666667,3.635,0.337
04-04,,,,0.218,0.197,,,,,0.217,0.201,,,0.339,0.292,,,0.342,,0.393,,,,,,0.338,,,,,8.6,0.2075,0.209,0.324333333,0.393,0.338
04-05,,,,0.23,0.216,,,,,0.235,,,,0.354,0.299,,,0.358,,0.393,,,,,,0.339,,,,,0,0.223,0.235,0.337,0.393,0.339
04-06,,,,0.231,0.214,,,,,0.236,,,,0.357,0.3,,,0.361,,0.394,,,,,,0.339,,,,,0,0.2225,0.236,0.339333333,0.394,0.339
04-07,,,,0.232,0.214,,,,,0.237,,,,0.358,0.299,,,0.364,,0.394,,,,,,0.339,,,,,0,0.223,0.237,0.340333333,0.394,0.339
04-08,,,,0.232,0.212,,,,,2.192,,,,3.312,0.301,,,0.365,,0.394,,,,,,0.34,,,,,0,0.222,2.192,1.326,0.394,0.34
04-09,,,,0.233,0.211,,,,,,,,,0.359,,,,0.364,,0.394,,,,,,0.339,,,,,0,0.222,,0.3615,0.394,0.339
04-10,,,,0.233,,,,,,0.889,,,,0.359,0.3,,,0.365,,0.394,,,,,,0.34,,,,,0,0.233,0.889,0.341333333,0.394,0.34
04-11,,,,2.2,0.209,,,,,2.136,,,,,0.301,,,0.366,,,,,,,,,,,,,0,1.2045,2.136,0.3335,,
04-12,,,,0.232,0.209,,,,,0.237,,,,3.572,0.301,,,3.651,,4.429,,,,,,0.34,,,,,0,0.2205,0.237,2.508,4.429,0.34
04-13,,,,0.232,0.209,,,,,0.237,,,,3.33,0.301,,,,,0.394,,,,,,0.339,,,,,0,0.2205,0.237,1.8155,0.394,0.339
04-14,,,,0.232,0.208,,,,,0.237,,,,,0.301,,,1.375,,,,,,,,0.339,,,,,0,0.22,0.237,0.838,,0.339
04-15,,,,0.231,0.208,,,,,0.237,,,,,0.301,,,3.385,,,,,,,,,,,,,0,0.2195,0.237,1.843,,
04-16,,,,0.231,0.206,,,,,0.236,,,,,0.302,,,0.364,,4.837,,,,,,1.271,,,,,0,0.2185,0.236,0.333,4.837,1.271
04-17,,,,0.23,0.204,,,,,0.235,,,,0.358,0.301,,,0.364,,0.394,,,,,,0.339,,,,,0,0.217,0.235,0.341,0.394,0.339
04-18,,,,0.228,0.203,,,,,0.234,,,,0.358,0.3,,,0.363,,0.394,,,,,,0.339,,,,,0,0.2155,0.234,0.340333333,0.394,0.339
04-19,,,,0.227,0.202,,,,,0.233,,,,0.358,0.3,,,0.362,,0.394,,,,,,0.339,,,,,0,0.2145,0.233,0.34,0.394,0.339
04-20,,,,0.226,0.2,,,,,0.232,,,,0.356,0.3,,,0.362,,0.394,,,,,,0.338,,,,,0,0.213,0.232,0.339333333,0.394,0.338
04-21,,,,0.225,0.198,,,,,0.231,,,,0.356,0.299,,,0.361,,0.394,,,,,,0.338,,,,,0,0.2115,0.231,0.338666667,0.394,0.338
04-22,,,,0.224,0.197,,,,,0.23,,,,0.355,0.299,,,0.36,,0.394,,,,,,0.339,,,,,0,0.2105,0.23,0.338,0.394,0.339
04-23,,,,0.223,0.196,,,,,0.229,,,,0.354,0.299,,,0.359,,0.394,,,,,,0.339,,,,,0,0.2095,0.229,0.337333333,0.394,0.339
05-00,,,,0.223,0.196,,,,,0.229,,,,0.355,0.298,,,0.359,,0.394,,,,,,0.338,,,,,0,0.2095,0.229,0.337333333,0.394,0.338
05-01,,,,0.223,0.196,,,,,0.228,,,,0.354,0.298,,,0.358,,0.394,,,,,,0.338,,,,,0,0.2095,0.228,0.336666667,0.394,0.338
05-02,,,,0.222,0.196,,,,,0.228,,,,0.354,0.298,,,0.358,,0.394,,,,,,0.338,,,,,0,0.209,0.228,0.336666667,0.394,0.338
05-03,,,,0.222,0.195,,,,,0.228,,,,0.353,0.298,,,0.358,,0.394,,,,,,0.338,,,,,0,0.2085,0.228,0.336333333,0.394,0.338
05-04,,,,0.222,0.196,,,,,0.228,,,,0.353,0.298,,,0.357,,0.394,,,,,,0.338,,,,,0,0.209,0.228,0.336,0.394,0.338
05-05,,,,0.222,0.195,,,,,0.228,,,,0.354,0.298,,,0.357,,0.394,,,,,,0.338,,,,,0,0.2085,0.228,0.336333333,0.394,0.338
05-06,,,,0.221,0.194,,,,,0.228,,,,3.257,0.299,,,0.357,,0.394,,,,,,0.338,,,,,0,0.2075,0.228,1.304333333,0.394,0.338
05-07,,,,0.222,0.194,,,,,0.227,,,,0.353,0.298,,,3.293,,0.394,,,,,,0.338,,,,,0,0.208,0.227,1.314666667,0.394,0.338
05-08,,,,0.221,0.194,,,,,0.226,,,,,0.299,,,0.357,,3.94,,,,,,3.135,,,,,0,0.2075,0.226,0.328,3.94,3.135
05-09,,,,2.144,0.194,,,,,2.193,,,,3.512,0.298,,,0.356,,3.94,,,,,,,,,,,0,1.169,2.193,1.388666667,3.94,
05-10,,,,2.053,0.194,,,,,2.092,,,,,0.298,,,0.357,,3.645,,,,,,3.127,,,,,0,1.1235,2.092,0.3275,3.645,3.127
05-11,,,,2.044,0.194,,,,,2.091,,,,,,,,0.355,,,,,,,,3.034,,,,,0,1.119,2.091,0.355,,3.034
05-12,,,,0.221,0.194,,,,,0.226,,,,,0.299,,,3.879,,,,,,,,0.338,,,,,0,0.2075,0.226,2.089,,0.338
05-13,,,,2.044,0.193,,,,,2.091,,,,,0.299,,,0.355,,,,,,,,,,,,,0,1.1185,2.091,0.327,,
05-14,,,,0.22,0.193,,,,,0.225,,,,4.229,0.298,,,3.267,,1.579,,,,,,1.268,,,,,0,0.2065,0.225,2.598,1.579,1.268
05-15,,,,2.376,0.191,,,,,2.451,,,,3.238,0.298,,,0.354,,4.169,,,,,,0.338,,,,,0,1.2835,2.451,1.296666667,4.169,0.338
05-16,,,,0.217,0.19,,,,,0.223,,,,,0.298,,,0.354,,4.895,,,,,,3.466,,,,,0,0.2035,0.223,0.326,4.895,3.466
05-17,,,,0.216,0.189,,,,,0.222,,,,0.349,0.298,,,0.353,,0.394,,,,,,0.338,,,,,0,0.2025,0.222,0.333333333,0.394,0.338
05-18,,,,1.988,0.187,,,,,0.221,,,,,0.297,,,0.352,,,,,,,,,,,,,0,1.0875,0.221,0.3245,,
05-19,,,,0.213,0.187,,,,,2.017,,,,,0.296,,,,,,,,,,,1.355,,,,,0,0.2,2.017,0.296,,1.355
05-20,,,,0.212,0.186,,,,,0.217,,,,1.301,0.296,,,3.481,,1.478,,,,,,0.338,,,,,0,0.199,0.217,1.692666667,1.478,0.338
05-21,,,,0.212,0.185,,,,,0.216,,,,0.346,0.295,,,3.461,,0.394,,,,,,0.337,,,,,0,0.1985,0.216,1.367333333,0.394,0.337
05-22,,,,0.211,0.184,,,,,0.215,,,,0.345,0.294,,,0.346,,0.394,,,,,,0.337,,,,,0,0.1975,0.215,0.328333333,0.394,0.337
05-23,,,,0.21,0.184,,,,,0.215,,,,0.344,0.293,,,0.346,,0.394,,,,,,0.337,,,,,0,0.197,0.215,0.327666667,0.394,0.337
06-00,,,,0.21,0.184,,,,,0.214,,,,0.343,0.294,,,0.346,,0.394,,,,,,0.337,,,,,0,0.197,0.214,0.327666667,0.394,0.337
06-01,,,,0.21,0.183,,,,,0.214,,,,0.343,0.294,,,0.344,,0.394,,,,,,0.337,,,,,0,0.1965,0.214,0.327,0.394,0.337
06-02,,,,0.209,0.184,,,,,0.214,,,,0.342,0.294,,,0.346,,0.394,,,,,,0.338,,,,,0,0.1965,0.214,0.327333333,0.394,0.338
06-03,,,,0.21,0.184,,,,,0.214,,,,0.341,0.293,,,0.343,,0.394,,,,,,0.337,,,,,0,0.197,0.214,0.325666667,0.394,0.337
06-04,,,,0.21,0.183,,,,,0.214,,,,0.341,0.293,,,0.344,,0.394,,,,,,0.337,,,,,0,0.1965,0.214,0.326,0.394,0.337
06-05,,,,0.209,0.183,,,,,0.213,,,,0.341,0.294,,,0.344,,0.394,,,,,,0.337,,,,,0,0.196,0.213,0.326333333,0.394,0.337
06-06,,,,0.209,0.183,,,,,0.214,,,,0.341,0.294,,,0.342,,0.394,,,,,,0.337,,,,,0,0.196,0.214,0.325666667,0.394,0.337
06-07,,,,0.209,0.183,,,,,0.214,,,,0.341,0.293,,,0.342,,0.394,,,,,,0.338,,,,,0,0.196,0.214,0.325333333,0.394,0.338
06-08,,,,0.209,0.183,,,,,0.214,,,,0.34,0.294,,,0.342,,0.394,,,,,,0.337,,,,,0,0.196,0.214,0.325333333,0.394,0.337
06-09,,,,0.21,0.184,,,,,0.214,,,,0.34,0.294,,,0.342,,0.394,,,,,,0.337,,,,,0,0.197,0.214,0.325333333,0.394,0.337
06-10,,,,0.209,0.183,,,,,0.214,,,,0.34,0.294,,,0.342,,0.394,,,,,,0.337,,,,,0,0.196,0.214,0.325333333,0.394,0.337
06-11,,,,0.209,0.183,,,,,0.214,,,,0.339,0.294,,,0.341,,0.394,,,,,,0.337,,,,,0,0.196,0.214,0.324666667,0.394,0.337
06-12,,,,0.209,0.183,,,,,0.213,,,,0.341,0.293,,,0.343,,0.394,,,,,,0.337,,,,,0.2,0.196,0.213,0.325666667,0.394,0.337
06-13,,,,0.209,0.182,,,,,0.214,,,,0.339,0.293,,,0.341,,0.394,,,,,,0.338,,,,,0,0.1955,0.214,0.324333333,0.394,0.338
06-14,,,,0.208,0.182,,,,,0.213,,,,0.339,0.293,,,0.342,,0.394,,,,,,0.337,,,,,0,0.195,0.213,0.324666667,0.394,0.337
06-15,,,,0.207,0.181,,,,,0.211,,,,0.338,0.293,,,0.341,,0.394,,,,,,0.337,,,,,0,0.194,0.211,0.324,0.394,0.337
06-16,,,,0.205,0.18,,,,,0.21,,,,0.336,0.293,,,0.34,,0.394,,,,,,0.337,,,,,0,0.1925,0.21,0.323,0.394,0.337
06-17,,,,0.203,0.178,,,,,0.208,,,,0.335,0.292,,,0.338,,0.394,,,,,,0.337,,,,,0,0.1905,0.208,0.321666667,0.394,0.337
06-18,,,,0.201,0.177,,,,,0.206,,,,0.333,0.29,,,0.336,,0.394,,,,,,0.337,,,,,0,0.189,0.206,0.319666667,0.394,0.337
06-19,,,,0.2,0.175,,,,,0.203,,,,0.332,0.289,,,0.335,,0.394,,,,,,0.337,,,,,0,0.1875,0.203,0.318666667,0.394,0.337
06-20,,,,0.199,0.174,,,,,0.202,,,,0.331,0.287,,,0.333,,0.394,,,,,,0.337,,,,,0,0.1865,0.202,0.317,0.394,0.337
06-21,,,,0.198,0.174,,,,,0.2,,,,0.331,0.286,,,0.332,,0.394,,,,,,0.337,,,,,0,0.186,0.2,0.316333333,0.394,0.337
06-22,,,,0.198,0.174,,,,,0.198,,,,0.331,0.284,,,0.331,,0.394,,,,,,0.337,,,,,0,0.186,0.198,0.315333333,0.394,0.337
06-23,,,,0.197,0.173,,,,,0.198,,,,0.33,0.284,,,0.331,,0.394,,,,,,0.337,,,,,0,0.185,0.198,0.315,0.394,0.337
07-00,,,,0.197,0.172,,,,,0.198,,,,0.329,0.284,,,0.33,,0.394,,,,,,0.337,,,,,0,0.1845,0.198,0.314333333,0.394,0.337
07-01,,,,0.197,0.171,,,,,0.196,,,,0.328,0.281,,,0.33,,0.394,,,,,,0.337,,,,,0,0.184,0.196,0.313,0.394,0.337
07-02,,,,0.197,0.173,,,,,0.197,,,,0.327,0.28,,,0.329,,0.394,,,,,,0.337,,,,,0,0.185,0.197,0.312,0.394,0.337
07-03,,,,0.197,0.173,,,,,0.197,,,,0.327,0.279,,,3.043,,0.393,,,,,,0.337,,,,,0,0.185,0.197,1.216333333,0.393,0.337
07-04,,,,0.197,0.173,,,,,0.197,,,,0.326,0.278,,,0.328,,0.393,,,,,,0.337,,,,,0,0.185,0.197,0.310666667,0.393,0.337
07-05,,,,1.768,0.173,,,,,1.815,,,,,0.278,,,,,,,,,,,,,,,,0,0.9705,1.815,0.278,,
07-06,,,,1.822,0.173,,,,,0.198,,,,,0.278,,,3.025,,,,,,,,,,,,,0,0.9975,0.198,1.6515,,
07-07,,,,0.197,0.173,,,,,0.198,,,,,0.277,,,,,,,,,,,,,,,,0,0.185,0.198,0.277,,
07-08,,,,1.823,0.173,,,,,1.849,,,,,0.277,,,0.326,,,,,,,,4.041,,,,,0,0.998,1.849,0.3015,,4.041
07-09,,,,1.823,0.174,,,,,0.198,,,,,0.276,,,0.326,,,,,,,,3.117,,,,,0,0.9985,0.198,0.301,,3.117
07-10,,,,0.197,0.173,,,,,0.199,,,,3.917,0.275,,,0.327,,0.394,,,,,,0.337,,,,,0,0.185,0.199,1.506333333,0.394,0.337
07-11,,,,0.198,0.173,,,,,0.2,,,,0.325,0.275,,,0.327,,0.394,,,,,,0.337,,,,,0,0.1855,0.2,0.309,0.394,0.337
07-12,,,,0.198,0.173,,,,,0.199,,,,0.325,0.275,,,0.326,,0.394,,,,,,0.337,,,,,0.2,0.1855,0.199,0.308666667,0.394,0.337
07-13,,,,0.197,0.174,,,,,0.199,,,,0.324,0.274,,,0.326,,0.394,,,,,,0.337,,,,,0,0.1855,0.199,0.308,0.394,0.337
07-14,,,,0.197,0.173,,,,,0.198,,,,0.324,0.275,,,0.325,,0.394,,,,,,0.337,,,,,0,0.185,0.198,0.308,0.394,0.337
07-15,,,,0.197,0.172,,,,,0.197,,,,0.323,0.273,,,0.325,,0.394,,,,,,0.337,,,,,0,0.1845,0.197,0.307,0.394,0.337
07-16,,,,0.195,0.171,,,,,0.195,,,,0.322,0.273,,,0.324,,0.394,,,,,,0.337,,,,,0,0.183,0.195,0.306333333,0.394,0.337
07-17,,,,0.194,0.169,,,,,0.195,,,,0.321,0.271,,,0.323,,0.394,,,,,,0.336,,,,,0,0.1815,0.195,0.305,0.394,0.336
07-18,,,,0.193,0.168,,,,,0.194,,,,0.32,0.269,,,0.322,,0.393,,,,,,0.337,,,,,0,0.1805,0.194,0.303666667,0.393,0.337
07-19,,,,0.192,0.168,,,,,0.194,,,,0.318,0.265,,,0.32,,0.393,,,,,,0.336,,,,,0,0.18,0.194,0.301,0.393,0.336
07-20,,,,0.19,0.166,,,,,0.194,,,,0.317,0.262,,,0.318,,0.393,,,,,,0.336,,,,,0,0.178,0.194,0.299,0.393,0.336
