DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
04-17,,,,0.422,0.438,,,,,0.467,0.394,,,0.437,0.333,,,0.452,,0.397,,,,,,0.376,,,,,0,0.43,0.4305,0.407333333,0.397,0.376
04-18,,,,0.421,0.438,,,,,0.466,0.393,,,0.437,0.333,,,0.451,,0.397,,,,,,0.376,,,,,0,0.4295,0.4295,0.407,0.397,0.376
04-19,,,,0.42,0.437,,,,,0.466,0.393,,,0.436,0.333,,,0.451,,0.397,,,,,,0.376,,,,,0,0.4285,0.4295,0.406666667,0.397,0.376
04-20,,,,0.419,0.437,,,,,0.465,0.393,,,0.437,0.333,,,0.451,,0.397,,,,,,0.376,,,,,0,0.428,0.429,0.407,0.397,0.376
04-21,,,,0.417,0.438,,,,,0.464,0.393,,,0.436,0.332,,,0.451,,0.397,,,,,,0.376,,,,,0,0.4275,0.4285,0.406333333,0.397,0.376
04-22,,,,0.417,0.437,,,,,0.464,0.391,,,0.438,0.332,,,0.451,,0.396,,,,,,0.376,,,,,0,0.427,0.4275,0.407,0.396,0.376
04-23,,,,0.417,0.437,,,,,0.464,0.391,,,0.436,0.332,,,0.45,,0.397,,,,,,0.376,,,,,0,0.427,0.4275,0.406,0.397,0.376
05-00,,,,0.416,0.437,,,,,0.463,0.391,,,0.435,0.332,,,0.45,,0.397,,,,,,0.376,,,,,0,0.4265,0.427,0.405666667,0.397,0.376
05-01,,,,0.417,0.437,,,,,0.463,0.392,,,0.435,0.331,,,0.449,,0.396,,,,,,0.376,,,,,0,0.427,0.4275,0.405,0.396,0.376
05-02,,,,0.418,0.438,,,,,0.462,0.392,,,0.435,0.331,,,0.449,,0.397,,,,,,0.376,,,,,0,0.428,0.427,0.405,0.397,0.376
05-03,,,,0.419,0.437,,,,,0.463,0.391,,,0.434,0.331,,,0.447,,0.396,,,,,,0.376,,,,,0,0.428,0.427,0.404,0.396,0.376
05-04,,,,0.42,0.437,,,,,0.463,0.391,,,0.434,0.331,,,0.447,,0.396,,,,,,0.376,,,,,0,0.4285,0.427,0.404,0.396,0.376
05-05,,,,0.419,0.437,,,,,0.463,0.392,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0,0.428,0.4275,0.404333333,0.396,0.376
05-06,,,,0.418,0.437,,,,,0.464,0.392,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0,0.4275,0.428,0.404333333,0.396,0.376
05-07,,,,0.419,0.437,,,,,0.463,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0,0.428,0.428,0.404333333,0.396,0.376
05-08,,,,0.419,0.437,,,,,0.463,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0,0.428,0.428,0.404333333,0.396,0.376
05-09,,,,0.42,0.437,,,,,0.464,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0,0.4285,0.4285,0.404333333,0.396,0.376
05-10,,,,0.42,0.437,,,,,0.464,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0,0.4285,0.4285,0.404333333,0.396,0.376
05-11,,,,0.419,0.437,,,,,0.464,0.393,,,0.435,0.331,,,0.447,,0.396,,,,,,0.375,,,,,0,0.428,0.4285,0.404333333,0.396,0.375
05-12,,,,0.419,0.437,,,,,0.464,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0,0.428,0.4285,0.404333333,0.396,0.375
05-13,,,,0.42,0.437,,,,,0.464,0.393,,,0.435,0.331,,,0.448,,0.396,,,,,,0.376,,,,,0,0.4285,0.4285,0.404666667,0.396,0.376
05-14,,,,0.416,0.437,,,,,0.463,0.393,,,0.434,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0,0.4265,0.428,0.404333333,0.396,0.375
05-15,,,,0.414,0.437,,,,,0.463,0.393,,,0.435,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0,0.4255,0.428,0.404666667,0.396,0.375
05-16,,,,0.414,0.437,,,,,0.464,0.393,,,0.435,0.331,,,0.448,,0.396,,,,,,0.375,,,,,0,0.4255,0.4285,0.404666667,0.396,0.375
05-17,,,,0.412,0.436,,,,,0.463,0.393,,,0.434,0.331,,,0.449,,0.395,,,,,,0.375,,,,,0,0.424,0.428,0.404666667,0.395,0.375
05-18,,,,0.411,0.436,,,,,0.462,0.393,,,0.434,0.331,,,0.447,,0.396,,,,,,0.375,,,,,0,0.4235,0.4275,0.404,0.396,0.375
05-19,,,,0.409,0.436,,,,,0.461,0.392,,,0.434,0.33,,,0.447,,0.396,,,,,,0.375,,,,,0,0.4225,0.4265,0.403666667,0.396,0.375
05-20,,,,0.408,0.435,,,,,0.461,0.392,,,0.433,0.33,,,0.447,,0.396,,,,,,0.375,,,,,0,0.4215,0.4265,0.403333333,0.396,0.375
05-21,,,,0.407,0.435,,,,,0.46,0.392,,,0.433,0.329,,,0.446,,0.395,,,,,,0.375,,,,,0,0.421,0.426,0.402666667,0.395,0.375
05-22,,,,0.407,0.435,,,,,0.46,0.392,,,0.431,0.329,,,0.445,,0.395,,,,,,0.375,,,,,0,0.421,0.426,0.401666667,0.395,0.375
05-23,,,,0.409,0.435,,,,,0.46,0.392,,,0.431,0.329,,,0.444,,0.396,,,,,,0.375,,,,,0,0.422,0.426,0.401333333,0.396,0.375
06-00,,,,0.409,0.435,,,,,0.459,0.392,,,0.432,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0,0.422,0.4255,0.401333333,0.395,0.375
06-01,,,,0.408,0.434,,,,,0.459,0.392,,,0.431,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0,0.421,0.4255,0.401,0.395,0.375
06-02,,,,0.407,0.435,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0,0.421,0.4255,0.400666667,0.395,0.375
06-03,,,,0.41,0.435,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0,0.4225,0.4255,0.400666667,0.395,0.375
06-04,,,,0.409,0.436,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0,0.4225,0.4255,0.400666667,0.395,0.375
06-05,,,,0.409,0.436,,,,,0.459,0.392,,,0.43,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0,0.4225,0.4255,0.400666667,0.395,0.375
06-06,,,,0.41,0.436,,,,,0.459,0.392,,,0.431,0.328,,,0.444,,0.396,,,,,,0.375,,,,,0,0.423,0.4255,0.401,0.396,0.375
06-07,,,,0.41,0.436,,,,,0.46,0.392,,,0.432,0.328,,,0.444,,0.395,,,,,,0.375,,,,,0,0.423,0.426,0.401333333,0.395,0.375
06-08,,,,0.41,0.436,,,,,0.46,0.392,,,0.432,0.328,,,0.444,,0.394,,,,,,0.375,,,,,0,0.423,0.426,0.401333333,0.394,0.375
06-09,,,,0.411,0.436,,,,,0.46,0.392,,,0.431,0.328,,,0.443,,0.395,,,,,,0.375,,,,,0,0.4235,0.426,0.400666667,0.395,0.375
06-10,,,,0.411,0.436,,,,,0.46,0.392,,,0.432,0.328,,,0.444,,0.395,,,,,,0.374,,,,,0,0.4235,0.426,0.401333333,0.395,0.374
06-11,,,,0.411,0.436,,,,,0.46,0.393,,,0.432,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0,0.4235,0.4265,0.401333333,0.395,0.375
06-12,,,,0.412,0.436,,,,,0.461,0.393,,,0.432,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0,0.424,0.427,0.401333333,0.395,0.375
06-13,,,,0.411,0.436,,,,,0.46,0.393,,,0.432,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0,0.4235,0.4265,0.401333333,0.395,0.375
06-14,,,,0.41,0.436,,,,,0.46,0.393,,,0.433,0.329,,,0.443,,0.395,,,,,,0.375,,,,,0,0.423,0.4265,0.401666667,0.395,0.375
06-15,,,,0.411,0.436,,,,,0.46,0.393,,,0.433,0.329,,,0.444,,0.395,,,,,,0.375,,,,,0,0.4235,0.4265,0.402,0.395,0.375
06-16,,,,0.41,0.436,,,,,0.461,0.393,,,0.433,0.329,,,0.443,,0.394,,,,,,0.375,,,,,0,0.423,0.427,0.401666667,0.394,0.375
06-17,,,,0.408,0.436,,,,,0.46,0.393,,,0.432,0.328,,,0.444,,0.394,,,,,,0.375,,,,,0,0.422,0.4265,0.401333333,0.394,0.375
06-18,,,,0.407,0.435,,,,,0.459,0.393,,,0.432,0.328,,,0.443,,0.395,,,,,,0.374,,,,,0,0.421,0.426,0.401,0.395,0.374
06-19,,,,0.407,0.435,,,,,0.458,0.392,,,0.431,0.328,,,0.443,,0.395,,,,,,0.374,,,,,0,0.421,0.425,0.400666667,0.395,0.374
06-20,,,,0.404,0.435,,,,,0.458,0.392,,,0.432,0.327,,,0.442,,0.395,,,,,,0.374,,,,,0,0.4195,0.425,0.400333333,0.395,0.374
06-21,,,,0.404,0.434,,,,,0.457,0.392,,,0.431,0.327,,,0.442,,0.395,,,,,,0.374,,,,,0,0.419,0.4245,0.4,0.395,0.374
06-22,,,,0.404,0.434,,,,,0.454,0.392,,,0.431,0.327,,,0.442,,0.394,,,,,,0.374,,,,,0,0.419,0.423,0.4,0.394,0.374
06-23,,,,0.404,0.434,,,,,0.451,0.392,,,0.431,0.326,,,0.442,,0.394,,,,,,0.374,,,,,0,0.419,0.4215,0.399666667,0.394,0.374
07-00,,,,0.404,0.434,,,,,0.451,0.392,,,0.432,0.326,,,0.441,,0.394,,,,,,0.374,,,,,0,0.419,0.4215,0.399666667,0.394,0.374
07-01,,,,0.405,0.434,,,,,0.451,0.392,,,0.43,0.326,,,0.44,,0.395,,,,,,0.375,,,,,0,0.4195,0.4215,0.398666667,0.395,0.375
07-02,,,,0.404,0.435,,,,,0.452,0.392,,,0.431,0.326,,,0.44,,0.394,,,,,,0.374,,,,,0,0.4195,0.422,0.399,0.394,0.374
07-03,,,,0.404,0.435,,,,,0.451,0.392,,,0.43,0.326,,,0.44,,0.394,,,,,,0.374,,,,,0,0.4195,0.4215,0.398666667,0.394,0.374
07-04,,,,0.405,0.435,,,,,0.452,0.392,,,0.43,0.326,,,0.44,,0.394,,,,,,0.374,,,,,0,0.42,0.422,0.398666667,0.394,0.374
07-05,,,,0.404,0.435,,,,,0.452,0.392,,,0.431,0.326,,,0.439,,0.394,,,,,,0.375,,,,,0,0.4195,0.422,0.398666667,0.394,0.375
07-06,,,,0.406,0.435,,,,,0.452,0.391,,,0.432,0.326,,,0.439,,0.394,,,,,,0.374,,,,,0,0.4205,0.4215,0.399,0.394,0.374
07-07,,,,0.406,0.435,,,,,0.453,0.391,,,0.431,0.326,,,0.44,,0.394,,,,,,0.374,,,,,0,0.4205,0.422,0.399,0.394,0.374
07-08,,,,0.407,0.435,,,,,0.453,0.392,,,0.431,0.326,,,0.439,,0.394,,,,,,0.374,,,,,0,0.421,0.4225,0.398666667,0.394,0.374
07-09,,,,0.406,0.435,,,,,0.452,0.391,,,0.43,0.326,,,0.44,,0.394,,,,,,0.374,,,,,0,0.4205,0.4215,0.398666667,0.394,0.374
07-10,,,,0.406,0.435,,,,,0.452,0.392,,,0.43,0.326,,,0.439,,0.394,,,,,,0.374,,,,,0,0.4205,0.422,0.398333333,0.394,0.374
07-11,,,,0.406,0.435,,,,,0.452,0.393,,,0.429,0.326,,,0.439,,0.394,,,,,,0.374,,,,,0,0.4205,0.4225,0.398,0.394,0.374
07-12,,,,0.405,0.435,,,,,0.453,0.393,,,0.43,0.326,,,0.438,,0.394,,,,,,0.374,,,,,0.3,0.42,0.423,0.398,0.394,0.374
07-13,,,,0.407,0.435,,,,,0.453,0.393,,,0.429,0.326,,,0.439,,0.394,,,,,,0.374,,,,,0,0.421,0.423,0.398,0.394,0.374
