DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
05-07,,,,0.357,0.372,,,,,0.38,0.348,,,0.403,0.32,,,0.421,,0.385,,,,,,0.357,,,,,0,0.3645,0.364,0.381333333,0.385,0.357
05-08,,,,0.356,0.373,,,,,0.38,0.349,,,0.403,0.32,,,0.421,,0.385,,,,,,0.357,,,,,0,0.3645,0.3645,0.381333333,0.385,0.357
05-09,,,,0.356,0.373,,,,,0.38,0.348,,,0.402,0.32,,,0.421,,0.384,,,,,,0.357,,,,,0,0.3645,0.364,0.381,0.384,0.357
05-10,,,,0.356,0.373,,,,,0.38,0.348,,,0.402,0.32,,,0.421,,0.385,,,,,,0.357,,,,,0,0.3645,0.364,0.381,0.385,0.357
05-11,,,,0.356,0.373,,,,,0.381,0.348,,,0.403,0.32,,,0.421,,0.385,,,,,,0.357,,,,,0,0.3645,0.3645,0.381333333,0.385,0.357
05-12,,,,0.356,0.373,,,,,0.38,0.348,,,0.402,0.32,,,0.421,,0.384,,,,,,0.357,,,,,0,0.3645,0.364,0.381,0.384,0.357
05-13,,,,0.356,0.372,,,,,0.38,0.349,,,0.403,0.32,,,0.421,,0.384,,,,,,0.357,,,,,0,0.364,0.3645,0.381333333,0.384,0.357
05-14,,,,0.355,0.372,,,,,0.38,0.349,,,,0.32,,,3.894,,3.447,,,,,,3.204,,,,,0,0.3635,0.3645,2.107,3.447,3.204
05-15,,,,0.354,0.372,,,,,0.379,0.349,,,0.403,0.32,,,0.422,,0.385,,,,,,0.357,,,,,0,0.363,0.364,0.381666667,0.385,0.357
05-16,,,,0.354,0.37,,,,,0.377,0.348,,,0.403,0.32,,,0.422,,0.385,,,,,,0.357,,,,,0,0.362,0.3625,0.381666667,0.385,0.357
05-17,,,,0.352,0.369,,,,,0.376,0.347,,,0.403,0.32,,,0.421,,0.384,,,,,,0.357,,,,,0,0.3605,0.3615,0.381333333,0.384,0.357
05-18,,,,0.351,0.367,,,,,0.375,0.346,,,3.727,0.319,,,,,3.553,,,,,,3.293,,,,,0,0.359,0.3605,2.023,3.553,3.293
05-19,,,,0.35,0.365,,,,,0.374,0.345,,,0.402,0.319,,,0.421,,0.385,,,,,,0.357,,,,,0,0.3575,0.3595,0.380666667,0.385,0.357
05-20,,,,0.348,0.364,,,,,0.373,0.344,,,0.402,0.318,,,0.421,,0.384,,,,,,0.356,,,,,0,0.356,0.3585,0.380333333,0.384,0.356
05-21,,,,0.347,0.363,,,,,0.372,0.343,,,0.401,0.318,,,0.42,,0.384,,,,,,0.356,,,,,0,0.355,0.3575,0.379666667,0.384,0.356
05-22,,,,0.347,0.363,,,,,0.372,0.342,,,0.401,0.317,,,0.42,,0.384,,,,,,0.356,,,,,0,0.355,0.357,0.379333333,0.384,0.356
05-23,,,,0.347,0.362,,,,,0.371,0.343,,,0.401,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.3545,0.357,0.379333333,0.384,0.355
06-00,,,,0.347,0.361,,,,,0.371,0.342,,,0.401,0.317,,,0.419,,0.384,,,,,,0.355,,,,,0,0.354,0.3565,0.379,0.384,0.355
06-01,,,,0.347,0.362,,,,,0.37,0.342,,,0.4,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.3545,0.356,0.379,0.384,0.355
06-02,,,,0.347,0.362,,,,,0.371,0.342,,,0.401,0.317,,,0.419,,0.384,,,,,,0.355,,,,,0,0.3545,0.3565,0.379,0.384,0.355
06-03,,,,0.347,0.36,,,,,0.371,0.342,,,0.401,0.317,,,0.419,,0.384,,,,,,0.355,,,,,0,0.3535,0.3565,0.379,0.384,0.355
06-04,,,,0.348,0.36,,,,,0.371,0.342,,,0.4,0.317,,,0.419,,0.384,,,,,,0.356,,,,,0,0.354,0.3565,0.378666667,0.384,0.356
06-05,,,,0.348,0.36,,,,,0.371,0.341,,,0.4,0.317,,,0.419,,0.384,,,,,,0.356,,,,,0,0.354,0.356,0.378666667,0.384,0.356
06-06,,,,0.347,0.36,,,,,0.371,0.341,,,0.4,0.317,,,0.419,,0.384,,,,,,0.356,,,,,0,0.3535,0.356,0.378666667,0.384,0.356
06-07,,,,0.348,0.36,,,,,0.372,0.341,,,0.401,0.317,,,0.419,,0.384,,,,,,0.356,,,,,0,0.354,0.3565,0.379,0.384,0.356
06-08,,,,0.347,0.36,,,,,0.372,0.341,,,0.401,0.318,,,0.419,,0.384,,,,,,0.355,,,,,0,0.3535,0.3565,0.379333333,0.384,0.355
06-09,,,,0.348,0.36,,,,,0.371,0.341,,,0.401,0.318,,,0.419,,0.384,,,,,,0.356,,,,,0,0.354,0.356,0.379333333,0.384,0.356
06-10,,,,0.347,0.36,,,,,0.37,0.341,,,0.401,0.318,,,0.42,,0.384,,,,,,0.356,,,,,0,0.3535,0.3555,0.379666667,0.384,0.356
06-11,,,,0.347,0.36,,,,,0.371,0.34,,,0.401,0.318,,,0.42,,0.384,,,,,,0.356,,,,,0.2,0.3535,0.3555,0.379666667,0.384,0.356
06-12,,,,0.348,0.36,,,,,0.371,0.341,,,0.401,0.318,,,0.419,,0.384,,,,,,0.355,,,,,0,0.354,0.356,0.379333333,0.384,0.355
06-13,,,,0.348,0.359,,,,,0.371,0.341,,,0.401,0.318,,,0.419,,0.384,,,,,,0.356,,,,,0,0.3535,0.356,0.379333333,0.384,0.356
06-14,,,,0.347,0.359,,,,,0.371,0.341,,,0.4,0.317,,,0.419,,0.384,,,,,,0.355,,,,,0,0.353,0.356,0.378666667,0.384,0.355
06-15,,,,0.346,0.359,,,,,0.371,0.341,,,0.401,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.3525,0.356,0.379333333,0.384,0.355
06-16,,,,0.346,0.358,,,,,0.37,0.339,,,0.401,0.318,,,0.419,,0.384,,,,,,0.355,,,,,0,0.352,0.3545,0.379333333,0.384,0.355
06-17,,,,0.346,0.358,,,,,0.37,0.34,,,3.591,0.318,,,0.42,,3.438,,,,,,0.356,,,,,0,0.352,0.355,1.443,3.438,0.356
06-18,,,,0.345,0.357,,,,,0.37,0.34,,,0.401,0.318,,,0.419,,0.384,,,,,,0.355,,,,,1,0.351,0.355,0.379333333,0.384,0.355
06-19,,,,0.346,,,,,,0.371,0.34,,,0.401,0.318,,,0.42,,0.384,,,,,,0.355,,,,,1.3,0.346,0.3555,0.379666667,0.384,0.355
06-20,,,,0.349,0.362,,,,,0.372,0.343,,,0.402,0.319,,,0.42,,0.384,,,,,,0.356,,,,,1.4,0.3555,0.3575,0.380333333,0.384,0.356
06-21,,,,0.35,0.364,,,,,0.373,0.344,,,0.402,0.318,,,0.42,,0.384,,,,,,0.356,,,,,0,0.357,0.3585,0.38,0.384,0.356
06-22,,,,0.35,0.364,,,,,0.373,0.344,,,0.402,0.319,,,0.42,,0.384,,,,,,0.357,,,,,0,0.357,0.3585,0.380333333,0.384,0.357
06-23,,,,0.35,0.364,,,,,0.372,0.344,,,0.402,0.319,,,0.42,,0.384,,,,,,0.357,,,,,0,0.357,0.358,0.380333333,0.384,0.357
07-00,,,,0.35,0.364,,,,,0.373,0.344,,,0.402,0.319,,,0.421,,0.384,,,,,,0.356,,,,,0,0.357,0.3585,0.380666667,0.384,0.356
07-01,,,,0.35,0.364,,,,,0.372,0.344,,,0.402,0.319,,,0.42,,0.384,,,,,,0.356,,,,,0,0.357,0.358,0.380333333,0.384,0.356
07-02,,,,0.35,0.364,,,,,0.372,0.344,,,0.402,0.319,,,0.42,,0.384,,,,,,0.356,,,,,0,0.357,0.358,0.380333333,0.384,0.356
07-03,,,,0.35,0.364,,,,,0.372,0.344,,,0.403,0.318,,,0.42,,0.384,,,,,,0.357,,,,,0,0.357,0.358,0.380333333,0.384,0.357
07-04,,,,0.35,0.364,,,,,0.372,0.344,,,0.402,0.318,,,0.42,,0.384,,,,,,0.357,,,,,0,0.357,0.358,0.38,0.384,0.357
07-05,,,,0.35,0.364,,,,,0.372,0.345,,,0.402,0.319,,,0.42,,0.384,,,,,,0.357,,,,,0,0.357,0.3585,0.380333333,0.384,0.357
07-06,,,,0.35,0.364,,,,,0.373,0.345,,,0.402,0.319,,,0.421,,0.384,,,,,,0.356,,,,,0,0.357,0.359,0.380666667,0.384,0.356
07-07,,,,0.35,0.364,,,,,0.372,0.345,,,0.402,0.318,,,0.421,,0.384,,,,,,0.356,,,,,0,0.357,0.3585,0.380333333,0.384,0.356
07-08,,,,0.35,0.364,,,,,0.373,0.345,,,0.402,0.319,,,0.42,,0.384,,,,,,0.356,,,,,0,0.357,0.359,0.380333333,0.384,0.356
07-09,,,,0.351,0.364,,,,,0.373,0.345,,,0.402,0.319,,,0.42,,0.384,,,,,,0.356,,,,,0,0.3575,0.359,0.380333333,0.384,0.356
07-10,,,,0.35,0.364,,,,,0.373,0.345,,,0.402,0.319,,,0.42,,0.384,,,,,,0.356,,,,,0,0.357,0.359,0.380333333,0.384,0.356
07-11,,,,0.35,0.364,,,,,0.373,0.345,,,0.402,0.319,,,0.421,,0.384,,,,,,0.356,,,,,0,0.357,0.359,0.380666667,0.384,0.356
07-12,,,,0.351,0.364,,,,,0.373,0.345,,,0.402,0.319,,,0.421,,0.384,,,,,,0.356,,,,,0,0.3575,0.359,0.380666667,0.384,0.356
07-13,,,,0.35,0.364,,,,,0.373,0.345,,,0.403,0.319,,,0.421,,0.384,,,,,,0.356,,,,,0,0.357,0.359,0.381,0.384,0.356
