DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
07-14,,,,0.35,0.363,,,,,0.372,0.345,,,0.403,0.318,,,0.421,,0.385,,,,,,0.356,,,,,0,0.3565,0.3585,0.380666667,0.385,0.356
07-15,,,,0.349,0.362,,,,,0.372,0.345,,,0.403,0.319,,,0.42,,0.384,,,,,,0.356,,,,,0,0.3555,0.3585,0.380666667,0.384,0.356
07-16,,,,0.349,0.362,,,,,0.372,0.345,,,0.403,0.318,,,0.421,,0.385,,,,,,0.356,,,,,0,0.3555,0.3585,0.380666667,0.385,0.356
07-17,,,,0.348,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.384,,,,,,0.356,,,,,0,0.355,0.358,0.379666667,0.384,0.356
07-18,,,,0.348,0.362,,,,,0.372,0.344,,,0.403,0.317,,,0.42,,0.384,,,,,,0.356,,,,,0,0.355,0.358,0.38,0.384,0.356
07-19,,,,0.347,0.361,,,,,0.372,0.343,,,0.402,0.318,,,0.42,,0.384,,,,,,0.355,,,,,0,0.354,0.3575,0.38,0.384,0.355
07-20,,,,0.346,0.36,,,,,0.372,0.343,,,0.402,0.317,,,0.419,,0.384,,,,,,0.356,,,,,0,0.353,0.3575,0.379333333,0.384,0.356
07-21,,,,0.347,0.361,,,,,0.371,0.343,,,0.402,0.317,,,0.42,,0.384,,,,,,0.355,,,,,1.3,0.354,0.357,0.379666667,0.384,0.355
07-22,,,,0.347,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.3545,0.358,0.379666667,0.384,0.355
07-23,,,,0.348,0.361,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.384,,,,,,0.356,,,,,0,0.3545,0.358,0.379666667,0.384,0.356
08-00,,,,0.348,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.383,,,,,,0.356,,,,,0,0.355,0.358,0.379666667,0.383,0.356
08-01,,,,0.348,0.361,,,,,0.372,0.344,,,0.401,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.3545,0.358,0.379333333,0.384,0.355
08-02,,,,0.348,0.362,,,,,0.372,0.344,,,0.401,0.317,,,0.42,,0.383,,,,,,0.356,,,,,0,0.355,0.358,0.379333333,0.383,0.356
08-03,,,,0.348,0.362,,,,,0.372,0.344,,,0.401,0.317,,,0.42,,0.383,,,,,,0.355,,,,,0,0.355,0.358,0.379333333,0.383,0.355
08-04,,,,0.348,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.355,0.358,0.379666667,0.384,0.355
08-05,,,,0.348,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.355,0.358,0.379666667,0.384,0.355
08-06,,,,0.348,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.384,,,,,,0.356,,,,,0,0.355,0.358,0.379666667,0.384,0.356
08-07,,,,0.349,0.362,,,,,0.373,0.344,,,0.402,0.317,,,0.42,,0.383,,,,,,0.355,,,,,0,0.3555,0.3585,0.379666667,0.383,0.355
08-08,,,,0.349,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.383,,,,,,0.355,,,,,0,0.3555,0.358,0.379666667,0.383,0.355
08-09,,,,0.349,0.362,,,,,0.372,0.345,,,0.402,0.317,,,0.419,,0.384,,,,,,0.355,,,,,0,0.3555,0.3585,0.379333333,0.384,0.355
08-10,,,,0.349,0.362,,,,,0.372,0.345,,,0.402,0.317,,,0.42,,0.383,,,,,,0.355,,,,,0,0.3555,0.3585,0.379666667,0.383,0.355
08-11,,,,0.35,0.362,,,,,0.372,0.345,,,0.402,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.356,0.3585,0.379666667,0.384,0.355
08-12,,,,0.349,0.362,,,,,0.372,0.345,,,0.402,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,0.3555,0.3585,0.379666667,0.384,0.355
08-13,,,,3.22,0.362,,,,,0.372,0.345,,,0.402,0.317,,,0.42,,0.384,,,,,,0.355,,,,,0,1.791,0.3585,0.379666667,0.384,0.355
08-14,,,,0.348,0.363,,,,,0.372,0.345,,,0.402,0.317,,,0.421,,0.384,,,,,,0.355,,,,,0,0.3555,0.3585,0.38,0.384,0.355
08-15,,,,0.348,0.362,,,,,0.372,0.345,,,0.402,0.316,,,0.42,,0.383,,,,,,0.355,,,,,0,0.355,0.3585,0.379333333,0.383,0.355
08-16,,,,0.348,0.362,,,,,0.372,0.345,,,0.403,0.317,,,0.42,,0.383,,,,,,0.354,,,,,0,0.355,0.3585,0.38,0.383,0.354
08-17,,,,0.347,0.362,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.383,,,,,,0.354,,,,,0,0.3545,0.358,0.379666667,0.383,0.354
08-18,,,,0.347,0.36,,,,,0.372,0.344,,,0.402,0.317,,,0.42,,0.384,,,,,,0.354,,,,,0,0.3535,0.358,0.379666667,0.384,0.354
08-19,,,,0.346,0.36,,,,,0.372,0.343,,,0.402,0.316,,,0.42,,0.384,,,,,,0.354,,,,,0,0.353,0.3575,0.379333333,0.384,0.354
08-20,,,,0.346,0.359,,,,,0.372,0.342,,,0.401,0.316,,,0.42,,0.384,,,,,,0.354,,,,,0,0.3525,0.357,0.379,0.384,0.354
08-21,,,,0.346,0.359,,,,,0.372,0.342,,,0.401,0.316,,,0.42,,0.384,,,,,,0.353,,,,,0,0.3525,0.357,0.379,0.384,0.353
08-22,,,,0.345,0.359,,,,,0.371,0.343,,,0.401,0.316,,,0.42,,0.384,,,,,,0.354,,,,,0,0.352,0.357,0.379,0.384,0.354
08-23,,,,0.345,0.358,,,,,0.37,0.343,,,0.401,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.3515,0.3565,0.378666667,0.383,0.354
09-00,,,,0.345,0.358,,,,,0.37,0.342,,,0.401,0.315,,,0.42,,0.383,,,,,,0.353,,,,,0,0.3515,0.356,0.378666667,0.383,0.353
09-01,,,,0.345,0.358,,,,,0.37,0.342,,,0.4,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.3515,0.356,0.378333333,0.383,0.354
09-02,,,,0.345,0.358,,,,,0.371,0.342,,,0.401,0.315,,,0.419,,0.383,,,,,,0.354,,,,,0,0.3515,0.3565,0.378333333,0.383,0.354
09-03,,,,0.345,0.358,,,,,0.371,0.342,,,0.401,0.315,,,0.419,,0.383,,,,,,0.354,,,,,0,0.3515,0.3565,0.378333333,0.383,0.354
09-04,,,,0.345,0.358,,,,,0.371,0.342,,,0.401,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.3515,0.3565,0.378666667,0.383,0.354
09-05,,,,0.345,0.357,,,,,0.371,0.342,,,0.401,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.351,0.3565,0.378666667,0.383,0.354
09-06,,,,0.345,0.357,,,,,0.37,0.342,,,0.402,0.315,,,0.419,,0.383,,,,,,0.354,,,,,0,0.351,0.356,0.378666667,0.383,0.354
09-07,,,,0.345,0.357,,,,,0.371,0.342,,,0.401,0.315,,,0.419,,0.383,,,,,,0.354,,,,,0,0.351,0.3565,0.378333333,0.383,0.354
09-08,,,,0.345,0.356,,,,,0.37,0.342,,,0.401,0.315,,,0.42,,0.383,,,,,,0.353,,,,,0,0.3505,0.356,0.378666667,0.383,0.353
09-09,,,,0.345,0.357,,,,,0.37,0.342,,,0.401,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.351,0.356,0.378666667,0.383,0.354
09-10,,,,0.345,0.357,,,,,0.37,0.342,,,0.401,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.351,0.356,0.378666667,0.383,0.354
09-11,,,,0.346,0.357,,,,,0.37,0.342,,,0.401,0.315,,,0.419,,0.383,,,,,,0.354,,,,,0,0.3515,0.356,0.378333333,0.383,0.354
09-12,,,,0.346,0.357,,,,,0.37,0.342,,,0.402,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.3515,0.356,0.379,0.383,0.354
09-13,,,,0.345,0.357,,,,,0.37,0.342,,,0.402,0.315,,,0.42,,0.383,,,,,,0.353,,,,,0,0.351,0.356,0.379,0.383,0.353
09-14,,,,0.345,0.357,,,,,0.37,0.342,,,0.402,0.316,,,0.42,,0.383,,,,,,0.354,,,,,0,0.351,0.356,0.379333333,0.383,0.354
09-15,,,,0.344,0.357,,,,,0.37,0.342,,,0.402,0.315,,,0.42,,0.383,,,,,,0.354,,,,,0,0.3505,0.356,0.379,0.383,0.354
09-16,,,,0.345,0.356,,,,,0.37,0.341,,,0.401,0.315,,,0.419,,0.383,,,,,,0.354,,,,,0,0.3505,0.3555,0.378333333,0.383,0.354
09-17,,,,0.344,0.356,,,,,0.37,0.34,,,0.402,0.315,,,0.42,,0.382,,,,,,0.353,,,,,0,0.35,0.355,0.379,0.382,0.353
09-18,,,,0.342,0.355,,,,,0.369,0.34,,,0.401,0.315,,,0.419,,0.383,,,,,,0.354,,,,,0,0.3485,0.3545,0.378333333,0.383,0.354
09-19,,,,0.341,0.353,,,,,0.368,0.338,,,0.401,0.315,,,0.42,,0.383,,,,,,0.353,,,,,0,0.347,0.353,0.378666667,0.383,0.353
09-20,,,,0.339,0.353,,,,,0.367,0.338,,,0.401,0.314,,,0.42,,0.382,,,,,,0.353,,,,,0,0.346,0.3525,0.378333333,0.382,0.353
09-21,,,,0.339,0.352,,,,,0.367,0.337,,,0.401,0.313,,,0.419,,0.383,,,,,,0.353,,,,,0,0.3455,0.352,0.377666667,0.383,0.353
09-22,,,,0.339,0.351,,,,,0.366,0.336,,,0.4,0.312,,,0.419,,0.382,,,,,,0.353,,,,,0,0.345,0.351,0.377,0.382,0.353
09-23,,,,0.338,0.35,,,,,0.366,0.336,,,0.4,0.312,,,0.419,,0.382,,,,,,0.353,,,,,0,0.344,0.351,0.377,0.382,0.353
10-00,,,,0.339,0.35,,,,,0.366,0.337,,,0.4,0.312,,,0.419,,0.382,,,,,,0.353,,,,,0,0.3445,0.3515,0.377,0.382,0.353
10-01,,,,0.339,0.351,,,,,0.366,0.336,,,0.401,0.312,,,0.419,,0.382,,,,,,0.353,,,,,0,0.345,0.351,0.377333333,0.382,0.353
10-02,,,,0.338,0.35,,,,,0.366,0.335,,,0.4,0.312,,,0.418,,0.382,,,,,,0.353,,,,,0,0.344,0.3505,0.376666667,0.382,0.353
10-03,,,,0.339,0.349,,,,,0.365,0.335,,,0.4,0.312,,,0.418,,0.382,,,,,,0.353,,,,,0,0.344,0.35,0.376666667,0.382,0.353
10-04,,,,0.345,0.36,,,,,0.371,0.343,,,0.402,0.314,,,0.419,,0.383,,,,,,0.354,,,,,16.1,0.3525,0.357,0.378333333,0.383,0.354
10-05,,,,0.363,0.39,,,,,0.391,0.362,,,0.432,0.318,,,0.435,,0.385,,,,,,0.358,,,,,2.4,0.3765,0.3765,0.395,0.385,0.358
10-06,,,,0.367,0.394,,,,,0.397,0.364,,,0.436,0.319,,,0.441,,0.385,,,,,,0.358,,,,,0,0.3805,0.3805,0.398666667,0.385,0.358
10-07,,,,0.369,0.396,,,,,0.399,0.365,,,0.437,0.319,,,0.442,,0.386,,,,,,0.358,,,,,0,0.3825,0.382,0.399333333,0.386,0.358
10-08,,,,0.373,0.398,,,,,0.401,0.366,,,0.438,0.319,,,0.443,,0.385,,,,,,0.358,,,,,5.7,0.3855,0.3835,0.4,0.385,0.358
10-09,,,,0.451,0.404,,,,,0.457,0.368,,,0.438,0.321,,,0.444,,0.386,,,,,,0.359,,,,,5.4,0.4275,0.4125,0.401,0.386,0.359
10-10,,,,0.46,0.405,,,,,0.459,0.369,,,0.439,0.321,,,0.444,,0.386,,,,,,0.359,,,,,0,0.4325,0.414,0.401333333,0.386,0.359
10-11,,,,0.453,0.407,,,,,0.446,0.369,,,0.438,0.321,,,0.445,,0.386,,,,,,0.359,,,,,0.3,0.43,0.4075,0.401333333,0.386,0.359
10-12,,,,0.445,0.407,,,,,0.445,0.371,,,0.439,0.321,,,0.445,,0.386,,,,,,0.359,,,,,0,0.426,0.408,0.401666667,0.386,0.359
10-13,,,,0.442,0.406,,,,,0.445,0.371,,,0.439,0.321,,,0.445,,0.386,,,,,,0.359,,,,,0,0.424,0.408,0.401666667,0.386,0.359
10-14,,,,0.441,0.406,,,,,0.445,0.372,,,0.44,0.321,,,0.445,,0.386,,,,,,0.359,,,,,0,0.4235,0.4085,0.402,0.386,0.359
10-15,,,,0.441,0.408,,,,,0.445,0.372,,,0.44,0.321,,,0.446,,0.387,,,,,,0.359,,,,,0,0.4245,0.4085,0.402333333,0.387,0.359
10-16,,,,0.44,0.408,,,,,0.446,0.373,,,0.441,0.322,,,0.445,,0.386,,,,,,0.359,,,,,0,0.424,0.4095,0.402666667,0.386,0.359
10-17,,,,0.431,0.407,,,,,0.446,0.373,,,4.095,0.322,,,0.446,,3.571,,,,,,0.359,,,,,0,0.419,0.4095,1.621,3.571,0.359
10-18,,,,0.428,0.408,,,,,0.447,0.373,,,0.44,0.323,,,0.446,,0.386,,,,,,0.358,,,,,0,0.418,0.41,0.403,0.386,0.358
10-19,,,,0.427,0.409,,,,,0.446,0.375,,,0.44,0.323,,,0.446,,0.386,,,,,,0.359,,,,,0,0.418,0.4105,0.403,0.386,0.359
10-20,,,,0.426,0.409,,,,,0.445,0.375,,,0.44,0.322,,,0.446,,0.386,,,,,,0.359,,,,,0,0.4175,0.41,0.402666667,0.386,0.359
10-21,,,,0.426,0.409,,,,,0.445,0.375,,,0.44,0.323,,,0.446,,0.386,,,,,,0.359,,,,,0,0.4175,0.41,0.403,0.386,0.359
10-22,,,,0.425,0.409,,,,,0.444,0.374,,,0.441,0.323,,,0.446,,0.386,,,,,,0.358,,,,,0,0.417,0.409,0.403333333,0.386,0.358
10-23,,,,0.425,0.409,,,,,0.443,0.374,,,0.439,0.323,,,0.447,,0.387,,,,,,0.359,,,,,0,0.417,0.4085,0.403,0.387,0.359
11-00,,,,0.424,0.409,,,,,0.442,0.373,,,0.44,0.323,,,0.447,,0.387,,,,,,0.358,,,,,0,0.4165,0.4075,0.403333333,0.387,0.358
11-01,,,,0.424,0.409,,,,,0.443,0.374,,,0.44,0.323,,,0.446,,0.387,,,,,,0.358,,,,,0,0.4165,0.4085,0.403,0.387,0.358
11-02,,,,0.425,0.409,,,,,0.442,0.375,,,0.44,0.323,,,0.446,,0.387,,,,,,0.358,,,,,0,0.417,0.4085,0.403,0.387,0.358
11-03,,,,0.424,0.409,,,,,0.441,0.375,,,0.441,0.323,,,0.447,,0.386,,,,,,0.359,,,,,0,0.4165,0.408,0.403666667,0.386,0.359
11-04,,,,0.424,0.409,,,,,0.441,0.375,,,0.44,0.323,,,0.446,,0.386,,,,,,0.359,,,,,0,0.4165,0.408,0.403,0.386,0.359
11-05,,,,0.424,0.41,,,,,0.441,0.375,,,0.44,0.323,,,0.447,,0.386,,,,,,0.358,,,,,0,0.417,0.408,0.403333333,0.386,0.358
11-06,,,,0.425,0.41,,,,,0.44,0.375,,,0.44,0.323,,,0.447,,0.386,,,,,,0.358,,,,,0,0.4175,0.4075,0.403333333,0.386,0.358
11-07,,,,0.425,0.411,,,,,0.44,0.375,,,0.441,0.323,,,0.447,,0.386,,,,,,0.358,,,,,0,0.418,0.4075,0.403666667,0.386,0.358
11-08,,,,0.425,0.411,,,,,0.439,0.375,,,0.441,0.323,,,0.447,,0.386,,,,,,0.358,,,,,0,0.418,0.407,0.403666667,0.386,0.358
11-09,,,,0.425,0.41,,,,,0.439,0.374,,,0.441,0.323,,,0.447,,0.387,,,,,,0.358,,,,,0,0.4175,0.4065,0.403666667,0.387,0.358
11-10,,,,0.424,0.41,,,,,0.438,0.374,,,0.441,0.324,,,0.447,,0.386,,,,,,0.358,,,,,0,0.417,0.406,0.404,0.386,0.358
11-11,,,,0.424,0.41,,,,,0.438,0.374,,,0.44,0.324,,,0.447,,0.386,,,,,,0.358,,,,,0,0.417,0.406,0.403666667,0.386,0.358
11-12,,,,0.424,0.41,,,,,0.438,0.374,,,0.441,0.324,,,0.448,,0.386,,,,,,0.359,,,,,0,0.417,0.406,0.404333333,0.386,0.359
11-13,,,,0.424,0.41,,,,,0.437,0.374,,,0.44,0.324,,,0.448,,0.387,,,,,,0.359,,,,,0,0.417,0.4055,0.404,0.387,0.359
11-14,,,,0.424,0.411,,,,,0.438,0.374,,,0.441,0.323,,,0.448,,0.387,,,,,,0.358,,,,,0,0.4175,0.406,0.404,0.387,0.358
11-15,,,,0.423,0.411,,,,,0.437,0.374,,,0.442,0.324,,,0.448,,0.386,,,,,,0.358,,,,,0,0.417,0.4055,0.404666667,0.386,0.358
11-16,,,,0.423,0.411,,,,,0.437,0.374,,,0.441,0.324,,,0.448,,0.387,,,,,,0.358,,,,,0.3,0.417,0.4055,0.404333333,0.387,0.358
11-17,,,,0.422,0.412,,,,,0.437,0.374,,,0.441,0.323,,,0.448,,0.387,,,,,,0.359,,,,,0.6,0.417,0.4055,0.404,0.387,0.359
11-18,,,,0.422,0.412,,,,,0.438,0.374,,,0.441,0.323,,,0.448,,0.387,,,,,,0.359,,,,,0,0.417,0.406,0.404,0.387,0.359
11-19,,,,0.423,0.412,,,,,0.437,0.374,,,0.441,0.323,,,0.449,,0.387,,,,,,0.359,,,,,0,0.4175,0.4055,0.404333333,0.387,0.359
11-20,,,,0.422,0.412,,,,,0.438,0.374,,,0.441,0.323,,,0.448,,0.386,,,,,,0.358,,,,,0,0.417,0.406,0.404,0.386,0.358
11-21,,,,0.422,0.412,,,,,0.438,0.375,,,0.441,0.324,,,0.448,,0.386,,,,,,0.358,,,,,0,0.417,0.4065,0.404333333,0.386,0.358
11-22,,,,0.423,0.412,,,,,0.438,0.375,,,0.441,0.324,,,0.448,,0.386,,,,,,0.358,,,,,0,0.4175,0.4065,0.404333333,0.386,0.358
11-23,,,,0.422,0.413,,,,,0.437,0.375,,,0.442,0.324,,,0.448,,0.387,,,,,,0.358,,,,,0,0.4175,0.406,0.404666667,0.387,0.358
12-00,,,,0.422,0.412,,,,,0.437,0.375,,,0.44,0.323,,,0.448,,0.386,,,,,,0.358,,,,,0,0.417,0.406,0.403666667,0.386,0.358
12-01,,,,0.422,0.412,,,,,0.437,0.376,,,0.442,0.323,,,0.448,,0.386,,,,,,0.358,,,,,0,0.417,0.4065,0.404333333,0.386,0.358
12-02,,,,0.422,0.413,,,,,0.438,0.376,,,0.441,0.324,,,0.448,,0.386,,,,,,0.358,,,,,0,0.4175,0.407,0.404333333,0.386,0.358
12-03,,,,0.423,0.412,,,,,0.438,0.376,,,0.441,0.323,,,0.448,,0.386,,,,,,0.358,,,,,0,0.4175,0.407,0.404,0.386,0.358
12-04,,,,0.422,0.413,,,,,0.438,0.376,,,0.441,0.323,,,0.448,,0.386,,,,,,0.359,,,,,0,0.4175,0.407,0.404,0.386,0.359
12-05,,,,0.422,0.413,,,,,0.438,0.376,,,0.441,0.324,,,0.448,,0.387,,,,,,0.358,,,,,0,0.4175,0.407,0.404333333,0.387,0.358
12-06,,,,0.423,0.413,,,,,0.438,0.376,,,0.441,0.323,,,0.448,,0.387,,,,,,0.358,,,,,0,0.418,0.407,0.404,0.387,0.358
12-07,,,,0.423,0.413,,,,,0.439,0.376,,,0.44,0.324,,,0.448,,0.386,,,,,,0.358,,,,,0,0.418,0.4075,0.404,0.386,0.358
12-08,,,,0.424,0.413,,,,,0.439,0.376,,,0.441,0.324,,,0.449,,0.387,,,,,,0.358,,,,,0,0.4185,0.4075,0.404666667,0.387,0.358
12-09,,,,0.423,0.413,,,,,0.438,0.377,,,0.442,0.323,,,0.449,,0.387,,,,,,0.358,,,,,0,0.418,0.4075,0.404666667,0.387,0.358
12-10,,,,0.422,0.413,,,,,0.439,0.378,,,0.441,0.323,,,0.449,,0.386,,,,,,0.358,,,,,0,0.4175,0.4085,0.404333333,0.386,0.358
12-11,,,,0.423,0.414,,,,,0.439,0.377,,,0.441,0.323,,,0.45,,0.387,,,,,,0.358,,,,,0,0.4185,0.408,0.404666667,0.387,0.358
12-12,,,,0.423,0.415,,,,,0.439,0.377,,,0.441,0.323,,,0.448,,0.387,,,,,,0.358,,,,,0,0.419,0.408,0.404,0.387,0.358
12-13,,,,0.423,0.415,,,,,0.439,0.377,,,0.441,0.323,,,0.449,,0.387,,,,,,0.358,,,,,0,0.419,0.408,0.404333333,0.387,0.358
12-14,,,,0.423,0.415,,,,,0.439,0.377,,,0.44,0.323,,,0.448,,0.387,,,,,,0.358,,,,,0,0.419,0.408,0.403666667,0.387,0.358
12-15,,,,0.422,0.415,,,,,0.439,0.377,,,0.44,0.323,,,0.448,,0.386,,,,,,0.358,,,,,0,0.4185,0.408,0.403666667,0.386,0.358
12-16,,,,0.42,0.414,,,,,0.438,0.378,,,0.44,0.323,,,0.448,,0.386,,,,,,0.358,,,,,0,0.417,0.408,0.403666667,0.386,0.358
12-17,,,,0.418,0.414,,,,,0.439,0.378,,,0.437,0.323,,,0.449,,0.386,,,,,,0.357,,,,,0,0.416,0.4085,0.403,0.386,0.357
12-18,,,,0.415,0.413,,,,,0.437,0.377,,,0.413,0.323,,,0.446,,0.386,,,,,,0.358,,,,,0,0.414,0.407,0.394,0.386,0.358
12-19,,,,0.41,0.414,,,,,0.436,0.376,,,0.413,0.323,,,0.446,,0.386,,,,,,0.358,,,,,0,0.412,0.406,0.394,0.386,0.358
12-20,,,,0.41,0.412,,,,,0.435,0.376,,,0.412,0.323,,,0.444,,0.386,,,,,,0.357,,,,,0,0.411,0.4055,0.393,0.386,0.357
12-21,,,,0.409,0.412,,,,,0.434,0.375,,,0.412,0.323,,,0.444,,0.386,,,,,,0.357,,,,,0,0.4105,0.4045,0.393,0.386,0.357
12-22,,,,0.408,0.412,,,,,0.434,0.375,,,0.411,0.322,,,0.443,,0.386,,,,,,0.357,,,,,0,0.41,0.4045,0.392,0.386,0.357
12-23,,,,0.408,0.412,,,,,0.434,0.374,,,0.41,0.323,,,0.442,,0.386,,,,,,0.357,,,,,0,0.41,0.404,0.391666667,0.386,0.357
13-00,,,,0.409,0.412,,,,,0.434,0.374,,,3.931,0.322,,,0.441,,0.386,,,,,,0.357,,,,,0,0.4105,0.404,1.564666667,0.386,0.357
13-01,,,,0.409,0.412,,,,,0.435,0.374,,,0.41,0.322,,,0.44,,0.386,,,,,,0.357,,,,,0,0.4105,0.4045,0.390666667,0.386,0.357
13-02,,,,0.399,0.412,,,,,0.434,0.375,,,0.41,0.322,,,0.44,,0.386,,,,,,0.357,,,,,0,0.4055,0.4045,0.390666667,0.386,0.357
13-03,,,,0.398,0.414,,,,,0.433,0.376,,,0.41,0.323,,,0.44,,0.386,,,,,,0.357,,,,,0.2,0.406,0.4045,0.391,0.386,0.357
13-04,,,,0.399,0.414,,,,,0.434,0.376,,,0.41,0.323,,,0.44,,0.386,,,,,,0.357,,,,,0,0.4065,0.405,0.391,0.386,0.357
13-05,,,,0.399,0.413,,,,,0.435,0.376,,,0.41,0.322,,,0.439,,0.386,,,,,,0.357,,,,,0,0.406,0.4055,0.390333333,0.386,0.357
13-06,,,,0.399,0.413,,,,,0.436,0.376,,,0.41,0.322,,,0.44,,0.386,,,,,,0.357,,,,,0,0.406,0.406,0.390666667,0.386,0.357
13-07,,,,0.4,0.415,,,,,0.435,0.378,,,0.41,0.323,,,0.441,,0.386,,,,,,0.357,,,,,0,0.4075,0.4065,0.391333333,0.386,0.357
13-08,,,,0.4,0.415,,,,,0.437,0.378,,,0.411,0.323,,,0.441,,0.386,,,,,,0.357,,,,,0,0.4075,0.4075,0.391666667,0.386,0.357
13-09,,,,0.4,0.415,,,,,0.437,0.378,,,0.41,0.323,,,0.441,,0.386,,,,,,0.357,,,,,0,0.4075,0.4075,0.391333333,0.386,0.357
13-10,,,,0.4,0.415,,,,,0.436,0.378,,,0.41,0.324,,,0.44,,0.386,,,,,,0.357,,,,,0,0.4075,0.407,0.391333333,0.386,0.357
13-11,,,,0.399,0.415,,,,,0.437,0.378,,,0.411,0.324,,,0.44,,0.386,,,,,,0.358,,,,,0,0.407,0.4075,0.391666667,0.386,0.358
13-12,,,,0.399,0.415,,,,,0.438,0.377,,,0.41,0.323,,,0.44,,0.386,,,,,,0.358,,,,,0,0.407,0.4075,0.391,0.386,0.358
13-13,,,,0.4,0.415,,,,,0.438,0.378,,,0.41,0.323,,,0.44,,0.386,,,,,,0.357,,,,,0,0.4075,0.408,0.391,0.386,0.357
13-14,,,,0.399,0.415,,,,,0.438,0.377,,,3.801,0.323,,,0.439,,3.57,,,,,,0.357,,,,,0,0.407,0.4075,1.521,3.57,0.357
13-15,,,,0.398,0.414,,,,,0.437,0.378,,,0.41,0.323,,,0.439,,0.386,,,,,,0.357,,,,,0,0.406,0.4075,0.390666667,0.386,0.357
13-16,,,,0.397,0.413,,,,,0.437,0.378,,,0.41,0.323,,,0.433,,0.386,,,,,,0.357,,,,,0,0.405,0.4075,0.388666667,0.386,0.357
13-17,,,,0.397,0.413,,,,,0.435,0.378,,,0.41,0.322,,,0.433,,0.386,,,,,,0.357,,,,,0,0.405,0.4065,0.388333333,0.386,0.357
13-18,,,,0.396,0.413,,,,,0.435,0.378,,,0.409,0.322,,,0.432,,0.386,,,,,,0.357,,,,,0,0.4045,0.4065,0.387666667,0.386,0.357
13-19,,,,0.396,0.413,,,,,0.434,0.377,,,0.408,0.322,,,0.432,,0.386,,,,,,0.357,,,,,0,0.4045,0.4055,0.387333333,0.386,0.357
13-20,,,,0.395,0.412,,,,,0.434,0.376,,,0.408,0.321,,,0.431,,0.385,,,,,,0.357,,,,,0,0.4035,0.405,0.386666667,0.385,0.357
13-21,,,,0.395,0.413,,,,,0.431,0.376,,,3.774,0.321,,,4.291,,0.386,,,,,,0.357,,,,,0,0.404,0.4035,2.795333333,0.386,0.357
13-22,,,,0.395,0.412,,,,,0.429,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.356,,,,,0,0.4035,0.4025,0.385666667,0.385,0.356
13-23,,,,0.395,0.413,,,,,0.428,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.356,,,,,0,0.404,0.402,0.385666667,0.385,0.356
14-00,,,,0.395,0.412,,,,,0.428,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.356,,,,,0,0.4035,0.402,0.385666667,0.385,0.356
14-01,,,,0.395,0.412,,,,,0.429,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.356,,,,,0,0.4035,0.4025,0.385666667,0.385,0.356
14-02,,,,0.395,0.413,,,,,0.428,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.357,,,,,0,0.404,0.402,0.385666667,0.385,0.357
14-03,,,,0.395,0.413,,,,,0.428,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.357,,,,,0,0.404,0.402,0.385666667,0.385,0.357
14-04,,,,0.395,0.413,,,,,0.429,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.357,,,,,0,0.404,0.4025,0.385666667,0.385,0.357
14-05,,,,0.395,0.413,,,,,0.429,0.376,,,0.407,0.321,,,0.429,,0.385,,,,,,0.356,,,,,0,0.404,0.4025,0.385666667,0.385,0.356
