DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
08-03,,,,0.095,,,,,,0.103,,,,0.104,0.075,,,0.099,,0.103,,,,,,0.184,,,,,0,0.095,0.103,0.092666667,0.103,0.184
08-04,,,,0.095,,,,,,0.102,,,,0.104,0.076,,,0.099,,0.103,,,,,,0.184,,,,,0,0.095,0.102,0.093,0.103,0.184
08-05,,,,0.095,,,,,,0.103,,,,0.104,0.074,,,0.099,,0.103,,,,,,0.184,,,,,0,0.095,0.103,0.092333333,0.103,0.184
08-06,,,,0.095,,,,,,0.102,,,,0.104,0.074,,,0.099,,0.102,,,,,,0.184,,,,,0,0.095,0.102,0.092333333,0.102,0.184
08-07,,,,0.094,,,,,,0.102,,,,0.103,0.074,,,0.098,,0.102,,,,,,0.184,,,,,0,0.094,0.102,0.091666667,0.102,0.184
08-08,,,,0.094,,,,,,0.102,,,,0.103,0.074,,,0.098,,0.102,,,,,,0.184,,,,,0,0.094,0.102,0.091666667,0.102,0.184
08-09,,,,0.095,,,,,,0.102,,,,0.103,0.071,,,0.098,,0.102,,,,,,0.185,,,,,0,0.095,0.102,0.090666667,0.102,0.185
08-10,,,,0.094,,,,,,0.102,,,,0.103,0.074,,,0.098,,0.102,,,,,,0.184,,,,,0,0.094,0.102,0.091666667,0.102,0.184
08-11,,,,0.094,,,,,,0.102,,,,0.103,0.075,,,0.098,,0.101,,,,,,0.184,,,,,0,0.094,0.102,0.092,0.101,0.184
08-12,,,,0.094,,,,,,0.101,,,,0.103,0.074,,,0.098,,0.101,,,,,,0.185,,,,,0,0.094,0.101,0.091666667,0.101,0.185
08-13,,,,0.094,,,,,,0.101,,,,0.103,0.072,,,0.098,,0.101,,,,,,0.185,,,,,0,0.094,0.101,0.091,0.101,0.185
08-14,,,,0.094,,,,,,0.101,,,,0.103,0.073,,,0.098,,0.101,,,,,,0.184,,,,,0,0.094,0.101,0.091333333,0.101,0.184
08-15,,,,0.093,,,,,,0.101,,,,0.102,0.072,,,0.097,,0.101,,,,,,0.184,,,,,0,0.093,0.101,0.090333333,0.101,0.184
08-16,,,,0.093,,,,,,0.1,,,,0.102,0.074,,,0.097,,0.101,,,,,,0.184,,,,,0,0.093,0.1,0.091,0.101,0.184
08-17,,,,0.093,,,,,,0.099,,,,0.101,0.073,,,0.097,,0.1,,,,,,0.183,,,,,0,0.093,0.099,0.090333333,0.1,0.183
08-18,,,,0.093,,,,,,0.099,,,,0.101,0.072,,,0.096,,0.099,,,,,,0.183,,,,,0,0.093,0.099,0.089666667,0.099,0.183
08-19,,,,0.092,,,,,,0.098,,,,0.1,0.07,,,0.096,,0.099,,,,,,0.183,,,,,0,0.092,0.098,0.088666667,0.099,0.183
08-20,,,,0.091,,,,,,0.098,,,,0.1,0.07,,,0.095,,0.098,,,,,,0.183,,,,,0,0.091,0.098,0.088333333,0.098,0.183
08-21,,,,0.091,,,,,,0.097,,,,0.098,0.07,,,0.094,,0.098,,,,,,0.183,,,,,0,0.091,0.097,0.087333333,0.098,0.183
08-22,,,,0.091,,,,,,0.097,,,,0.098,0.069,,,0.093,,0.098,,,,,,0.183,,,,,0,0.091,0.097,0.086666667,0.098,0.183
08-23,,,,0.09,,,,,,0.096,,,,0.098,0.071,,,0.093,,0.097,,,,,,0.183,,,,,0,0.09,0.096,0.087333333,0.097,0.183
09-00,,,,0.09,,,,,,0.096,,,,0.097,0.07,,,0.093,,0.097,,,,,,0.183,,,,,0,0.09,0.096,0.086666667,0.097,0.183
09-01,,,,0.09,,,,,,0.096,,,,0.098,0.069,,,0.093,,0.097,,,,,,0.183,,,,,0,0.09,0.096,0.086666667,0.097,0.183
09-02,,,,0.089,,,,,,0.096,,,,0.097,0.07,,,0.093,,0.097,,,,,,0.183,,,,,0,0.089,0.096,0.086666667,0.097,0.183
09-03,,,,0.089,,,,,,0.096,,,,0.097,0.069,,,0.092,,0.097,,,,,,0.183,,,,,0,0.089,0.096,0.086,0.097,0.183
09-04,,,,0.09,,,,,,0.096,,,,0.097,0.069,,,0.092,,0.096,,,,,,0.183,,,,,0,0.09,0.096,0.086,0.096,0.183
09-05,,,,0.089,,,,,,0.095,,,,0.097,0.066,,,0.092,,0.096,,,,,,0.183,,,,,0,0.089,0.095,0.085,0.096,0.183
09-06,,,,0.089,,,,,,0.096,,,,0.097,0.068,,,0.092,,0.096,,,,,,0.183,,,,,0,0.089,0.096,0.085666667,0.096,0.183
09-07,,,,0.089,,,,,,0.095,,,,0.096,0.067,,,0.092,,0.096,,,,,,0.182,,,,,0,0.089,0.095,0.085,0.096,0.182
09-08,,,,0.089,,,,,,0.095,,,,0.097,0.068,,,0.092,,0.096,,,,,,0.183,,,,,0,0.089,0.095,0.085666667,0.096,0.183
09-09,,,,0.089,,,,,,0.095,,,,0.097,0.067,,,0.091,,0.096,,,,,,0.183,,,,,0,0.089,0.095,0.085,0.096,0.183
09-10,,,,0.089,,,,,,0.095,,,,0.097,0.066,,,0.092,,0.095,,,,,,0.183,,,,,0,0.089,0.095,0.085,0.095,0.183
09-11,,,,0.089,,,,,,0.095,,,,0.096,0.067,,,0.091,,0.095,,,,,,0.183,,,,,0.2,0.089,0.095,0.084666667,0.095,0.183
09-12,,,,0.089,,,,,,0.095,,,,0.097,0.068,,,0.091,,0.095,,,,,,0.183,,,,,0,0.089,0.095,0.085333333,0.095,0.183
09-13,,,,0.089,,,,,,0.095,,,,0.096,0.069,,,0.091,,0.095,,,,,,0.183,,,,,0,0.089,0.095,0.085333333,0.095,0.183
09-14,,,,0.088,,,,,,0.094,,,,0.096,0.067,,,0.091,,0.095,,,,,,0.183,,,,,0,0.088,0.094,0.084666667,0.095,0.183
09-15,,,,0.088,,,,,,0.094,,,,0.096,0.067,,,0.09,,0.095,,,,,,0.183,,,,,0,0.088,0.094,0.084333333,0.095,0.183
09-16,,,,0.088,,,,,,0.093,,,,0.095,0.068,,,0.09,,0.094,,,,,,0.182,,,,,0,0.088,0.093,0.084333333,0.094,0.182
09-17,,,,0.087,,,,,,0.092,,,,0.094,0.066,,,0.089,,0.094,,,,,,0.182,,,,,0,0.087,0.092,0.083,0.094,0.182
09-18,,,,0.086,,,,,,0.092,,,,0.094,,,,0.088,,0.093,,,,,,0.182,,,,,,0.086,0.092,0.091,0.093,0.182
09-19,,,,0.086,,,,,,0.091,,,,0.093,,,,0.088,,0.093,,,,,,0.181,,,,,,0.086,0.091,0.0905,0.093,0.181
09-20,,,,0.086,,,,,,0.09,,,,0.092,0.061,,,0.087,,0.092,,,,,,0.181,,,,,0,0.086,0.09,0.08,0.092,0.181
09-21,,,,0.085,,,,,,0.089,,,,0.091,0.06,,,0.086,,0.092,,,,,,0.181,,,,,0,0.085,0.089,0.079,0.092,0.181
09-22,,,,0.085,,,,,,0.089,,,,0.09,0.061,,,0.086,,0.092,,,,,,0.181,,,,,0,0.085,0.089,0.079,0.092,0.181
09-23,,,,0.084,,,,,,0.088,,,,0.09,0.062,,,0.086,,0.091,,,,,,0.181,,,,,0,0.084,0.088,0.079333333,0.091,0.181
10-00,,,,0.083,,,,,,0.088,,,,0.09,0.061,,,0.085,,0.091,,,,,,0.182,,,,,0,0.083,0.088,0.078666667,0.091,0.182
10-01,,,,0.083,,,,,,0.088,,,,0.089,0.06,,,0.085,,0.09,,,,,,0.182,,,,,0,0.083,0.088,0.078,0.09,0.182
10-02,,,,0.083,,,,,,0.088,,,,0.089,0.061,,,0.085,,0.091,,,,,,0.181,,,,,0,0.083,0.088,0.078333333,0.091,0.181
10-03,,,,0.083,,,,,,0.088,,,,0.089,0.06,,,0.084,,0.09,,,,,,0.182,,,,,0,0.083,0.088,0.077666667,0.09,0.182
10-04,,,,0.083,,,,,,0.088,,,,0.089,0.06,,,0.085,,0.09,,,,,,0.181,,,,,0,0.083,0.088,0.078,0.09,0.181
10-05,,,,0.083,,,,,,0.088,,,,0.089,0.06,,,0.085,,0.09,,,,,,0.182,,,,,0,0.083,0.088,0.078,0.09,0.182
10-06,,,,0.083,,,,,,0.088,,,,0.089,0.06,,,0.084,,0.09,,,,,,0.181,,,,,0,0.083,0.088,0.077666667,0.09,0.181
10-07,,,,0.083,,,,,,0.088,,,,0.088,0.06,,,0.084,,0.089,,,,,,0.181,,,,,0,0.083,0.088,0.077333333,0.089,0.181
10-08,,,,0.082,,,,,,0.088,,,,0.089,0.06,,,0.083,,0.089,,,,,,0.181,,,,,0,0.082,0.088,0.077333333,0.089,0.181
10-09,,,,0.082,,,,,,0.087,,,,0.089,0.06,,,0.083,,0.089,,,,,,0.181,,,,,0.2,0.082,0.087,0.077333333,0.089,0.181
10-10,,,,0.082,,,,,,0.087,,,,0.089,0.06,,,0.084,,0.089,,,,,,0.181,,,,,0.2,0.082,0.087,0.077666667,0.089,0.181
10-11,,,,0.082,,,,,,0.087,,,,0.089,0.06,,,0.083,,0.089,,,,,,0.182,,,,,0,0.082,0.087,0.077333333,0.089,0.182
10-12,,,,0.082,,,,,,0.088,,,,0.088,0.06,,,0.084,,0.089,,,,,,0.181,,,,,0,0.082,0.088,0.077333333,0.089,0.181
10-13,,,,0.082,,,,,,0.087,,,,0.088,0.06,,,0.083,,0.089,,,,,,0.181,,,,,0,0.082,0.087,0.077,0.089,0.181
10-14,,,,0.082,,,,,,0.087,,,,0.088,0.061,,,0.083,,0.089,,,,,,0.181,,,,,0,0.082,0.087,0.077333333,0.089,0.181
10-15,,,,0.082,,,,,,0.087,,,,0.087,0.06,,,0.083,,0.089,,,,,,0.181,,,,,0,0.082,0.087,0.076666667,0.089,0.181
10-16,,,,0.081,,,,,,0.086,,,,0.087,0.062,,,0.082,,0.088,,,,,,0.181,,,,,0,0.081,0.086,0.077,0.088,0.181
10-17,,,,0.081,,,,,,0.085,,,,0.086,0.06,,,0.081,,0.089,,,,,,0.18,,,,,0,0.081,0.085,0.075666667,0.089,0.18
10-18,,,,0.08,,,,,,0.084,,,,0.085,0.059,,,0.081,,0.088,,,,,,0.18,,,,,0,0.08,0.084,0.075,0.088,0.18
10-19,,,,0.079,,,,,,0.084,,,,0.084,0.058,,,0.08,,0.087,,,,,,0.18,,,,,0,0.079,0.084,0.074,0.087,0.18
10-20,,,,0.079,,,,,,0.083,,,,0.083,0.056,,,0.079,,0.087,,,,,,0.18,,,,,0,0.079,0.083,0.072666667,0.087,0.18
10-21,,,,0.078,,,,,,0.082,,,,0.083,0.057,,,0.079,,0.087,,,,,,0.18,,,,,0,0.078,0.082,0.073,0.087,0.18
10-22,,,,0.078,,,,,,0.082,,,,0.082,0.057,,,0.079,,0.086,,,,,,0.18,,,,,0,0.078,0.082,0.072666667,0.086,0.18
10-23,,,,0.078,,,,,,0.082,,,,0.081,0.056,,,0.079,,0.086,,,,,,0.18,,,,,0,0.078,0.082,0.072,0.086,0.18
11-00,,,,0.078,,,,,,0.082,,,,0.081,0.056,,,0.705,,0.086,,,,,,0.18,,,,,0,0.078,0.082,0.280666667,0.086,0.18
11-01,,,,0.078,,,,,,0.082,,,,0.081,0.059,,,0.079,,0.086,,,,,,0.18,,,,,0.2,0.078,0.082,0.073,0.086,0.18
11-02,,,,0.077,,,,,,0.082,,,,0.081,0.058,,,0.078,,0.086,,,,,,0.18,,,,,0,0.077,0.082,0.072333333,0.086,0.18
11-03,,,,0.077,,,,,,0.081,,,,0.081,0.059,,,0.078,,0.086,,,,,,0.18,,,,,0,0.077,0.081,0.072666667,0.086,0.18
11-04,,,,0.077,,,,,,0.081,,,,0.08,0.059,,,0.078,,0.086,,,,,,0.179,,,,,0,0.077,0.081,0.072333333,0.086,0.179
11-05,,,,0.077,,,,,,0.081,,,,0.081,0.058,,,0.077,,0.086,,,,,,0.18,,,,,0,0.077,0.081,0.072,0.086,0.18
11-06,,,,0.076,,,,,,0.081,,,,0.08,0.058,,,0.077,,0.086,,,,,,0.179,,,,,0,0.076,0.081,0.071666667,0.086,0.179
11-07,,,,0.077,,,,,,0.081,,,,0.08,0.057,,,0.076,,0.085,,,,,,0.18,,,,,0,0.077,0.081,0.071,0.085,0.18
11-08,,,,0.077,,,,,,0.081,,,,0.08,0.059,,,0.077,,0.085,,,,,,0.18,,,,,0,0.077,0.081,0.072,0.085,0.18
11-09,,,,0.076,,,,,,0.081,,,,0.079,0.057,,,0.077,,0.085,,,,,,0.18,,,,,0,0.076,0.081,0.071,0.085,0.18
11-10,,,,0.076,,,,,,0.081,,,,0.08,0.058,,,0.077,,0.085,,,,,,0.18,,,,,0,0.076,0.081,0.071666667,0.085,0.18
11-11,,,,0.076,,,,,,0.081,,,,0.08,0.058,,,0.076,,0.085,,,,,,0.18,,,,,0,0.076,0.081,0.071333333,0.085,0.18
11-12,,,,0.076,,,,,,0.081,,,,0.723,0.058,,,0.077,,0.787,,,,,,0.179,,,,,0,0.076,0.081,0.286,0.787,0.179
11-13,,,,0.076,,,,,,0.08,,,,0.079,0.058,,,0.076,,0.085,,,,,,0.179,,,,,0,0.076,0.08,0.071,0.085,0.179
11-14,,,,0.076,,,,,,0.08,,,,0.079,0.059,,,0.075,,0.085,,,,,,0.179,,,,,0,0.076,0.08,0.071,0.085,0.179
11-15,,,,0.075,,,,,,0.079,,,,0.078,0.057,,,0.075,,0.085,,,,,,0.179,,,,,0,0.075,0.079,0.07,0.085,0.179
11-16,,,,0.074,,,,,,0.078,,,,0.076,0.057,,,0.073,,0.084,,,,,,0.179,,,,,0,0.074,0.078,0.068666667,0.084,0.179
11-17,,,,0.073,,,,,,0.076,,,,0.073,0.056,,,0.072,,0.084,,,,,,0.178,,,,,0,0.073,0.076,0.067,0.084,0.178
11-18,,,,0.072,,,,,,0.074,,,,0.067,0.054,,,0.072,,0.083,,,,,,0.178,,,,,0,0.072,0.074,0.064333333,0.083,0.178
11-19,,,,0.07,,,,,,0.074,,,,0.065,0.052,,,0.072,,0.083,,,,,,0.178,,,,,0.5,0.07,0.074,0.063,0.083,0.178
11-20,,,,0.07,,,,,,0.074,,,,0.065,0.052,,,0.071,,0.083,,,,,,0.178,,,,,0,0.07,0.074,0.062666667,0.083,0.178
11-21,,,,0.068,,,,,,0.074,,,,0.064,0.052,,,0.071,,0.082,,,,,,0.178,,,,,0,0.068,0.074,0.062333333,0.082,0.178
11-22,,,,0.068,,,,,,0.074,,,,0.064,0.053,,,0.071,,0.082,,,,,,0.178,,,,,0,0.068,0.074,0.062666667,0.082,0.178
11-23,,,,0.068,,,,,,0.073,,,,0.064,0.053,,,0.071,,0.082,,,,,,0.178,,,,,0,0.068,0.073,0.062666667,0.082,0.178
12-00,,,,0.064,,,,,,0.074,,,,0.064,0.052,,,0.071,,0.083,,,,,,0.178,,,,,0,0.064,0.074,0.062333333,0.083,0.178
12-01,,,,0.066,,,,,,0.073,,,,0.064,0.052,,,0.071,,0.082,,,,,,0.178,,,,,0,0.066,0.073,0.062333333,0.082,0.178
12-02,,,,0.063,,,,,,0.073,,,,0.064,0.053,,,0.071,,0.082,,,,,,0.178,,,,,0,0.063,0.073,0.062666667,0.082,0.178
12-03,,,,0.064,,,,,,0.073,,,,0.064,0.054,,,0.071,,0.082,,,,,,0.178,,,,,0,0.064,0.073,0.063,0.082,0.178
12-04,,,,0.063,,,,,,0.073,,,,0.064,0.055,,,0.071,,0.082,,,,,,0.178,,,,,0,0.063,0.073,0.063333333,0.082,0.178
12-05,,,,0.064,,,,,,0.073,,,,0.064,0.056,,,0.071,,0.082,,,,,,0.179,,,,,0,0.064,0.073,0.063666667,0.082,0.179
12-06,,,,0.063,,,,,,0.073,,,,1.111,0.056,,,0.657,,1.443,,,,,,3.132,,,,,0,0.063,0.073,0.608,1.443,3.132
12-07,,,,0.063,,,,,,0.073,,,,1.111,0.055,,,0.071,,0.082,,,,,,0.179,,,,,0,0.063,0.073,0.412333333,0.082,0.179
12-08,,,,0.063,,,,,,0.073,,,,0.064,0.055,,,0.071,,0.082,,,,,,0.179,,,,,0,0.063,0.073,0.063333333,0.082,0.179
12-09,,,,0.063,,,,,,0.073,,,,1.111,0.055,,,0.071,,0.767,,,,,,1.647,,,,,0,0.063,0.073,0.412333333,0.767,1.647
12-10,,,,0.063,,,,,,0.073,,,,0.063,0.055,,,0.07,,0.082,,,,,,0.178,,,,,0,0.063,0.073,0.062666667,0.082,0.178
12-11,,,,0.063,,,,,,0.073,,,,,0.053,,,0.071,,0.082,,,,,,0.179,,,,,0,0.063,0.073,0.062,0.082,0.179
12-12,,,,0.063,,,,,,0.073,,,,0.756,0.053,,,0.071,,0.758,,,,,,1.655,,,,,0,0.063,0.073,0.293333333,0.758,1.655
12-13,,,,0.063,,,,,,0.073,,,,1.622,0.052,,,0.07,,0.082,,,,,,0.178,,,,,0,0.063,0.073,0.581333333,0.082,0.178
12-14,,,,0.063,,,,,,0.073,,,,,0.053,,,0.07,,,,,,,,0.178,,,,,0,0.063,0.073,0.0615,,0.178
12-15,,,,0.062,,,,,,0.073,,,,0.236,0.055,,,0.07,,0.304,,,,,,0.178,,,,,0,0.062,0.073,0.120333333,0.304,0.178
12-16,,,,0.062,,,,,,0.073,,,,0.062,0.051,,,0.07,,0.082,,,,,,0.178,,,,,0.3,0.062,0.073,0.061,0.082,0.178
12-17,,,,0.061,,,,,,0.072,,,,0.061,0.052,,,0.069,,0.081,,,,,,0.177,,,,,0,0.061,0.072,0.060666667,0.081,0.177
12-18,,,,0.061,,,,,,0.071,,,,0.061,0.052,,,0.068,,0.081,,,,,,0.177,,,,,0,0.061,0.071,0.060333333,0.081,0.177
12-19,,,,0.564,,,,,,0.657,,,,0.06,0.05,,,,,0.08,,,,,,1.637,,,,,0,0.564,0.657,0.055,0.08,1.637
12-20,,,,0.06,,,,,,0.07,,,,0.059,0.049,,,0.254,,0.08,,,,,,0.176,,,,,0,0.06,0.07,0.120666667,0.08,0.176
12-21,,,,0.059,,,,,,0.07,,,,0.058,0.046,,,0.067,,0.079,,,,,,0.176,,,,,0,0.059,0.07,0.057,0.079,0.176
12-22,,,,0.059,,,,,,0.069,,,,0.057,0.045,,,0.067,,0.078,,,,,,0.177,,,,,0,0.059,0.069,0.056333333,0.078,0.177
12-23,,,,0.059,,,,,,0.069,,,,0.057,0.046,,,0.066,,0.078,,,,,,0.177,,,,,0,0.059,0.069,0.056333333,0.078,0.177
13-00,,,,0.059,,,,,,0.069,,,,0.056,0.045,,,0.066,,0.078,,,,,,0.176,,,,,0,0.059,0.069,0.055666667,0.078,0.176
13-01,,,,0.059,,,,,,0.069,,,,0.526,0.046,,,0.066,,0.078,,,,,,0.176,,,,,0,0.059,0.069,0.212666667,0.078,0.176
13-02,,,,0.058,,,,,,0.068,,,,0.056,0.046,,,0.066,,0.077,,,,,,0.176,,,,,0,0.058,0.068,0.056,0.077,0.176
13-03,,,,0.058,,,,,,0.068,,,,0.526,0.046,,,0.066,,0.721,,,,,,0.176,,,,,0,0.058,0.068,0.212666667,0.721,0.176
13-04,,,,0.059,,,,,,0.068,,,,0.056,0.043,,,0.066,,0.077,,,,,,0.176,,,,,0,0.059,0.068,0.055,0.077,0.176
13-05,,,,0.058,,,,,,0.068,,,,0.056,0.046,,,0.61,,0.076,,,,,,0.177,,,,,0,0.058,0.068,0.237333333,0.076,0.177
13-06,,,,0.058,,,,,,0.068,,,,0.501,0.045,,,0.065,,0.721,,,,,,1.628,,,,,0,0.058,0.068,0.203666667,0.721,1.628
13-07,,,,0.058,,,,,,0.068,,,,0.055,0.045,,,0.065,,0.077,,,,,,0.176,,,,,0,0.058,0.068,0.055,0.077,0.176
13-08,,,,0.058,,,,,,0.068,,,,0.056,0.047,,,0.065,,0.077,,,,,,0.176,,,,,0,0.058,0.068,0.056,0.077,0.176
13-09,,,,0.058,,,,,,0.068,,,,0.055,0.049,,,0.065,,0.077,,,,,,0.176,,,,,0,0.058,0.068,0.056333333,0.077,0.176
13-10,,,,0.057,,,,,,0.068,,,,0.055,0.046,,,0.065,,0.076,,,,,,0.176,,,,,0,0.057,0.068,0.055333333,0.076,0.176
14-15,,,,0.05,,,,,,0.061,,,,0.046,0.037,,,0.058,,0.071,,,,,,0.173,,,,,,0.05,0.061,0.047,0.071,0.173
14-16,,,,0.049,,,,,,0.061,,,,0.425,0.037,,,0.058,,0.657,,,,,,0.173,,,,,0,0.049,0.061,0.173333333,0.657,0.173
14-17,,,,0.049,,,,,,0.059,,,,1.133,0.037,,,0.989,,1.234,,,,,,0.172,,,,,0,0.049,0.059,0.719666667,1.234,0.172
14-18,,,,0.453,,,,,,0.058,,,,0.399,0.035,,,0.056,,0.648,,,,,,1.599,,,,,0,0.453,0.058,0.163333333,0.648,1.599
14-19,,,,0.047,,,,,,0.057,,,,0.043,0.033,,,0.055,,0.069,,,,,,0.171,,,,,0,0.047,0.057,0.043666667,0.069,0.171
14-20,,,,0.046,,,,,,0.056,,,,0.042,0.033,,,0.054,,0.069,,,,,,0.171,,,,,0,0.046,0.056,0.043,0.069,0.171
14-21,,,,0.046,,,,,,0.055,,,,0.042,0.033,,,0.053,,0.068,,,,,,0.171,,,,,0,0.046,0.055,0.042666667,0.068,0.171
14-22,,,,0.045,,,,,,0.054,,,,0.042,0.033,,,0.052,,0.068,,,,,,0.17,,,,,0,0.045,0.054,0.042333333,0.068,0.17
14-23,,,,0.044,,,,,,0.054,,,,0.041,0.032,,,0.052,,0.068,,,,,,0.17,,,,,0,0.044,0.054,0.041666667,0.068,0.17
15-00,,,,0.044,,,,,,0.054,,,,0.041,0.032,,,0.052,,0.068,,,,,,0.17,,,,,0,0.044,0.054,0.041666667,0.068,0.17
15-01,,,,0.044,,,,,,0.054,,,,0.041,0.032,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.054,0.041333333,0.068,0.17
15-02,,,,0.044,,,,,,0.053,,,,0.684,0.032,,,0.051,,0.629,,,,,,0.17,,,,,0,0.044,0.053,0.255666667,0.629,0.17
15-03,,,,0.044,,,,,,0.054,,,,0.041,0.032,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.054,0.041333333,0.068,0.17
15-04,,,,0.044,,,,,,0.053,,,,0.041,0.033,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.053,0.041666667,0.068,0.17
15-05,,,,0.044,,,,,,0.054,,,,0.04,0.03,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.054,0.040333333,0.068,0.17
15-06,,,,0.044,,,,,,0.054,,,,0.041,0.033,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.054,0.041666667,0.068,0.17
15-07,,,,0.044,,,,,,0.053,,,,0.04,0.034,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.053,0.041666667,0.068,0.17
15-08,,,,0.044,,,,,,0.054,,,,0.04,0.031,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.054,0.040666667,0.068,0.17
15-09,,,,0.044,,,,,,0.053,,,,0.04,0.033,,,0.051,,0.067,,,,,,0.17,,,,,0,0.044,0.053,0.041333333,0.067,0.17
15-10,,,,0.044,,,,,,0.053,,,,0.04,0.034,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.053,0.041666667,0.068,0.17
15-11,,,,0.044,,,,,,0.053,,,,0.04,0.033,,,0.05,,0.068,,,,,,0.17,,,,,0,0.044,0.053,0.041,0.068,0.17
15-12,,,,0.044,,,,,,0.053,,,,0.04,0.032,,,0.051,,0.068,,,,,,0.17,,,,,0,0.044,0.053,0.041,0.068,0.17
15-13,,,,0.044,,,,,,0.053,,,,0.039,0.032,,,0.05,,0.068,,,,,,0.17,,,,,0,0.044,0.053,0.040333333,0.068,0.17
15-14,,,,0.043,,,,,,0.052,,,,0.039,0.034,,,0.05,,0.067,,,,,,0.17,,,,,0,0.043,0.052,0.041,0.067,0.17
15-15,,,,0.043,,,,,,0.052,,,,0.039,0.03,,,0.05,,0.067,,,,,,0.17,,,,,0,0.043,0.052,0.039666667,0.067,0.17
15-16,,,,0.043,,,,,,0.052,,,,0.038,0.03,,,0.049,,0.067,,,,,,0.17,,,,,0,0.043,0.052,0.039,0.067,0.17
15-17,,,,0.043,,,,,,0.051,,,,0.038,0.029,,,0.453,,0.066,,,,,,0.169,,,,,0,0.043,0.051,0.173333333,0.066,0.169
15-18,,,,0.042,,,,,,0.05,,,,0.325,0.03,,,0.047,,0.602,,,,,,1.562,,,,,0,0.042,0.05,0.134,0.602,1.562
15-19,,,,0.379,,,,,,0.049,,,,0.036,0.028,,,0.046,,0.593,,,,,,1.545,,,,,0,0.379,0.049,0.036666667,0.593,1.545
15-20,,,,0.04,,,,,,0.048,,,,0.035,0.026,,,0.045,,0.064,,,,,,0.167,,,,,0,0.04,0.048,0.035333333,0.064,0.167
15-21,,,,0.04,,,,,,0.047,,,,0.035,0.026,,,0.044,,0.064,,,,,,0.167,,,,,0,0.04,0.047,0.035,0.064,0.167
15-22,,,,0.039,,,,,,0.047,,,,0.035,0.025,,,0.415,,0.064,,,,,,0.166,,,,,0,0.039,0.047,0.158333333,0.064,0.166
15-23,,,,0.039,,,,,,0.046,,,,0.321,0.026,,,0.044,,0.575,,,,,,1.544,,,,,0,0.039,0.046,0.130333333,0.575,1.544
16-00,,,,0.038,,,,,,0.046,,,,0.034,0.025,,,0.044,,0.063,,,,,,0.166,,,,,0.2,0.038,0.046,0.034333333,0.063,0.166
16-01,,,,0.039,,,,,,0.046,,,,0.032,0.024,,,0.044,,0.063,,,,,,0.166,,,,,0,0.039,0.046,0.033333333,0.063,0.166
16-02,,,,0.038,,,,,,0.046,,,,0.034,0.025,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.046,0.034,0.063,0.166
16-03,,,,0.039,,,,,,0.046,,,,0.033,0.026,,,0.043,,0.063,,,,,,0.166,,,,,0,0.039,0.046,0.034,0.063,0.166
16-04,,,,0.038,,,,,,0.045,,,,0.032,0.027,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.045,0.034,0.063,0.166
16-05,,,,0.038,,,,,,0.045,,,,0.367,0.026,,,0.406,,0.575,,,,,,0.166,,,,,0,0.038,0.045,0.266333333,0.575,0.166
16-06,,,,0.038,,,,,,0.045,,,,0.027,0.027,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.045,0.032333333,0.063,0.166
16-07,,,,0.038,,,,,,0.046,,,,,0.027,,,0.043,,0.062,,,,,,0.166,,,,,0,0.038,0.046,0.035,0.062,0.166
16-08,,,,0.038,,,,,,0.046,,,,0.082,0.028,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.046,0.051,0.063,0.166
16-09,,,,0.038,,,,,,0.045,,,,0.029,0.027,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.045,0.033,0.063,0.166
16-10,,,,0.038,,,,,,0.046,,,,0.028,0.026,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.046,0.032333333,0.063,0.166
16-11,,,,0.038,,,,,,0.045,,,,0.027,0.026,,,0.044,,0.063,,,,,,0.166,,,,,0,0.038,0.045,0.032333333,0.063,0.166
16-12,,,,0.038,,,,,,0.045,,,,0.031,0.026,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.045,0.033333333,0.063,0.166
16-13,,,,0.038,,,,,,0.045,,,,0.021,0.026,,,0.043,,0.063,,,,,,0.166,,,,,0,0.038,0.045,0.03,0.063,0.166
