DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
03-08,,,,0.035,,,,,,0.017,,,,0.043,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0,0.035,0.017,0.037666667,0.059,0.184
03-09,,,,0.035,,,,,,0.017,,,,0.042,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0,0.035,0.017,0.037333333,0.059,0.184
03-10,,,,0.035,,,,,,0.017,,,,0.042,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0,0.035,0.017,0.037333333,0.059,0.184
03-11,,,,0.035,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0.3,0.035,0.017,0.037,0.059,0.184
03-12,,,,0.035,,,,,,0.017,,,,0.042,0.055,,,0.015,,0.059,,,,,,0.184,,,,,0.3,0.035,0.017,0.037333333,0.059,0.184
03-13,,,,0.035,,,,,,0.017,,,,0.042,0.054,,,0.016,,0.059,,,,,,0.184,,,,,0,0.035,0.017,0.037333333,0.059,0.184
03-14,,,,0.035,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0,0.035,0.017,0.037,0.059,0.184
03-15,,,,0.034,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0,0.034,0.017,0.037,0.059,0.184
03-16,,,,0.034,,,,,,0.017,,,,0.042,0.054,,,0.015,,0.059,,,,,,0.184,,,,,0,0.034,0.017,0.037,0.059,0.184
03-17,,,,0.033,,,,,,0.017,,,,0.04,0.052,,,0.015,,0.058,,,,,,0.183,,,,,0,0.033,0.017,0.035666667,0.058,0.183
03-18,,,,0.032,,,,,,0.017,,,,0.04,0.051,,,0.015,,0.057,,,,,,0.182,,,,,0,0.032,0.017,0.035333333,0.057,0.182
03-19,,,,0.032,,,,,,0.017,,,,0.039,0.05,,,0.015,,0.056,,,,,,0.181,,,,,0,0.032,0.017,0.034666667,0.056,0.181
03-20,,,,0.031,,,,,,0.017,,,,0.038,0.048,,,0.015,,0.056,,,,,,0.181,,,,,0,0.031,0.017,0.033666667,0.056,0.181
03-21,,,,0.03,,,,,,0.017,,,,0.038,0.046,,,0.015,,0.055,,,,,,0.18,,,,,0,0.03,0.017,0.033,0.055,0.18
03-22,,,,0.029,,,,,,0.017,,,,0.037,0.043,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.031666667,0.054,0.179
03-23,,,,0.029,,,,,,0.017,,,,0.037,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.033,0.054,0.179
04-00,,,,0.029,,,,,,0.017,,,,0.036,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.032666667,0.054,0.179
04-01,,,,0.029,,,,,,0.017,,,,0.037,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0.3,0.029,0.017,0.032666667,0.054,0.179
04-02,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.032333333,0.054,0.179
04-03,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.032333333,0.054,0.179
04-04,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.032333333,0.054,0.179
04-05,,,,0.029,,,,,,0.017,,,,0.036,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.032666667,0.054,0.179
04-06,,,,0.028,,,,,,0.017,,,,0.035,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0,0.028,0.017,0.032333333,0.054,0.179
04-07,,,,0.029,,,,,,0.017,,,,0.036,0.046,,,0.015,,0.054,,,,,,0.179,,,,,0,0.029,0.017,0.032333333,0.054,0.179
04-08,,,,0.028,,,,,,0.017,,,,0.036,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0,0.028,0.017,0.032,0.054,0.178
04-09,,,,0.028,,,,,,0.017,,,,0.036,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0,0.028,0.017,0.032,0.054,0.178
04-10,,,,0.028,,,,,,0.017,,,,0.036,0.047,,,0.015,,0.054,,,,,,0.179,,,,,0,0.028,0.017,0.032666667,0.054,0.179
04-11,,,,0.028,,,,,,0.017,,,,0.035,0.046,,,0.015,,0.054,,,,,,0.178,,,,,0,0.028,0.017,0.032,0.054,0.178
04-12,,,,0.028,,,,,,0.017,,,,0.036,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0,0.028,0.017,0.032,0.054,0.178
04-13,,,,0.028,,,,,,0.017,,,,0.035,0.044,,,0.015,,0.054,,,,,,0.179,,,,,0.3,0.028,0.017,0.031333333,0.054,0.179
04-14,,,,0.028,,,,,,0.017,,,,0.035,0.044,,,0.015,,0.054,,,,,,0.179,,,,,0,0.028,0.017,0.031333333,0.054,0.179
04-15,,,,0.028,,,,,,0.017,,,,0.035,0.045,,,0.015,,0.054,,,,,,0.178,,,,,0,0.028,0.017,0.031666667,0.054,0.178
04-16,,,,0.027,,,,,,0.017,,,,0.035,0.044,,,0.015,,0.054,,,,,,0.178,,,,,0,0.027,0.017,0.031333333,0.054,0.178
04-17,,,,0.026,,,,,,0.017,,,,0.034,0.043,,,0.015,,0.053,,,,,,0.177,,,,,0,0.026,0.017,0.030666667,0.053,0.177
04-18,,,,0.026,,,,,,0.017,,,,0.03,0.041,,,0.015,,0.052,,,,,,0.176,,,,,0,0.026,0.017,0.028666667,0.052,0.176
04-19,,,,0.026,,,,,,0.017,,,,0.024,0.039,,,0.015,,0.051,,,,,,0.175,,,,,0,0.026,0.017,0.026,0.051,0.175
04-20,,,,0.023,,,,,,0.017,,,,0.02,0.04,,,0.015,,0.05,,,,,,0.175,,,,,0,0.023,0.017,0.025,0.05,0.175
04-21,,,,0.018,,,,,,0.017,,,,0.02,0.04,,,0.014,,0.049,,,,,,0.175,,,,,0,0.018,0.017,0.024666667,0.049,0.175
04-22,,,,0.018,,,,,,0.017,,,,0.02,0.038,,,0.015,,0.049,,,,,,0.174,,,,,0,0.018,0.017,0.024333333,0.049,0.174
04-23,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.014,,0.049,,,,,,0.173,,,,,0,0.016,0.017,0.023333333,0.049,0.173
05-00,,,,0.016,,,,,,0.017,,,,0.02,0.039,,,0.015,,0.048,,,,,,0.173,,,,,0,0.016,0.017,0.024666667,0.048,0.173
05-01,,,,0.016,,,,,,0.017,,,,0.02,0.038,,,0.015,,0.048,,,,,,0.173,,,,,0,0.016,0.017,0.024333333,0.048,0.173
05-02,,,,0.017,,,,,,0.017,,,,0.02,0.035,,,0.015,,0.048,,,,,,0.173,,,,,0,0.017,0.017,0.023333333,0.048,0.173
05-03,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.014,,0.048,,,,,,0.173,,,,,0,0.016,0.017,0.023333333,0.048,0.173
05-04,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.015,,0.048,,,,,,0.173,,,,,0,0.016,0.017,0.023666667,0.048,0.173
05-05,,,,0.016,,,,,,0.017,,,,0.02,0.038,,,0.015,,0.048,,,,,,0.173,,,,,0,0.016,0.017,0.024333333,0.048,0.173
05-06,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.015,,0.049,,,,,,0.173,,,,,0,0.016,0.017,0.024,0.049,0.173
05-07,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.014,,0.048,,,,,,0.173,,,,,0,0.016,0.017,0.023666667,0.048,0.173
05-08,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.015,,0.049,,,,,,0.173,,,,,0,0.016,0.017,0.024,0.049,0.173
05-09,,,,0.016,,,,,,0.017,,,,0.02,0.036,,,0.014,,0.048,,,,,,0.173,,,,,0,0.016,0.017,0.023333333,0.048,0.173
05-10,,,,0.016,,,,,,0.017,,,,0.02,0.037,,,0.014,,0.049,,,,,,0.173,,,,,10.9,0.016,0.017,0.023666667,0.049,0.173
05-11,,,,0.033,,,,,,0.017,,,,0.102,0.112,,,0.015,,0.048,,,,,,0.173,,,,,8.3,0.033,0.017,0.076333333,0.048,0.173
05-12,,,,0.07,,,,,,0.06,,,,0.177,0.147,,,0.015,,0.049,,,,,,0.173,,,,,0.3,0.07,0.06,0.113,0.049,0.173
05-13,,,,0.074,,,,,,0.071,,,,0.18,0.141,,,0.015,,0.049,,,,,,0.173,,,,,4,0.074,0.071,0.112,0.049,0.173
05-14,,,,0.077,,,,,,0.082,,,,0.183,0.144,,,0.015,,0.049,,,,,,0.173,,,,,0.7,0.077,0.082,0.114,0.049,0.173
05-15,,,,0.089,,,,,,0.098,,,,,0.203,,,0.023,,,,,,,,0.173,,,,,21.2,0.089,0.098,0.113,,0.173
05-16,,,,0.139,,,,,,0.167,,,,0.872,0.208,,,0.074,,0.292,,,,,,0.173,,,,,1.3,0.139,0.167,0.384666667,0.292,0.173
05-17,,,,0.135,,,,,,0.162,,,,0.207,0.172,,,0.089,,0.112,,,,,,0.173,,,,,0,0.135,0.162,0.156,0.112,0.173
05-18,,,,0.133,,,,,,0.153,,,,0.195,0.152,,,0.088,,0.126,,,,,,0.173,,,,,0,0.133,0.153,0.145,0.126,0.173
05-19,,,,0.131,,,,,,0.148,,,,1.713,0.139,,,0.091,,0.135,,,,,,0.173,,,,,0,0.131,0.148,0.647666667,0.135,0.173
05-20,,,,0.129,,,,,,0.146,,,,0.182,0.129,,,0.093,,0.139,,,,,,0.174,,,,,0,0.129,0.146,0.134666667,0.139,0.174
05-21,,,,0.127,,,,,,0.145,,,,0.179,0.121,,,0.097,,0.139,,,,,,0.174,,,,,0,0.127,0.145,0.132333333,0.139,0.174
05-22,,,,0.125,,,,,,0.143,,,,0.174,0.117,,,0.099,,0.138,,,,,,0.174,,,,,0,0.125,0.143,0.13,0.138,0.174
05-23,,,,0.124,,,,,,0.142,,,,0.17,0.113,,,0.101,,0.138,,,,,,0.175,,,,,0,0.124,0.142,0.128,0.138,0.175
06-00,,,,0.122,,,,,,0.14,,,,1.544,0.111,,,0.103,,0.137,,,,,,0.175,,,,,0.3,0.122,0.14,0.586,0.137,0.175
06-01,,,,0.121,,,,,,0.139,,,,0.162,0.109,,,0.104,,0.136,,,,,,0.175,,,,,0,0.121,0.139,0.125,0.136,0.175
06-02,,,,0.12,,,,,,0.138,,,,0.159,0.107,,,0.105,,0.135,,,,,,0.176,,,,,0,0.12,0.138,0.123666667,0.135,0.176
06-03,,,,0.119,,,,,,0.137,,,,0.156,0.105,,,0.106,,0.134,,,,,,0.177,,,,,0,0.119,0.137,0.122333333,0.134,0.177
06-04,,,,0.118,,,,,,0.136,,,,0.153,0.104,,,0.107,,0.133,,,,,,0.177,,,,,0,0.118,0.136,0.121333333,0.133,0.177
06-05,,,,0.117,,,,,,0.134,,,,0.148,0.102,,,0.107,,0.132,,,,,,0.177,,,,,0,0.117,0.134,0.119,0.132,0.177
06-06,,,,0.115,,,,,,0.133,,,,0.145,0.101,,,0.108,,0.131,,,,,,0.178,,,,,0,0.115,0.133,0.118,0.131,0.178
06-07,,,,0.115,,,,,,0.132,,,,0.142,0.1,,,0.108,,0.131,,,,,,0.179,,,,,0,0.115,0.132,0.116666667,0.131,0.179
06-08,,,,0.114,,,,,,0.131,,,,0.141,0.099,,,0.109,,0.129,,,,,,0.178,,,,,0,0.114,0.131,0.116333333,0.129,0.178
06-09,,,,0.113,,,,,,0.13,,,,0.14,0.098,,,0.109,,0.128,,,,,,0.178,,,,,0,0.113,0.13,0.115666667,0.128,0.178
06-10,,,,0.112,,,,,,0.129,,,,0.139,0.097,,,0.109,,0.128,,,,,,0.179,,,,,0,0.112,0.129,0.115,0.128,0.179
06-11,,,,0.111,,,,,,0.128,,,,0.138,0.095,,,0.109,,0.126,,,,,,0.179,,,,,0,0.111,0.128,0.114,0.126,0.179
06-12,,,,0.11,,,,,,0.127,,,,0.138,0.096,,,0.109,,0.126,,,,,,0.179,,,,,0,0.11,0.127,0.114333333,0.126,0.179
06-13,,,,0.109,,,,,,0.127,,,,0.137,0.096,,,0.109,,0.125,,,,,,0.18,,,,,0,0.109,0.127,0.114,0.125,0.18
06-14,,,,0.109,,,,,,0.126,,,,0.136,0.095,,,0.109,,0.124,,,,,,0.18,,,,,0,0.109,0.126,0.113333333,0.124,0.18
06-15,,,,0.107,,,,,,0.125,,,,0.135,0.092,,,0.108,,0.123,,,,,,0.18,,,,,0,0.107,0.125,0.111666667,0.123,0.18
06-16,,,,0.106,,,,,,0.123,,,,0.133,0.093,,,0.108,,0.122,,,,,,0.18,,,,,0,0.106,0.123,0.111333333,0.122,0.18
06-17,,,,0.105,,,,,,0.122,,,,0.132,0.092,,,0.108,,0.12,,,,,,0.18,,,,,0,0.105,0.122,0.110666667,0.12,0.18
06-18,,,,0.104,,,,,,0.12,,,,0.13,0.089,,,0.108,,0.119,,,,,,0.18,,,,,0,0.104,0.12,0.109,0.119,0.18
06-19,,,,0.103,,,,,,0.119,,,,0.129,0.09,,,0.107,,0.118,,,,,,0.18,,,,,0,0.103,0.119,0.108666667,0.118,0.18
06-20,,,,0.103,,,,,,0.118,,,,0.127,0.088,,,0.107,,0.116,,,,,,0.18,,,,,0,0.103,0.118,0.107333333,0.116,0.18
06-21,,,,0.103,,,,,,0.115,,,,0.126,0.087,,,0.106,,0.114,,,,,,0.181,,,,,0,0.103,0.115,0.106333333,0.114,0.181
06-22,,,,0.102,,,,,,0.112,,,,0.124,0.087,,,0.106,,0.113,,,,,,0.181,,,,,0,0.102,0.112,0.105666667,0.113,0.181
06-23,,,,0.102,,,,,,0.112,,,,0.123,0.088,,,0.106,,0.112,,,,,,0.181,,,,,0,0.102,0.112,0.105666667,0.112,0.181
07-00,,,,0.102,,,,,,0.111,,,,0.123,0.086,,,0.106,,0.111,,,,,,0.181,,,,,0.2,0.102,0.111,0.105,0.111,0.181
07-01,,,,0.102,,,,,,0.111,,,,0.122,0.086,,,0.106,,0.111,,,,,,0.182,,,,,0,0.102,0.111,0.104666667,0.111,0.182
07-02,,,,0.102,,,,,,0.111,,,,0.12,0.086,,,0.106,,0.111,,,,,,0.182,,,,,0,0.102,0.111,0.104,0.111,0.182
07-03,,,,0.101,,,,,,0.111,,,,0.119,0.084,,,0.106,,0.111,,,,,,0.182,,,,,0,0.101,0.111,0.103,0.111,0.182
07-04,,,,0.101,,,,,,0.111,,,,0.12,0.084,,,0.105,,0.11,,,,,,0.182,,,,,0,0.101,0.111,0.103,0.11,0.182
07-05,,,,0.101,,,,,,0.11,,,,0.118,0.082,,,0.105,,0.11,,,,,,0.182,,,,,0,0.101,0.11,0.101666667,0.11,0.182
07-06,,,,0.101,,,,,,0.11,,,,0.118,0.084,,,0.105,,0.11,,,,,,0.182,,,,,0,0.101,0.11,0.102333333,0.11,0.182
07-07,,,,0.101,,,,,,0.11,,,,0.118,0.084,,,0.105,,0.11,,,,,,0.183,,,,,0,0.101,0.11,0.102333333,0.11,0.183
07-08,,,,0.1,,,,,,0.11,,,,0.117,0.085,,,0.105,,0.109,,,,,,0.183,,,,,0,0.1,0.11,0.102333333,0.109,0.183
07-09,,,,0.101,,,,,,0.11,,,,0.117,0.082,,,0.105,,0.109,,,,,,0.184,,,,,0,0.101,0.11,0.101333333,0.109,0.184
07-10,,,,0.1,,,,,,0.109,,,,0.115,0.083,,,0.104,,0.109,,,,,,0.184,,,,,0,0.1,0.109,0.100666667,0.109,0.184
07-11,,,,0.1,,,,,,0.109,,,,0.115,0.084,,,0.105,,0.108,,,,,,0.184,,,,,0,0.1,0.109,0.101333333,0.108,0.184
07-12,,,,0.1,,,,,,0.109,,,,0.115,0.082,,,0.105,,0.108,,,,,,0.184,,,,,0,0.1,0.109,0.100666667,0.108,0.184
07-13,,,,0.099,,,,,,0.108,,,,0.114,0.083,,,0.104,,0.108,,,,,,0.184,,,,,0,0.099,0.108,0.100333333,0.108,0.184
07-14,,,,0.1,,,,,,0.108,,,,0.113,0.082,,,0.104,,0.108,,,,,,0.184,,,,,0,0.1,0.108,0.099666667,0.108,0.184
07-15,,,,0.099,,,,,,0.108,,,,0.112,0.079,,,0.104,,0.108,,,,,,0.184,,,,,0,0.099,0.108,0.098333333,0.108,0.184
07-16,,,,0.099,,,,,,0.108,,,,0.109,0.079,,,0.103,,0.107,,,,,,0.184,,,,,0,0.099,0.108,0.097,0.107,0.184
07-17,,,,0.099,,,,,,0.107,,,,0.107,0.079,,,0.103,,0.107,,,,,,0.183,,,,,0,0.099,0.107,0.096333333,0.107,0.183
07-18,,,,0.098,,,,,,0.107,,,,0.107,0.081,,,0.102,,0.107,,,,,,0.183,,,,,0,0.098,0.107,0.096666667,0.107,0.183
07-19,,,,0.098,,,,,,0.106,,,,0.107,0.078,,,0.102,,0.106,,,,,,0.183,,,,,0,0.098,0.106,0.095666667,0.106,0.183
07-20,,,,0.097,,,,,,0.106,,,,0.106,0.076,,,0.101,,0.106,,,,,,0.183,,,,,0,0.097,0.106,0.094333333,0.106,0.183
07-21,,,,0.097,,,,,,0.105,,,,0.106,0.077,,,0.101,,0.105,,,,,,0.183,,,,,0,0.097,0.105,0.094666667,0.105,0.183
07-22,,,,0.096,,,,,,0.104,,,,0.105,0.075,,,0.101,,0.105,,,,,,0.183,,,,,0,0.096,0.104,0.093666667,0.105,0.183
07-23,,,,0.096,,,,,,0.104,,,,0.105,0.074,,,0.1,,0.105,,,,,,0.183,,,,,0,0.096,0.104,0.093,0.105,0.183
08-00,,,,0.096,,,,,,0.103,,,,0.105,0.075,,,0.1,,0.103,,,,,,0.183,,,,,0,0.096,0.103,0.093333333,0.103,0.183
08-01,,,,0.096,,,,,,0.103,,,,0.105,0.075,,,0.1,,0.103,,,,,,0.184,,,,,0,0.096,0.103,0.093333333,0.103,0.184
08-02,,,,0.096,,,,,,0.103,,,,0.104,0.074,,,0.099,,0.103,,,,,,0.184,,,,,0,0.096,0.103,0.092333333,0.103,0.184
