DAY_HOUR,H_M1005,A_M1005,H_M2005,A_M2005,H_M3005,A_M3005,H_M1010,A_M1010,H_M2010,A_M2010,H_M3010,A_M3010,H_M1020,A_M1020,H_M2020,A_M2020,H_M3020,A_M3020,H_M1050,A_M1050,H_M2050,A_M2050,H_M3050,A_M3050,H_M1100,A_M1100,H_M2100,A_M2100,H_M3100,A_M3100,P_OFFICIAL,MEAN_M_5,MEAN_M_10,MEAN_M_20,MEAN_M_50,MEAN_M_100
04-15,,,,0.014,,,,,,0.017,,,,0.014,0.02,,,0.014,,0.017,,,,,,0.122,,,,,0,0.014,0.017,0.016,0.017,0.122
04-16,,,,0.013,,,,,,0.017,,,,0.014,0.021,,,0.014,,0.017,,,,,,0.122,,,,,0,0.013,0.017,0.016333333,0.017,0.122
04-17,,,,0.013,,,,,,0.017,,,,0.014,0.02,,,0.014,,0.017,,,,,,0.122,,,,,0,0.013,0.017,0.016,0.017,0.122
04-18,,,,0.013,,,,,,0.016,,,,0.014,0.02,,,0.014,,0.017,,,,,,0.122,,,,,0,0.013,0.016,0.016,0.017,0.122
04-19,,,,0.013,,,,,,0.016,,,,0.014,0.021,,,0.014,,0.017,,,,,,0.121,,,,,0,0.013,0.016,0.016333333,0.017,0.121
04-20,,,,0.013,,,,,,0.017,,,,0.013,0.019,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.017,0.015333333,0.017,0.12
04-21,,,,0.013,,,,,,0.016,,,,0.014,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015333333,0.017,0.12
04-22,,,,0.013,,,,,,0.016,,,,0.014,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015333333,0.017,0.12
04-23,,,,0.013,,,,,,0.016,,,,0.014,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015333333,0.017,0.12
05-00,,,,0.013,,,,,,0.016,,,,0.013,0.02,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015666667,0.017,0.12
05-01,,,,0.013,,,,,,0.016,,,,0.013,0.02,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015666667,0.017,0.12
05-02,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015,0.017,0.12
05-03,,,,0.013,,,,,,0.016,,,,0.014,0.02,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.016,0.017,0.12
05-04,,,,0.013,,,,,,0.016,,,,0.014,0.02,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.016,0.017,0.12
05-05,,,,0.013,,,,,,0.016,,,,0.014,0.016,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.014666667,0.017,0.12
05-06,,,,0.013,,,,,,0.017,,,,0.014,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.017,0.015333333,0.017,0.12
05-07,,,,0.013,,,,,,0.017,,,,0.014,0.019,,,0.014,,0.017,,,,,,0.121,,,,,0,0.013,0.017,0.015666667,0.017,0.121
05-08,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015,0.017,0.12
05-09,,,,0.013,,,,,,0.016,,,,0.014,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015333333,0.017,0.12
05-10,,,,0.013,,,,,,0.016,,,,0.014,0.018,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015333333,0.017,0.12
05-11,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.014,,0.017,,,,,,0.121,,,,,0,0.013,0.016,0.015,0.017,0.121
05-12,,,,0.013,,,,,,0.016,,,,0.014,0.017,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015,0.017,0.12
05-13,,,,0.013,,,,,,0.016,,,,0.014,0.018,,,0.014,,0.017,,,,,,0.121,,,,,0,0.013,0.016,0.015333333,0.017,0.121
05-14,,,,0.013,,,,,,0.016,,,,0.014,0.015,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.014333333,0.017,0.12
05-15,,,,0.013,,,,,,0.016,,,,0.014,0.017,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.015,0.017,0.12
05-16,,,,0.013,,,,,,0.016,,,,0.013,0.014,,,0.014,,0.017,,,,,,0.12,,,,,0,0.013,0.016,0.013666667,0.017,0.12
05-17,,,,0.013,,,,,,0.016,,,,0.013,0.013,,,0.014,,0.017,,,,,,0.119,,,,,0,0.013,0.016,0.013333333,0.017,0.119
05-18,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.017,,,,,,0.119,,,,,0,0.013,0.016,0.014,0.017,0.119
05-19,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014,0.016,0.118
05-20,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014333333,0.016,0.118
05-21,,,,0.013,,,,,,0.016,,,,0.013,0.017,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014666667,0.016,0.118
05-22,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.015,0.016,0.118
05-23,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.117,,,,,0,0.013,0.016,0.014,0.016,0.117
06-00,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014,0.016,0.118
06-01,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014,0.016,0.118
06-02,,,,0.013,,,,,,0.016,,,,0.013,0.014,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.013666667,0.016,0.118
06-03,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014,0.016,0.118
06-04,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014333333,0.016,0.118
06-05,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014333333,0.016,0.118
06-06,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014333333,0.016,0.118
06-07,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.013,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014,0.016,0.118
06-08,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014333333,0.016,0.118
06-09,,,,0.013,,,,,,0.016,,,,0.013,0.017,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014666667,0.016,0.118
06-10,,,,0.013,,,,,,0.016,,,,0.014,0.017,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.015,0.016,0.118
06-11,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014333333,0.016,0.118
06-12,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.014333333,0.016,0.118
06-13,,,,0.013,,,,,,0.016,,,,0.013,0.019,,,0.014,,0.016,,,,,,0.118,,,,,0.2,0.013,0.016,0.015333333,0.016,0.118
06-14,,,,0.013,,,,,,0.016,,,,0.014,0.019,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.015666667,0.016,0.118
06-15,,,,0.013,,,,,,0.016,,,,0.013,0.02,,,0.014,,0.016,,,,,,0.118,,,,,0,0.013,0.016,0.015666667,0.016,0.118
06-16,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.014,,0.016,,,,,,0.117,,,,,0,0.013,0.016,0.015,0.016,0.117
06-17,,,,0.013,,,,,,0.016,,,,0.013,0.019,,,0.014,,0.016,,,,,,0.117,,,,,0,0.013,0.016,0.015333333,0.016,0.117
06-18,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.116,,,,,0,0.013,0.016,0.014,0.016,0.116
06-19,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.116,,,,,0,0.013,0.016,0.014,0.016,0.116
06-20,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.013,,0.016,,,,,,0.116,,,,,0,0.013,0.016,0.013666667,0.016,0.116
06-21,,,,0.013,,,,,,0.016,,,,0.013,0.017,,,0.014,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014666667,0.016,0.115
06-22,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.114,,,,,0,0.013,0.016,0.014333333,0.016,0.114
06-23,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.014,,0.016,,,,,,0.114,,,,,0,0.013,0.016,0.014333333,0.016,0.114
07-00,,,,0.013,,,,,,0.016,,,,0.013,0.017,,,0.014,,0.016,,,,,,0.114,,,,,0,0.013,0.016,0.014666667,0.016,0.114
07-01,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.013,,0.016,,,,,,0.115,,,,,0.2,0.013,0.016,0.014666667,0.016,0.115
07-02,,,,0.013,,,,,,0.016,,,,0.013,0.019,,,0.014,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.015333333,0.016,0.115
07-03,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014,0.016,0.115
07-04,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.014,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.015,0.016,0.115
07-05,,,,0.013,,,,,,0.015,,,,0.013,0.018,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.015,0.014666667,0.016,0.115
07-06,,,,0.013,,,,,,0.016,,,,0.013,0.014,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.013333333,0.016,0.115
07-07,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014666667,0.016,0.115
07-08,,,,0.013,,,,,,0.016,,,,0.013,0.014,,,0.014,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.013666667,0.016,0.115
07-09,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014,0.016,0.115
07-10,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014,0.016,0.115
07-11,,,,0.013,,,,,,0.016,,,,0.013,0.015,,,0.014,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014,0.016,0.115
07-12,,,,0.013,,,,,,0.016,,,,0.013,0.017,,,0.014,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014666667,0.016,0.115
07-13,,,,0.013,,,,,,0.015,,,,0.013,0.017,,,0.014,,0.016,,,,,,0.116,,,,,0.4,0.013,0.015,0.014666667,0.016,0.116
07-14,,,,0.013,,,,,,0.016,,,,0.013,0.017,,,0.014,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014666667,0.016,0.115
07-15,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014666667,0.016,0.115
07-16,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.013,,0.016,,,,,,0.115,,,,,0,0.013,0.016,0.014,0.016,0.115
07-17,,,,0.013,,,,,,0.016,,,,0.013,0.016,,,0.013,,0.016,,,,,,0.114,,,,,0,0.013,0.016,0.014,0.016,0.114
07-18,,,,0.013,,,,,,0.016,,,,0.013,0.018,,,0.013,,0.015,,,,,,0.113,,,,,0,0.013,0.016,0.014666667,0.015,0.113
07-19,,,,0.013,,,,,,0.015,,,,0.013,0.019,,,0.013,,0.015,,,,,,0.113,,,,,0,0.013,0.015,0.015,0.015,0.113
07-20,,,,0.013,,,,,,0.015,,,,0.013,0.018,,,0.013,,0.015,,,,,,0.112,,,,,0,0.013,0.015,0.014666667,0.015,0.112
07-21,,,,0.013,,,,,,0.015,,,,0.013,0.017,,,0.013,,0.015,,,,,,0.112,,,,,0,0.013,0.015,0.014333333,0.015,0.112
07-22,,,,0.013,,,,,,0.015,,,,0.013,0.017,,,0.013,,0.015,,,,,,0.112,,,,,0,0.013,0.015,0.014333333,0.015,0.112
07-23,,,,0.013,,,,,,0.015,,,,0.013,0.019,,,0.013,,0.015,,,,,,0.111,,,,,0,0.013,0.015,0.015,0.015,0.111
08-00,,,,0.013,,,,,,0.015,,,,0.013,0.02,,,0.013,,0.015,,,,,,0.112,,,,,0,0.013,0.015,0.015333333,0.015,0.112
08-01,,,,0.013,,,,,,0.015,,,,0.013,0.018,,,0.013,,0.015,,,,,,0.111,,,,,0,0.013,0.015,0.014666667,0.015,0.111
08-02,,,,0.013,,,,,,0.015,,,,0.013,0.015,,,0.013,,0.015,,,,,,0.111,,,,,0,0.013,0.015,0.013666667,0.015,0.111
08-03,,,,0.013,,,,,,0.015,,,,0.013,0.018,,,0.013,,0.015,,,,,,0.112,,,,,0,0.013,0.015,0.014666667,0.015,0.112
